2.883144,10.0585,74.7048,27.07559,19.42775,9.421291,85.70455,16.09265,19.70395,144.201,23.8136,15.53638,19.42528,21.22099,10.37054,9.970147, ,7.937964,1.306132,8.445816,4.467796,3.535872,2.744459,1.161331,8.371005,5.142631,15.22552,7.829443,10.07257,1.618919,0.5992374,0.2433748,3.934261, ,2.545669,-2.539795,-17.43808,8.126448,2.051339,-4.1315,16.21755,15.98502,10.59236,-8.6474,22.53858,15.53018,-14.06113,-20.31616,7.039674,8.113729, ,0.6093266,-1.580414,-23.15039,-24.58307,-3.811005,-0.1728821,-4.129425,-1.229553,3.241142,-144.1314,-7.378113,-0.4269714,-13.51379,5.262029,-7.482544,-2.437744, ,-1.195129,-9.56955,-66.13123,6.471869,18.87595,8.47346,83.7807,1.239459,-16.02408,0.4815483,-4.231323,0.06792212,0.8348711,-4.28891,-1.974579,5.091998
3.249957,9.955752,74.86826,25.78816,19.3998,9.269281,85.9103,15.76519,19.93797,144.1251,24.65082,17.34779,19.2238,20.21482,12.28311,6.823593, ,0.3668125,0.1027451,0.1634598,1.28743,0.02795029,0.15201,0.2057495,0.3274632,0.2340221,0.07585144,0.8372231,1.811406,0.201479,1.006178,1.912571,3.146554, ,2.845096,-2.335022,-16.9082,7.838766,2.148334,-4.026489,16.07803,15.62252,10.23842,-8.72464,24.01679,17.29336,-11.70547,-20.03036,10.68662,5.744275, ,0.8148931,-1.637299,-22.10986,-23.41711,-3.433228,-0.09579468,-2.980621,-1.585358,3.128847,-144.0397,-5.668365,-1.337982,-14.95346,1.210861,-5.977325,-1.812012, ,-1.322815,-9.506256,-66.98096,6.093535,18.91207,8.353698,84.21895,1.210886,-16.56717,0.29432,-2.007782,-0.5919189,-1.947784,-2.679474,-1.727264,3.118945
3.676907,9.888539,74.94206,24.43051,19.10032,9.249989,86.02552,14.79561,20.51425,144.3152,25.36268,19.62483,19.5923,19.15409,12.37895,12.22757, ,0.42695,0.06721306,0.07380676,1.357651,0.2994766,0.01929283,0.1152191,0.9695721,0.5762787,0.1900482,0.7118645,2.27704,0.3684998,1.06072,0.09583759,5.40398, ,3.111346,-2.345001,-15.56656,7.393403,2.364471,-4.004028,15.85469,14.61389,10.36671,-8.735382,25.0882,19.51843,-7.897278,-18.84052,12.22633,10.32219, ,1.19456,-1.490784,-21.22684,-22.20996,-3.061584,0.2048425,-1.770721,-1.89679,3.619251,-144.2205,-3.743683,-1.987305,-16.95206,-3.478424,0.6949975,-2.748566, ,-1.521729,-9.460632,-67.94702,5.785819,18.64501,8.330469,84.57247,1.111784,-17.03055,0.167709,0.03395734,-0.9541321,-4.844025,0.07021212,-1.740295,5.718093
3.917494,9.87228,75.01675,23.56068,18.85638,9.387214,85.92041,14.36719,21.10338,144.5699,25.4702,21.08465,20.20824,18.65388,13.42524,12.76103, ,0.240587,0.01625919,0.07469177,0.8698349,0.2439384,0.1372252,0.1051102,0.4284239,0.5891304,0.2546844,0.1075191,1.459818,0.6159363,0.5002193,1.046288,0.5334606, ,3.280464,-2.433868,-14.76144,6.985473,2.558199,-4.1315,15.75746,14.11189,10.52802,-8.673035,25.30641,20.95521,-5.376007,-18.08789,12.79343,10.46934, ,1.37483,-1.308472,-21.03693,-21.47842,-2.935028,0.2228917,-1.17627,-2.298401,4.288173,-144.4714,-2.500946,-2.313995,-18.10522,-4.634857,3.635006,-3.14267, ,-1.603546,-9.450836,-68.39978,5.595754,18.38825,8.420074,84.57195,1.166892,-17.41974,0.08704488,1.024522,-1.0047,-6.431335,0.9237412,-1.486847,6.315337
4.113426,9.851938,75.05713,22.55345,18.61337,9.47958,85.82232,14.38002,20.2977,144.7209,25.56574,22.81144,21.20069,18.23903,14.73438,12.60657, ,0.1959324,0.02034187,0.04037476,1.007227,0.2430115,0.09236622,0.09809113,0.01283073,0.8056755,0.1510773,0.09553337,1.726795,0.9924564,0.4148445,1.309139,0.15446, ,3.394934,-2.503571,-13.9534,6.436102,2.823168,-4.332764,15.70866,14.32088,10.00127,-8.68692,25.40479,22.6172,-2.45047,-17.44537,13.39469,9.971231, ,1.546182,-1.251221,-20.79428,-20.65594,-2.825897,0.1570011,-0.5748901,-0.7675171,3.325304,-144.6049,-1.011719,-2.962952,-19.18167,-5.372284,5.970429,-4.581879, ,-1.688843,-9.419708,-68.82455,5.374764,18.11397,8.426172,84.56763,0.9655027,-17.08362,-0.1452942,2.486624,-1.310242,-8.331299,1.424593,-0.9429626,5.832182
4.111712,9.844617,75.06588,22.55541,18.60611,9.48082,85.82348,14.37958,20.29724,144.722,25.56855,22.80896,21.19884,18.23877,14.73363,12.6072, ,0.001713753,0.007321358,0.008750916,0.00195694,0.007266998,0.001239777,0.001159668,0.0004377365,0.0004673004,0.001068115,0.002809525,0.002487183,0.001857758,0.0002613068,0.0007457733,0.0006227493, ,3.394278,-2.507294,-13.94809,6.433034,2.825929,-4.332794,15.70834,14.32038,10.00013,-8.68692,25.40755,22.61505,-2.450592,-17.44525,13.39467,9.973585, ,1.545179,-1.246765,-20.798,-20.65802,-2.8237,0.1581845,-0.5731506,-0.7697144,3.326776,-144.6059,-1.015259,-2.959564,-19.18002,-5.371857,5.968885,-4.581573, ,-1.687164,-9.411713,-68.83435,5.378492,18.10642,8.42742,84.56911,0.9638118,-17.08337,-0.1467285,2.485361,-1.310791,-8.330383,1.426244,-0.9422607,5.829822
4.240498,9.848915,75.11558,21.52911,18.383,9.499728,85.71519,14.17961,20.40105,144.7403,25.76057,24.73808,23.00104,17.87789,16.17826,12.96433, ,0.1287856,0.00429821,0.04969788,1.026295,0.2231026,0.0189085,0.108284,0.1999741,0.103817,0.01824951,0.1920204,1.929127,1.802208,0.3608799,1.444625,0.3571339, ,3.433574,-2.613647,-13.10251,5.869948,3.117509,-4.490997,15.55222,14.13808,9.943974,-8.804382,25.41639,24.47492,0.9541125,-16.74731,14.26479,10.09615, ,1.688112,-1.338135,-20.4118,-19.80429,-2.703033,0.111791,0.03972399,-0.3657227,3.448096,-144.6042,0.6001157,-3.562592,-20.54138,-6.231384,7.511865,-5.084473, ,-1.779053,-9.371643,-69.32098,5.190495,17.84447,8.36817,84.56816,0.9800372,-17.20462,-0.3650513,4.326842,-1.801819,-10.53555,2.118306,-0.7954712,5.929484
4.240314,9.831395,75.14156,21.53112,18.37804,9.504675,85.70865,14.17789,20.40105,144.7413,25.76336,24.7355,23.00252,17.87657,16.17607,12.96427, ,0.000184536,0.01751995,0.02597809,0.002012253,0.004961014,0.004946709,0.006546021,0.00171566,0,0.001052856,0.002788544,0.00258255,0.001472473,0.001319885,0.002185822,5.912781E-05, ,3.433603,-2.631195,-13.0882,5.866836,3.120714,-4.488556,15.54968,14.13645,9.943974,-8.804382,25.41932,24.47294,0.9540616,-16.74686,14.2646,10.09678, ,1.687095,-1.325348,-20.41653,-19.80637,-2.699371,0.1163094,0.03650478,-0.3664551,3.448096,-144.6051,0.5965139,-3.558319,-20.54248,-6.228241,7.507351,-5.084839, ,-1.77948,-9.350311,-69.35172,5.194104,17.83945,8.374816,84.56142,0.9789966,-17.20462,-0.3664856,4.325567,-1.799683,-10.53671,2.120794,-0.7964783,5.927989
4.566039,9.791941,75.63551,19.77213,18.10912,9.534308,85.4063,13.8111,20.55804,144.7581,25.16141,29.78672,30.12253,17.00225,18.1802,11.68992, ,0.3257256,0.03945446,0.4939575,1.758993,0.2689266,0.02963352,0.3023453,0.3667908,0.156992,0.01673889,0.6019497,5.051222,7.120012,0.8743172,2.004128,1.274352, ,3.652696,-2.863068,-11.22046,5.178566,3.57234,-4.781006,15.04356,13.76851,9.803921,-8.744141,24.00079,29.65303,9.02929,-15.73282,16.15677,8.01647, ,1.882051,-1.489075,-19.41827,-18.22791,-2.317383,0.2181113,1.260165,0.6148917,3.650899,-144.5797,3.623059,-2.884338,-25.8569,-6.241638,8.316203,-7.120148, ,-1.932587,-9.209015,-70.81738,4.919882,17.53337,8.23942,84.48191,0.9734545,-17.4122,-0.9280396,7.50751,-1.391541,-14.96207,2.763013,-0.295105,4.20039
4.655185,9.788098,75.89713,19.06571,18.06492,9.572612,85.1712,13.64077,20.59992,144.7458,24.25307,33.13575,31.64119,16.27225,18.67582,11.11718, ,0.08914614,0.003842354,0.2616196,0.7064209,0.04419136,0.03830338,0.2351074,0.1703329,0.04187202,0.01220703,0.9083328,3.349024,1.518665,0.7300034,0.4956207,0.5727434, ,3.701328,-2.966431,-10.22812,5.150887,3.70146,-4.894318,14.70535,13.56267,9.702749,-8.566833,22.60645,33.0652,11.17899,-15.13461,16.7541,7.47187, ,1.928663,-1.528137,-18.83038,-17.55667,-2.027283,0.3385954,1.875223,1.216475,3.744012,-144.5486,4.596058,-2.286957,-27.02963,-5.545441,8.258851,-7.420349, ,-2.001556,-9.163574,-71.5726,4.664993,17.50367,8.207948,84.35761,0.9678783,-17.49225,-1.243347,8.530155,-0.8674622,-15.28262,3.132016,-0.1426697,3.127341
