Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,2.669724,8.133958,78.69479,3.188928,17.91806,11.56938,66.45325,30.71034,22.15244,162.0711,26.15682,19.45081,10.85394,19.5,22.62379,24.26328
7.009963,6.279615,82.87302,4.374803,17.52255,11.0409,69.64031,28.28369,20.89329,153.767,20.56941,9.725451,13.44194,15.38869,12.70338,16.72054, ,0.2752056,0.1480169,0.1132431,0.4960394,0.1422024,0.0223875,0.1686325,0.6514778,0.1196003,0.3512726,0.03951836,2.230405,0.07705021,0.6943169,0.2481327,0.2727909, ,6.964137,-0.3123169,8.187279,3.697964,9.348985,-1.809326,-21.0289,13.34653,3.424696,-5.785461,-20.56326,8.474929,0.152427,12.30889,12.5507,-16.0834, ,0.05483521,1.822706,-1.343323,-2.26709,1.665503,4.817721,25.00219,24.98022,7.263022,-153.6194,-0.5143738,3.09857,-11.81061,8.789381,-0.7987061,-4.620667, ,0.8022612,-6.00647,-82.62766,-0.6480713,14.8802,9.69571,57.87339,-0.1111755,-19.08862,-2.153595,0.07656904,3.870564,-6.443787,3.999021,1.712614,0.3138698,,,,,,,,,,,,,,,,,
7.009963,6.274375,82.87832,4.376592,17.52152,11.04388,69.63837,28.28226,20.89141,153.7685,20.56803,9.725774,13.434,15.38997,12.70399,16.72092, ,0,0.005239487,0.0052948,0.001789093,0.001031876,0.002981186,0.001945496,0.001426697,0.001882553,0.001464844,0.001377106,0.000323296,0.007939339,0.001275063,0.000617027,0.000375748, ,6.964031,-0.3156738,8.192775,3.700468,9.348621,-1.807495,-21.02835,13.34453,3.426243,-5.786224,-20.56189,8.474787,0.1372522,12.30971,12.55141,-16.08362, ,0.05606889,1.82635,-1.34787,-2.266418,1.666104,4.819621,25.00338,24.9795,7.263413,-153.6209,-0.5144348,3.099481,-11.8038,8.790765,-0.8000793,-4.621368, ,0.8034853,-5.999603,-82.63287,-0.6499023,14.87921,9.698637,57.87078,-0.1125793,-19.08609,-2.152618,0.07402436,3.871163,-6.438385,3.998324,1.71136,0.3152187,,,,,,,,,,,,,,,,,
7.328517,6.424347,82.77641,3.896255,17.35087,11.13254,69.41629,28.91233,20.83395,154.1404,20.798,8.461181,13.31104,15.89262,13.11836,16.91392, ,0.3185544,0.149972,0.1019135,0.4803371,0.1706505,0.08865452,0.2220764,0.6300716,0.05745506,0.3718414,0.2299633,1.264593,0.1229563,0.5026541,0.4143686,0.1929951, ,7.276174,-0.3006897,8.240129,3.461097,9.385373,-1.938202,-21.12143,13.1739,3.165443,-5.771545,-20.76013,6.074177,0.348167,13.00927,12.99104,-16.31989, ,0.1109997,1.915387,-1.447662,-1.649384,1.773845,4.810141,25.41026,25.76617,7.289058,-153.9848,-0.6533203,2.90906,-11.43073,8.693208,-0.07757568,-4.503815, ,0.8750294,-6.130219,-82.53284,-0.7455444,14.64863,9.773267,57.34332,-0.2298889,-19.07404,-2.316193,-0.9665527,5.28247,-6.858154,4.013764,1.817091,0.742718,,,,,,,,,,,,,,,,,
7.328517,6.415443,82.79202,3.893641,17.35123,11.14113,69.408,28.9108,20.83282,154.1429,20.79429,8.459791,13.30474,15.8946,13.11974,16.91415, ,0,0.008904457,0.01561737,0.002613068,0.000362396,0.008587837,0.008293152,0.001533508,0.001132965,0.0025177,0.003709793,0.001389503,0.006306648,0.001976013,0.001376152,0.000232697, ,7.276332,-0.3138428,8.257767,3.457035,9.389334,-1.934326,-21.11954,13.17362,3.164217,-5.772278,-20.75638,6.071639,0.3380768,13.00874,12.9927,-16.32047, ,0.1099259,1.923293,-1.458252,-1.652283,1.776942,4.815469,25.41299,25.76447,7.287299,-153.9873,-0.6548462,2.911447,-11.42593,8.697149,-0.08050537,-4.502716, ,0.8744966,-6.11792,-82.54794,-0.7446289,14.64647,9.781287,57.33326,-0.2308655,-19.07382,-2.31665,-0.9656677,5.281781,-6.853363,4.015849,1.814834,0.7437552,,,,,,,,,,,,,,,,,
7.658392,6.615916,82.62486,3.466053,17.18498,11.16797,69.26354,29.5097,20.82606,154.5082,21.04126,8.078006,13.42851,16.43782,13.73294,17.00022, ,0.329875,0.2004728,0.1671677,0.4275889,0.1662464,0.02684593,0.144455,0.5988979,0.006761551,0.3652954,0.2469749,0.3817854,0.1237726,0.5432234,0.613204,0.08607101, ,7.601388,-0.2866516,8.223348,3.207793,9.424617,-1.974365,-21.24051,13.00577,2.879241,-5.79657,-20.95013,4.125077,0.564588,13.63477,13.60324,-16.43982, ,0.1684849,2.087898,-1.639374,-1.026886,1.902337,4.852121,25.69641,26.50515,7.330517,-154.3459,-0.9849854,3.352281,-11.32895,8.772803,0.4427438,-4.340607, ,0.92882,-6.276886,-82.39236,-0.8474121,14.41836,9.783446,56.94431,-0.3430176,-19.11136,-2.433594,-1.530518,6.207432,-7.255676,4.026194,1.88881,1.277652,,,,,,,,,,,,,,,,,
7.981232,6.788037,82.44531,3.164038,17.03683,11.21679,69.11942,30.02414,20.86155,154.845,21.20452,7.977698,13.71871,17.05475,14.47895,16.93735, ,0.3228393,0.172121,0.1795425,0.3020141,0.148159,0.04881859,0.1441193,0.5144444,0.03549004,0.3368835,0.1632557,0.1003079,0.2901993,0.6169338,0.7460051,0.06286621, ,7.919264,-0.3119812,8.166321,2.987151,9.445656,-1.997253,-21.30865,12.82599,2.5746,-5.865875,-21.10245,2.737063,0.6725227,14.23617,14.34162,-16.40146, ,0.2026609,2.303859,-1.868073,-0.407074,2.055284,4.877618,25.9245,27.1519,7.398995,-154.6775,-1.767212,4.694308,-11.48203,9.034841,0.6801991,-4.079773, ,0.9867438,-6.384247,-82.22791,-0.9716492,14.21681,9.820286,56.61227,-0.4324341,-19.18427,-2.497284,-0.834259,5.956761,-7.558197,4.014709,1.9626,1.88876,,,,,,,,,,,,,,,,,
8.242826,6.947793,82.23328,3.043485,16.93128,11.22035,68.98407,30.37744,20.90797,155.1044,21.38845,8.503203,14.18155,17.64887,15.32069,16.74097, ,0.2615948,0.1597562,0.2120285,0.120553,0.105547,0.003563881,0.1353531,0.3532944,0.04642868,0.2593994,0.1839333,0.5255055,0.4628372,0.5941143,0.8417444,0.1963863, ,8.177107,-0.3630676,8.020639,2.827969,9.45352,-2.041321,-21.32224,12.54424,2.254461,-5.929993,-21.23526,1.994547,0.7852354,14.80864,15.18504,-16.21384, ,0.1969716,2.491934,-2.029877,0.1806045,2.233728,4.867737,26.17861,27.66326,7.48701,-154.9356,-2.601196,6.474931,-11.95499,9.316423,0.7000233,-3.639984, ,1.035812,-6.483826,-82.03223,-1.106628,14.07058,9.818459,56.30274,-0.4963684,-19.25916,-2.490326,0.2114046,5.255692,-7.684784,3.932485,2.012577,2.642253,,,,,,,,,,,,,,,,,
8.445333,7.021907,82.06792,3.089941,16.86294,11.2346,68.83659,30.59765,20.957,155.2892,21.61113,9.245498,14.6041,18.13774,16.26617,16.40874, ,0.202507,0.07411432,0.1653671,0.04645538,0.0683403,0.01424313,0.1474762,0.2202129,0.0490284,0.1847687,0.2226772,0.7422943,0.4225559,0.4888725,0.9454746,0.3322239, ,8.373892,-0.4541931,7.865591,2.743338,9.445367,-2.06781,-21.22324,12.13675,1.931318,-5.923584,-21.4231,1.853298,0.9184578,15.29021,16.13396,-15.83832, ,0.1637772,2.671205,-2.13443,0.6792959,2.421031,4.85293,26.49571,28.07024,7.570897,-155.1248,-2.911774,7.71675,-12.49557,9.559731,0.6385261,-3.049011, ,1.096924,-6.489349,-81.88055,-1.233582,13.97661,9.835505,56.00167,-0.6026611,-19.33389,-2.419373,0.6640689,4.874033,-7.619598,3.74229,2.068644,3.489774,,,,,,,,,,,,,,,,,
8.616234,7.028595,81.92599,3.183523,16.82414,11.23425,68.7338,30.8505,20.99723,155.3998,21.91566,9.721502,14.6862,18.50842,17.32177,15.95962, ,0.1709003,0.006688118,0.1419296,0.09358215,0.03880119,0.000348091,0.1027908,0.2528458,0.04022408,0.1106262,0.3045311,0.4760046,0.08209705,0.3706818,1.055607,0.4491215, ,8.535587,-0.5218201,7.671349,2.679828,9.440483,-2.036316,-21.01569,11.74141,1.620689,-5.866425,-21.74725,2.37194,0.8659648,15.69977,17.18562,-15.2489, ,0.1292845,2.814982,-2.182404,1.055941,2.607416,4.871446,26.69489,28.49127,7.63311,-155.2454,-2.778381,8.133769,-12.74594,9.704977,0.6651474,-2.37915, ,1.179763,-6.432617,-81.75159,-1.331696,13.9139,9.833553,55.87861,-0.7593079,-19.40082,-2.277527,0.4402081,4.944017,-7.35672,3.415724,2.174457,4.41204,,,,,,,,,,,,,,,,,
8.792286,6.969289,81.83287,3.1877,16.80354,11.28889,68.60744,31.12548,21.04018,155.4542,22.28375,10.04517,14.38837,18.78215,18.5125,15.35703, ,0.1760521,0.05930614,0.09311676,0.004177332,0.02060127,0.05464554,0.126358,0.2749844,0.04295158,0.05432129,0.3680897,0.3236628,0.2978315,0.2737255,1.190725,0.6025934, ,8.70149,-0.5403442,7.469527,2.547061,9.448606,-1.93396,-20.694,11.40489,1.335748,-5.784424,-22.1355,3.472435,0.4970138,16.04495,18.36151,-14.36374, ,0.1083565,2.924865,-2.24408,1.285848,2.781153,4.952523,26.7656,28.90219,7.696716,-155.3126,-2.57608,8.047002,-12.66901,9.760864,0.846812,-1.678253, ,1.265072,-6.317291,-81.67224,-1.393372,13.86353,9.878985,55.86419,-0.9254456,-19.46188,-2.089783,-0.03076172,5.165811,-6.871979,2.987109,2.354509,5.398797,,,,,,,,,,,,,,,,,
9.020212,6.867182,81.80972,3.017916,16.79175,11.3421,68.4812,31.3327,21.06239,155.4514,22.7018,10.48628,13.95707,18.94453,19.8914,14.66219, ,0.2279263,0.1021075,0.02314758,0.1697845,0.01178551,0.05320835,0.1262436,0.2072163,0.02220726,0.002807617,0.4180527,0.4411182,0.4312973,0.1623859,1.378901,0.6948414, ,8.920062,-0.5448608,7.310581,2.289995,9.453737,-1.810242,-20.21936,11.06639,1.057851,-5.692139,-22.55597,5.08037,0.1195708,16.30602,19.71471,-13.16464, ,0.08953851,2.996045,-2.340759,1.351334,2.929751,5.039345,26.85176,29.23235,7.770087,-155.3232,-2.477112,7.739006,-12.50967,9.713252,1.172019,-0.9302979, ,1.345441,-6.170166,-81.66168,-1.401154,13.82703,9.923011,55.92138,-1.102844,-19.49185,-1.890442,-0.3977051,5.290675,-6.213715,2.508208,2.598829,6.510835,,,,,,,,,,,,,,,,,
9.020647,6.857024,81.82855,3.018694,16.79297,11.3495,68.47475,31.33136,21.06239,155.4524,22.70149,10.48703,13.95246,18.94665,19.89152,14.66128, ,0.000434876,0.01015759,0.01882935,0.00077796,0.001218796,0.007392883,0.006446838,0.001338959,0,0.001022339,0.000312805,0.000747681,0.004611015,0.00211525,0.000118256,0.000910759, ,8.920725,-0.5608826,7.329627,2.290448,9.452928,-1.808502,-20.2178,11.06602,1.057851,-5.692108,-22.55551,5.08037,0.1125627,16.30579,19.71523,-13.16367, ,0.09065068,3.005822,-2.351318,1.350026,2.931365,5.043768,26.85316,29.23088,7.770087,-155.3241,-2.478485,7.739646,-12.50629,9.717596,1.167444,-0.930481, ,1.344542,-6.153137,-81.67999,-1.403564,13.82889,9.929517,55.91393,-1.104095,-19.49185,-1.891876,-0.3976746,5.291166,-6.209381,2.511208,2.596824,6.510693,,,,,,,,,,,,,,,,,
9.318097,6.743357,81.85065,2.704389,16.77617,11.42653,68.28159,31.33184,21.05887,155.4357,23.07185,11.16032,13.43902,18.99762,21.49639,14.02487, ,0.2974501,0.1136675,0.02210236,0.3143046,0.01680183,0.077034,0.193161,0.000478745,0.003511429,0.01669312,0.3703594,0.6732864,0.5134382,0.0509758,1.604876,0.6364031, ,9.209649,-0.5508118,7.214611,1.949739,9.406189,-1.659058,-19.62137,10.66276,0.7903914,-5.61261,-22.91855,7.00238,-0.1488953,16.48835,21.279,-11.66983, ,0.0783828,3.042457,-2.44281,1.267097,3.019832,5.139758,27.09828,29.36349,7.881092,-155.3201,-2.466949,7.230145,-12.23627,9.553727,1.621065,-0.1425476, ,1.423466,-6.008179,-81.71188,-1.359833,13.82729,9.999264,55.86278,-1.240173,-19.47382,-1.692444,-0.644989,5.297383,-5.549835,1.945555,2.926199,7.805666,,,,,,,,,,,,,,,,,
9.669695,6.60478,81.93916,2.348397,16.73111,11.52736,68.04554,31.15439,21.00289,155.4254,23.33452,12.09286,12.62261,18.93075,23.37471,13.75418, ,0.3515978,0.1385765,0.08850098,0.3559916,0.04505539,0.1008253,0.2360535,0.1774483,0.05598831,0.01026917,0.2626724,0.9325466,0.8164072,0.06687546,1.878319,0.2706947, ,9.553888,-0.5508118,7.166586,1.650031,9.254367,-1.439941,-18.9809,10.30148,0.5447245,-5.594147,-23.15869,9.05365,-0.141449,16.6169,23.09134,-10.02658, ,0.0801717,3.078413,-2.479797,1.055151,3.033813,5.265231,27.44539,29.29369,8.030641,-155.3206,-2.623657,6.593575,-11.56403,9.199119,2.216419,0.6853829, ,1.498823,-5.83313,-81.80472,-1.280853,13.86952,10.09095,55.72168,-1.323456,-19.37714,-1.491791,-0.7640686,5.129632,-5.05249,1.20519,3.392827,9.342454,,,,,,,,,,,,,,,,,
9.934477,6.504782,82.04171,2.015108,16.62052,11.60592,67.82064,30.90773,20.89333,155.4406,23.41224,13.8211,11.29896,18.85042,25.5582,13.86649, ,0.264782,0.099998,0.1025543,0.3332899,0.1105938,0.07856083,0.2248993,0.2466545,0.10956,0.01515198,0.07772446,1.728233,1.323655,0.0803299,2.183493,0.1123152, ,9.817113,-0.607666,7.20522,1.460358,8.994998,-1.209015,-18.30032,10.09966,0.3485777,-5.749573,-23.14905,11.03904,-0.6630249,16.7637,25.17986,-8.041443, ,0.1313864,3.15353,-2.431793,0.7195606,2.954307,5.426166,27.75749,29.10441,8.191752,-155.3448,-3.380707,7.305791,-10.18484,8.687329,2.926845,1.609239, ,1.530012,-5.674286,-81.90399,-1.17868,13.91098,10.13476,55.63016,-1.313354,-19.20883,-1.252167,-0.5219116,4.771962,-4.795044,0.2691523,4.026455,11.07866,,,,,,,,,,,,,,,,,
10.11351,6.549654,82.02067,1.776027,16.42898,11.59686,67.65976,30.70425,20.74434,155.4346,23.29961,16.63757,12.51611,18.74334,28.00048,14.65324, ,0.1790333,0.04487133,0.02104187,0.2390807,0.1915417,0.009056091,0.160881,0.2034855,0.1489811,0.005981445,0.1126385,2.816472,1.217149,0.1070747,2.442276,0.7867508, ,10.00211,-0.6956177,7.268636,1.396268,8.652027,-0.9577026,-17.57422,10.11392,0.2195111,-6.033661,-22.84598,12.27613,0.8560451,16.91,27.55731,-5.490967, ,0.1802029,3.188384,-2.266113,0.2957247,2.774565,5.545963,27.97284,28.8919,8.336309,-155.3498,-4.597107,10.65509,-11.22202,7.946974,3.490825,2.975216, ,1.504292,-5.698944,-81.87292,-1.053528,13.91425,10.0975,55.6876,-1.249359,-18.99521,-0.9356079,-0.04302979,4.946294,-5.569824,-0.8401489,4.552229,13.12068,,,,,,,,,,,,,,,,,
10.35284,6.662038,81.82764,1.682328,16.19674,11.60517,67.41257,30.54534,20.59816,155.258,22.73734,17.11889,15.03928,18.37847,30.75181,16.51951, ,0.2393332,0.1123843,0.1930237,0.0936985,0.232235,0.008313179,0.2471924,0.1589069,0.1461868,0.1766052,0.5622635,0.4813194,2.52317,0.364872,2.751329,1.866264, ,10.23817,-0.8033447,7.158325,1.382639,8.283234,-0.8762207,-16.66614,10.28752,0.1195197,-6.32724,-22.03967,13.27654,6.178927,16.78289,30.30587,-2.234253, ,0.03750387,2.970895,-2.074036,-0.1850891,2.516137,5.45131,28.14351,28.66919,8.463717,-155.1878,-5.652527,10.48706,-12.03952,6.986968,3.774215,4.721876, ,1.541978,-5.930237,-81.67697,-0.942627,13.88603,10.17007,55.75543,-1.186401,-18.78687,-0.5696411,0.1560114,4.199903,-7.27179,-1.928497,4.854993,15.58551,,,,,,,,,,,,,,,,,
10.44674,6.666386,81.6767,1.681398,15.94106,11.59334,67.23779,30.41102,20.48001,154.9934,22.23109,17.62325,13.55197,17.48673,33.91776,19.97644, ,0.09390163,0.004347801,0.1509476,0.000930786,0.2556791,0.01182938,0.1747742,0.1343193,0.1181526,0.2646027,0.5062523,0.5043564,1.48731,0.8917427,3.165945,3.456932, ,10.31978,-0.8012695,6.861286,1.295821,7.912685,-0.9657898,-15.59445,10.5354,0.05192161,-6.330322,-21.49982,14.65832,5.756101,16.00127,33.57066,1.542436, ,-0.1568909,2.662115,-2.066101,-0.6535034,2.183624,5.329256,28.15317,28.44327,8.540856,-154.9438,-5.720642,9.661692,-10.42862,5.80134,3.323727,7.412542, ,1.604336,-6.078308,-81.54071,-0.8572693,13.8291,10.20947,56.0682,-1.123322,-18.62744,-0.1937256,0.1834213,3.35489,-7.028473,-3.318604,4.755145,18.59981,,,,,,,,,,,,,,,,,
10.39915,6.688551,81.61494,1.663614,15.67078,11.41816,67.26728,30.29521,20.41863,154.7575,21.79991,18.32433,11.53212,16.5757,37.50475,25.05904, ,0.04759884,0.02216578,0.06175995,0.0177834,0.2702837,0.1751871,0.02948761,0.1158142,0.06137276,0.2358398,0.4311848,0.701086,2.019852,0.9110241,3.58699,5.082596, ,10.26736,-0.7221375,6.492498,1.02141,7.564942,-1.256287,-14.36539,10.85745,0.0149198,-6.36969,-21.09814,16.12271,4.680552,14.92786,37.32989,5.501482, ,-0.2954712,2.447226,-2.456543,-1.08136,1.794809,5.139645,28.04404,28.21612,8.577443,-154.7256,-5.585388,8.764893,-8.717072,4.739128,1.633982,11.72087, ,1.599795,-6.198669,-81.51022,-0.755127,13.73587,10.06579,56.73726,-0.977478,-18.5459,0.1395488,0.4614069,2.2764,-6.302765,-4.869934,3.899364,22.07571,,,,,,,,,,,,,,,,,
10.24233,6.576738,81.70309,1.67253,15.42252,11.2615,67.36781,31.29099,18.89649,154.5226,21.93979,19.82422,10.39364,15.56652,41.40958,31.25789, ,0.1568127,0.1118131,0.08815765,0.008915305,0.2482538,0.1566563,0.1005249,0.9957771,1.522139,0.2348938,0.1398869,1.499886,1.138474,1.009181,3.904831,6.198856, ,10.09913,-0.7011414,6.177085,0.5275158,7.269052,-1.571747,-13.20776,10.8878,0.3167021,-6.368225,-21.20966,18.024,5.153283,13.53622,41.32113,8.601253, ,-0.4306946,2.175637,-3.175842,-1.477966,1.412099,5.036432,27.60846,29.18806,7.407221,-154.5053,-5.71756,8.39487,-8.055115,3.920217,-0.5597839,17.23317, ,1.616322,-6.180542,-81.63062,-0.5849915,13.62809,9.883899,57.60469,-1.58194,-17.37305,0.4117022,0.4983757,1.40769,-4.462097,-6.18512,2.506426,26.08713,,,,,,,,,,,,,,,,,
10.03447,6.407015,81.85875,1.901598,15.17619,11.25154,67.44425,32.45171,17.25379,154.3223,22.01325,21.21224,8.915812,14.62896,45.57737,35.67509, ,0.2078619,0.1697235,0.1556549,0.2290682,0.2463388,0.009959221,0.07644653,1.160721,1.642708,0.2003632,0.07345772,1.38802,1.47783,0.9375629,4.167793,4.417202, ,9.873829,-0.7791748,5.915756,-0.07293701,7.010381,-1.775757,-12.203,11.2027,0.5824311,-6.494843,-21.32202,19.89573,4.618442,12.09876,45.48497,10.28182, ,-0.5016479,1.950111,-4.114502,-1.862701,1.084089,5.026871,26.95315,30.22641,6.132813,-154.3194,-5.525696,7.491035,-7.226288,3.232219,-2.531219,21.28755, ,1.676375,-6.066742,-81.80969,-0.3754272,13.49146,9.834435,58.45881,-2.119873,-16.09314,0.6987582,0.1157032,0.7838523,-2.755035,-7.244537,0.8372687,28.93875,,,,,,,,,,,,,,,,,
10.03455,6.40188,81.86629,1.904066,15.17551,11.25482,67.4424,32.44917,17.25602,154.3233,22.01125,21.21087,8.928019,14.62987,45.57711,35.67472, ,7.92E-05,0.005135059,0.007537842,0.00246799,0.000673294,0.003274918,0.001853943,0.002540588,0.002231598,0.001037598,0.002002716,0.001371384,0.01220608,0.00091362,0.000263214,0.000377655, ,9.873809,-0.7829285,5.922705,-0.07470703,7.010538,-1.773956,-12.20413,11.20323,0.5819432,-6.494812,-21.31873,19.89261,4.634067,12.09998,45.48448,10.2821, ,-0.5018616,1.95386,-4.120941,-1.864929,1.084643,5.028879,26.95322,30.22361,6.135523,-154.3204,-5.530548,7.495617,-7.232178,3.234977,-2.535736,21.29102, ,1.676697,-6.059662,-81.81714,-0.3761292,13.49066,9.837489,58.4562,-2.119049,-16.09454,0.697332,0.115777,0.7851462,-2.754089,-7.24292,0.8363824,28.93582,,,,,,,,,,,,,,,,,
9.797221,6.311582,81.94308,2.383795,14.90133,11.39472,67.43158,33.72238,15.46111,154.2215,22.10051,22.52731,7.418909,13.61861,49.91448,38.43269, ,0.2373295,0.09029818,0.07679749,0.4797288,0.2741804,0.1399031,0.01081848,1.273216,1.794904,0.1018372,0.08926582,1.316444,1.509109,1.011265,4.337372,2.757969, ,9.619627,-0.9587402,5.652792,-0.6743774,6.76056,-1.799164,-11.44107,11.74287,0.832423,-6.589691,-21.48788,21.69011,3.656575,10.45839,49.75573,12.17676, ,-0.4675903,1.843651,-5.142242,-2.280609,0.8444114,5.142965,26.16002,31.30762,4.7604,-154.2382,-4.960999,6.191742,-6.358124,2.837898,-4.558014,23.98384, ,1.760739,-5.975586,-81.90317,-0.1509705,13.31045,9.931053,59.14816,-2.541779,-14.65625,1.063467,-0.8747253,0.4527332,-1.343445,-8.006348,-1.344513,30.46258,,,,,,,,,,,,,,,,,
9.467173,6.413856,81.83815,2.979281,14.57877,11.60524,67.37596,35.03846,13.5427,154.2008,22.08198,23.51084,6.074244,12.46638,54.02715,39.58031, ,0.3300486,0.1022744,0.1049347,0.5954862,0.3225632,0.2105207,0.05561829,1.316082,1.918411,0.02070618,0.01853752,0.9835339,1.344665,1.152225,4.112671,1.147629, ,9.28127,-1.18454,5.310055,-1.221405,6.490387,-1.781982,-10.8035,12.43236,1.049885,-6.500336,-21.52213,23.04918,2.577146,8.538671,53.83746,13.9607, ,-0.3625488,1.826498,-6.149078,-2.717194,0.6780821,5.274956,25.34352,32.3932,3.307806,-154.2414,-3.686432,4.766678,-5.49826,2.471083,-5.452301,24.62194, ,1.80472,-6.05246,-81.79059,0.08142246,13.08228,10.10478,59.72255,-2.85376,-13.06226,1.498945,-2.70636,0.8518453,-0.3363037,-8.567322,-3.004883,31.23345,,,,,,,,,,,,,,,,,
9.03514,6.69908,81.48199,3.565578,14.25401,11.79229,67.37731,36.34769,11.51729,154.1929,21.23516,23.58853,5.074267,11.32121,57.29188,39.04474, ,0.4320326,0.2852244,0.356163,0.5862975,0.3247576,0.1870508,0.001350403,1.309223,2.025416,0.007873535,0.846817,0.0776844,0.9999776,1.145174,3.264732,0.5355721, ,8.851752,-1.333282,4.746341,-1.660339,6.156295,-1.910248,-10.13495,13.1953,1.181497,-6.324829,-20.63632,23.39781,1.393672,6.417592,57.20311,16.6754, ,-0.2400818,1.789596,-7.016449,-3.1474,0.5306448,5.320256,24.58238,33.44554,1.762782,-154.2575,-2.165466,3.069945,-4.869659,1.921838,-3.883972,22.70187, ,1.778726,-6.337769,-81.40872,0.2775399,12.87988,10.26508,60.31862,-3.11731,-11.30258,1.964242,-4.168304,0.8990079,0.2520741,-9.024719,-2.827667,30.95648,,,,,,,,,,,,,,,,,
8.564526,7.094033,80.94652,4.065954,13.93811,11.92506,67.52077,37.61098,9.509044,154.2315,20.22345,23.50558,4.831463,10.42105,60.23219,37.87902, ,0.4706144,0.3949528,0.5354691,0.5003755,0.3158989,0.1327677,0.1434631,1.263294,2.008243,0.03857422,1.011705,0.08294868,0.2428036,0.9001551,2.940311,1.165718, ,8.392686,-1.442841,4.01511,-1.979492,5.753489,-2.224182,-9.38974,14.03002,1.205166,-6.14859,-19.47073,23.31858,0.3053148,4.129614,60.23053,19.86492, ,-0.1558228,1.671813,-7.763672,-3.533295,0.3603233,5.212935,23.92864,34.40537,0.1268991,-154.3176,-2.158234,3.041995,-4.772705,1.462209,-0.003448486,19.40457, ,1.690105,-6.763031,-80.82718,0.4282135,12.71359,10.39587,61.0232,-3.411407,-9.430389,2.415845,-4.694366,0.7700777,0.6739275,-9.405334,-0.4723816,29.74281,,,,,,,,,,,,,,,,,
8.093216,7.51374,80.31606,4.445103,13.6406,11.9489,67.92477,28.85976,18.57596,154.2995,19.87763,24.01266,5.141253,9.966452,63.26643,35.60546, ,0.4713097,0.4197068,0.6304626,0.379149,0.2975149,0.02384377,0.4039993,8.751225,9.066915,0.06802368,0.3458195,0.5070858,0.3097892,0.4546032,3.034237,2.273563, ,7.936078,-1.527679,3.154969,-2.181427,5.211279,-2.665283,-8.63562,15.14181,1.33066,-5.997925,-18.81583,23.57559,-0.7311707,1.893117,63.16906,19.81678, ,-0.1105347,1.46249,-8.485321,-3.84613,0.1446339,4.919785,23.38723,24.85124,8.22649,-154.4042,-3.388306,4.696828,-4.983948,1.045019,4.697866,14.23804, ,1.577319,-7.22998,-80.12473,0.5371151,12.61606,10.44838,61.94028,2.538121,-16.52118,2.835281,-4.943237,0.9955969,1.061278,-9.712341,2.807633,28.78398,,,,,,,,,,,,,,,,,
7.699398,7.877904,79.7383,4.699041,13.38744,11.93084,68.56361,28.00028,18.08558,154.352,19.59105,24.55455,5.655002,9.765094,65.70261,32.35246, ,0.3938184,0.3641644,0.5777588,0.2539387,0.2531605,0.01805973,0.6388397,0.8594742,0.4903812,0.05249023,0.2865791,0.5418835,0.5137496,0.2013578,2.436176,3.252998, ,7.558812,-1.614014,2.268028,-2.301727,4.513354,-3.12677,-7.929382,15.3725,1.748495,-5.881348,-18.23169,23.83399,-1.750061,-0.025177,65.36773,19.31153, ,-0.08172607,1.232392,-9.354919,-4.062653,-0.116333,4.579274,22.84489,23.68957,8.058775,-154.4703,-4.417725,6.080128,-5.206085,0.6000535,9.162599,8.67456, ,1.45827,-7.629517,-79.43738,0.6176792,12.60182,10.44413,63.07029,2.80023,-15.98761,3.165155,-5.022858,1.040129,1.429818,-9.746887,6.013874,26.14212,,,,,,,,,,,,,,,,,
