Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z
124.314,90.63041,119.6648,119.7756,114.3421,167.2292,120.0112,119.9314,125.8701,0,120.9782,120.9761,104.0982,119.741,120.9757,104.0983, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2.507974,-18.0849,-0.0008850098,0.01482764,0.1946084,18.08493,0.0008869514,-0.01412964,-12.46912,0.2035418,0.0008413267,-0.0008544922,0,-0.04852295,-0.0003051758,0.0005078462, ,-0.4538574,-89.66211,-0.3009644,-0.1200256,-9.766083,90.33521,0.3010052,0.1193154,-2.533997,-90,179.7968,-0.0001831055,-0.0002746582,-178.0719,0.0001424579,0.0001451358, ,10.41623,-0.89151,-0.07754517,-0.05050659,0.04181916,0.8906842,-0.07757568,-0.04901123,0.1205967,-90,1.282995,1.885294,-30.64862,1.280523,1.884869,-30.64859
124.314,90.63041,119.6648,119.7756,114.3421,167.2292,120.0112,119.9314,125.8701,0,120.9782,120.9761,104.0982,119.741,120.9757,104.0983, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2.507974,-18.0849,-0.0008850098,0.01482764,0.1946084,18.08493,0.0008869514,-0.01412964,-12.46912,0.2035418,0.0008413267,-0.0008544922,0,-0.04852295,-0.0003051758,0.0005078462, ,-0.4538574,-89.66211,-0.3009644,-0.1200256,-9.766083,90.33521,0.3010052,0.1193154,-2.533997,-90,179.7968,-0.0001831055,-0.0002746582,-178.0719,0.0001424579,0.0001451358, ,10.41623,-0.89151,-0.07754517,-0.05050659,0.04181916,0.8906842,-0.07757568,-0.04901123,0.1205967,-90,1.282995,1.885294,-30.64862,1.280523,1.884869,-30.64859
122.6018,94.43382,93.69785,116.1086,119.0266,167.694,160.1479,118.487,125.3088,3.924482,106.5635,119.449,110.2871,140.4505,124.0887,108.0786, ,1.712189,3.803406,25.96694,3.667076,4.684471,0.4647827,40.13673,1.444397,0.5613327,3.924482,14.41466,1.527054,6.18898,20.70943,3.113075,3.980309, ,5.46185,-18.08463,-4.17099,8.012368,-5.877197,18.08519,14.89375,-8.634308,-11.63101,0.5229573,0.007257614,5.967721,4.358612,0.8714007,-5.409454,-2.954834, ,-0.3224182,-89.68045,-80.50873,0.09168257,-8.792236,90.35353,76.28345,-0.3843994,-2.580627,-93.76138,-179.9864,1.567484,0.9583463,-176.3477,-1.475616,1.336362, ,10.39616,3.010407,2.919796,1.272864,1.221131,-2.999847,-18.32373,-10.65445,0.08358055,-88.95001,-25.64685,3.77668,-14.52988,33.71289,3.126398,-27.17932
122.829,93.84843,92.93626,115.935,118.8442,167.6199,160.5473,118.7644,125.2339,3.600752,108.5482,133.89,102.7529,134.276,137.68,103.3022, ,0.2271729,0.5853882,0.7615891,0.1735535,0.182457,0.07403564,0.3993225,0.2774811,0.07480621,0.32373,1.984634,14.44105,7.534286,6.174423,13.59123,4.77636, ,5.067221,-18.08478,-4.6745,7.978528,-5.670807,18.08504,14.65223,-8.61969,-11.5206,1.742655,2.092534,4.619143,1.125942,-0.458313,-4.925934,-0.6186218, ,-0.3399353,-89.67514,-80.40729,0.1386303,-8.850555,90.34824,76.64816,-0.3968506,-2.588623,-93.0607,178.0842,1.737946,-0.1324768,-179.3385,-1.749817,0.598695, ,10.39847,2.409855,2.078873,0.8779581,1.172248,-2.402618,-17.46674,-10.1409,0.07886039,-88.94193,-26.62561,26.53909,-32.37091,24.0243,25.02464,-34.20892
123.0918,93.16281,91.87862,115.5997,118.445,167.5345,161.0531,119.1448,125.1319,3.161811,111.0247,135.3775,100.9666,123.7197,152.3047,100.8488, ,0.2628098,0.6856155,1.05764,0.33535,0.399147,0.08546448,0.5058746,0.3803329,0.1020432,0.4389405,2.476532,1.487427,1.786285,10.55637,14.62473,2.453484, ,4.611712,-18.08487,-5.462524,8.057286,-5.193237,18.08495,14.26293,-8.590698,-11.37146,1.721795,1.926134,4.313096,0.6456749,-0.9987488,-3.972137,0.6202534, ,-0.3601685,-89.67026,-80.3248,0.2045803,-8.955078,90.34335,77.05294,-0.4102783,-2.601379,-92.54526,177.9438,1.550093,-0.5631409,179.2075,-1.386261,0.7813461, ,10.40125,1.706498,0.9001696,0.2808929,1.066921,-1.702271,-16.2276,-9.434937,0.07264061,-88.9404,-21.47574,28.69898,-36.29462,6.414503,47.23583,-39.40155
123.1991,92.89374,91.42941,115.4681,118.3046,167.5013,161.2682,119.3093,125.0868,2.979018,112.0021,135.2388,100.5062,121.1249,155.4391,100.7653, ,0.1072617,0.2690735,0.4492188,0.1315384,0.1404572,0.03318787,0.2150269,0.164566,0.0450592,0.1827931,0.9773865,0.1386566,0.4603958,2.594788,3.134399,0.08347321, ,4.426123,-18.0849,-5.78949,8.064243,-5.026642,18.08492,14.07953,-8.586945,-11.30615,1.697637,1.838558,4.2698,0.5373319,-1.136932,-3.799652,0.7826452, ,-0.3684082,-89.66867,-80.29437,0.2298703,-8.99469,90.34176,77.20972,-0.4152832,-2.607697,-92.33194,177.8847,1.507619,-0.6454163,178.9454,-1.289642,0.8308212, ,10.40243,1.430478,0.3986671,0.02197384,1.030508,-1.427246,-15.70505,-9.140076,0.06996349,-88.94,-19.48471,28.46001,-37.36841,1.846162,51.86706,-39.56174
123.3151,92.60562,90.93633,115.3216,118.1623,167.4659,161.5088,119.5003,125.037,2.780314,113.0179,135.0126,100.0805,118.7111,158.2267,100.8381, ,0.1160049,0.2881165,0.4930725,0.1464767,0.1422424,0.03538513,0.2406616,0.1909485,0.04986572,0.1987038,1.015778,0.2261963,0.4256821,2.413788,2.787552,0.07283783, ,4.225595,-18.0849,-6.143158,8.06099,-4.859375,18.0849,13.8728,-8.587128,-11.23413,1.662665,1.747579,4.227173,0.4309268,-1.27182,-3.653595,0.8947064, ,-0.3773499,-89.66711,-80.25415,0.2572832,-9.036163,90.3402,77.38215,-0.4197998,-2.614929,-92.09851,177.8256,1.466833,-0.7104492,178.728,-1.207489,0.8738919, ,10.40374,1.134903,-0.153656,-0.2774658,0.9933073,-1.132629,-15.13248,-8.804596,0.06701288,-88.93945,-17.44287,28.08239,-38.40042,-2.513214,55.96331,-39.35004
123.4453,92.28606,90.36644,115.1384,117.9768,167.427,161.793,119.7026,124.9563,2.566884,114.1703,134.4772,99.67819,116.4199,160.6069,101.1109, ,0.1301804,0.3195572,0.5698929,0.183197,0.185524,0.03892517,0.2841644,0.2022705,0.08068848,0.2134302,1.152397,0.5354614,0.4023056,2.291138,2.380295,0.2727432, ,4.000885,-18.08493,-6.559326,8.083705,-4.635559,18.0849,13.61098,-8.568054,-11.11664,1.630842,1.637705,4.236863,0.3815452,-1.434387,-3.550629,0.9607366, ,-0.3873596,-89.66571,-80.21106,0.2859825,-9.085693,90.33881,77.56977,-0.4292908,-2.625885,-91.83453,177.7644,1.45426,-0.7562561,178.5459,-1.138336,0.9129221, ,10.40526,0.8070964,-0.7948608,-0.6204224,0.9453645,-0.8056946,-14.46692,-8.425446,0.06229493,-88.94019,-15.14639,27.25144,-39.36826,-6.733459,59.42974,-38.65527
123.5866,91.94149,89.73833,114.9183,117.761,167.3852,162.1141,119.9278,124.8548,2.348731,115.4405,133.7395,99.28609,114.1949,162.7684,101.5183, ,0.141304,0.344574,0.6281128,0.2201843,0.2158356,0.04174805,0.3210907,0.2252045,0.1015244,0.2181532,1.270264,0.7376099,0.3921051,2.225021,2.161438,0.4074631, ,3.757229,-18.08493,-7.020447,8.123289,-4.372467,18.0849,13.31086,-8.536316,-10.96844,1.60047,1.515627,4.28003,0.367432,-1.619873,-3.473267,0.9982888, ,-0.3981934,-89.6644,-80.1535,0.3155575,-9.141174,90.33749,77.77505,-0.4401855,-2.639343,-91.54691,177.6987,1.458427,-0.7906189,178.3881,-1.077179,0.9494916, ,10.40691,0.4535927,-1.506317,-1.016785,0.8895538,-0.4530029,-13.73001,-7.993439,0.05634303,-88.94165,-12.65164,26.12059,-40.31152,-10.93463,62.55516,-37.64413
123.744,91.57736,89.02379,114.6724,117.5271,167.3415,162.4816,120.1881,124.7376,2.116648,116.8583,132.6139,98.94199,112.7264,163.25,101.5996, ,0.1574326,0.3641281,0.7145386,0.2458267,0.2338791,0.04373169,0.367569,0.260376,0.1171265,0.2320826,1.417763,1.125687,0.344101,1.468513,0.4816132,0.08130646, ,3.486177,-18.08493,-7.546753,8.158377,-4.083588,18.0849,12.95264,-8.511505,-10.79959,1.548577,1.365845,4.364226,0.3967473,-1.744873,-3.417847,1.057003, ,-0.4102783,-89.66342,-80.08691,0.3447294,-9.19986,90.3365,77.99427,-0.4501953,-2.657562,-91.23099,177.6165,1.481317,-0.8293762,178.3441,-1.028656,1.018996, ,10.40883,0.08003185,-2.320068,-1.466522,0.8304176,-0.08007813,-12.8999,-7.509979,0.04985055,-88.94275,-9.909058,24.39321,-41.08997,-13.71991,63.27929,-37.522
