Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,,,,,,,,,,RightForeArm_x,RightForeArm_y,RightForeArm_z,RightForeArm_Q
4.111712,9.844617,75.06588,22.55541,18.60611,9.48082,85.82348,14.37958,20.29724,144.722,25.56855,22.80896,21.19884,18.23877,14.73363,12.6072, ,0.1942186,0.02766323,0.04912567,1.00527,0.2502785,0.093606,0.09693146,0.012393,0.8061428,0.1521454,0.0983429,1.724308,0.9905987,0.4151058,1.308393,0.1538372, ,3.394278,-2.507294,-13.94809,6.433034,2.825929,-4.332794,15.70834,14.32038,10.00013,-8.68692,25.40755,22.61505,-2.450592,-17.44525,13.39467,9.973585, ,1.545179,-1.246765,-20.798,-20.65802,-2.8237,0.1581845,-0.5731506,-0.7697144,3.326776,-144.6059,-1.015259,-2.959564,-19.18002,-5.371857,5.968885,-4.581573, ,-1.687164,-9.411713,-68.83435,5.378492,18.10642,8.42742,84.56911,0.9638118,-17.08337,-0.1467285,2.485361,-1.310791,-8.330383,1.426244,-0.9422607,5.829822,,,,,,,,,,,6.433034,-20.65802,5.378492,22.55541
4.240314,9.831395,75.14156,21.53112,18.37804,9.504675,85.70865,14.17789,20.40105,144.7413,25.76336,24.7355,23.00252,17.87657,16.17607,12.96427, ,0.1286011,0.01322174,0.07567596,1.024282,0.2280636,0.02385521,0.11483,0.2016897,0.103817,0.01930237,0.194809,1.926544,1.80368,0.3621998,1.442439,0.3570747, ,3.433603,-2.631195,-13.0882,5.866836,3.120714,-4.488556,15.54968,14.13645,9.943974,-8.804382,25.41932,24.47294,0.9540616,-16.74686,14.2646,10.09678, ,1.687095,-1.325348,-20.41653,-19.80637,-2.699371,0.1163094,0.03650478,-0.3664551,3.448096,-144.6051,0.5965139,-3.558319,-20.54248,-6.228241,7.507351,-5.084839, ,-1.77948,-9.350311,-69.35172,5.194104,17.83945,8.374816,84.56142,0.9789966,-17.20462,-0.3664856,4.325567,-1.799683,-10.53671,2.120794,-0.7964783,5.927989,,,,,,,,,,,5.866836,-19.80637,5.194104,21.53112
4.566039,9.791941,75.63551,19.77213,18.10912,9.534308,85.4063,13.8111,20.55804,144.7581,25.16141,29.78672,30.12253,17.00225,18.1802,11.68992, ,0.3257256,0.03945446,0.4939575,1.758993,0.2689266,0.02963352,0.3023453,0.3667908,0.156992,0.01673889,0.6019497,5.051222,7.120012,0.8743172,2.004128,1.274352, ,3.652696,-2.863068,-11.22046,5.178566,3.57234,-4.781006,15.04356,13.76851,9.803921,-8.744141,24.00079,29.65303,9.02929,-15.73282,16.15677,8.01647, ,1.882051,-1.489075,-19.41827,-18.22791,-2.317383,0.2181113,1.260165,0.6148917,3.650899,-144.5797,3.623059,-2.884338,-25.8569,-6.241638,8.316203,-7.120148, ,-1.932587,-9.209015,-70.81738,4.919882,17.53337,8.23942,84.48191,0.9734545,-17.4122,-0.9280396,7.50751,-1.391541,-14.96207,2.763013,-0.295105,4.20039,,,,,,,,,,,5.178566,-18.22791,4.919882,19.77213
4.636649,9.830439,76.05577,18.36388,17.9995,9.665643,84.84159,13.46188,20.64452,144.7564,22.82953,36.78831,31.009,15.73972,19.16792,10.90381, ,0.07060957,0.03849792,0.4202576,1.408251,0.1096115,0.1313343,0.5647125,0.3492184,0.08647919,0.001617432,2.331871,7.001589,0.8864727,1.262536,0.9877262,0.7861128, ,3.678985,-3.024323,-9.321747,5.267766,3.810444,-4.959473,14.266,13.31199,9.559915,-8.240509,20.84687,36.74001,12.09706,-14.53976,17.04529,6.300766, ,1.889896,-1.549713,-18.3223,-16.87531,-1.707581,0.4357302,2.529329,1.881223,3.843433,-144.5461,5.049016,-1.99939,-26.25745,-5.014191,8.745183,-8.486542, ,-2.036865,-9.185028,-72.1441,4.289409,17.45569,8.268649,84.14483,0.9546952,-17.59598,-1.562836,8.86503,-0.3165588,-14.62613,4.076032,-0.326416,2.268142,,,,,,,,,,,5.267766,-16.87531,4.289409,18.36388
4.206764,9.964171,76.30101,16.59754,17.66093,10.04002,83.95337,13.17903,20.83471,144.7432,18.90556,43.63552,27.91747,14.9773,20.12592,12.52907, ,0.4298849,0.1337328,0.2452393,1.766344,0.3385754,0.3743725,0.8882217,0.2828512,0.1901836,0.01327515,3.923971,6.847214,3.091534,0.762413,0.9579983,1.625264, ,3.31247,-3.121552,-7.989532,5.370057,4.24309,-5.133148,13.18645,12.75927,9.083769,-7.388123,16.69813,43.51583,15.16042,-13.76532,17.19687,4.125267, ,1.62048,-1.543488,-17.8053,-15.17813,-1.21228,0.4372603,4.094397,3.27203,4.106814,-144.5181,4.399516,-3.53952,-21.12497,-3.861908,10.5633,-11.71359, ,-1.978516,-9.29538,-72.89194,3.413693,17.06013,8.600887,83.49379,0.966718,-17.99561,-2.207458,8.407768,-0.755249,-13.60428,4.973636,0.539403,1.308958,,,,,,,,,,,5.370057,-15.17813,3.413693,16.59754
3.851392,10.02439,76.50352,15.45593,17.38213,10.26328,83.38791,13.14124,20.97731,144.6191,17.10131,46.74292,25.76523,14.60818,20.12569,12.74529, ,0.3553715,0.06022072,0.202507,1.141603,0.2787991,0.2232628,0.5654602,0.03778934,0.1426029,0.1240692,1.804258,3.107391,2.152241,0.3691187,0.000234604,0.2162189, ,3.011315,-3.152985,-7.565857,5.108681,4.684123,-5.215729,12.51847,12.53427,8.729781,-6.992798,14.75063,46.39582,15.99391,-13.36676,17.21482,3.195462, ,1.453537,-1.529633,-17.78082,-14.12994,-1.088074,0.4249243,4.976664,3.933294,4.265886,-144.3859,3.873593,-6.473572,-17.41492,-3.397919,10.55758,-12.27557, ,-1.873901,-9.35141,-73.21283,3.073559,16.66424,8.812763,83.03802,1.034902,-18.29181,-2.552704,8.283617,-2.909058,-13.15796,5.246844,0.8148912,0.9619183,,,,,,,,,,,5.108681,-14.12994,3.073559,15.45593
3.468536,10.03221,76.82461,14.21338,17.11485,10.49846,82.73477,13.17695,21.15122,144.4071,15.59524,49.40252,22.51055,14.29497,19.75995,12.08618, ,0.3828564,0.007814407,0.3210907,1.242551,0.2672787,0.2351818,0.6531372,0.03570652,0.1739082,0.2119751,1.506061,2.659599,3.254673,0.3132181,0.365736,0.6591072, ,2.699783,-3.156036,-7.24115,4.620718,5.261114,-5.258911,11.75618,12.36449,8.333071,-6.619202,12.99392,48.70555,15.39503,-12.91565,17.29879,2.228805, ,1.28809,-1.465729,-17.85266,-13.02542,-1.015594,0.4726208,5.882586,4.545515,4.417734,-144.1647,3.65033,-9.5448,-13.62158,-3.285553,9.663458,-11.83258, ,-1.725952,-9.370575,-73.6048,2.853401,16.21384,9.055584,82.47869,1.135564,-18.63501,-2.921753,8.261872,-4.9729,-11.31683,5.572307,0.6414607,0.8529025,,,,,,,,,,,4.620718,-13.02542,2.853401,14.21338
2.773267,9.852814,77.56419,11.87062,16.74575,10.68054,81.55199,13.2953,21.53083,143.8951,13.39353,52.97947,18.70295,13.61734,18.76011,9.304969, ,0.6952691,0.1793928,0.7395782,2.342759,0.3690987,0.1820803,1.182777,0.11835,0.379612,0.5119934,2.201714,3.576954,3.807604,0.6776257,0.9998379,2.781214, ,2.251039,-3.109467,-6.578888,3.487344,6.361031,-5.08017,9.901974,12.07092,7.640769,-5.973572,10.31981,51.70462,13.81831,-11.68466,17.34723,0.3344711, ,0.9300553,-1.206512,-17.83203,-10.99799,-0.8364868,0.7375957,7.85773,5.573609,4.642015,-143.6393,3.964916,-13.68277,-10.65845,-4.02652,7.134937,-9.262909, ,-1.308472,-9.239777,-74.53247,2.487464,15.42969,9.336509,81.421,1.266225,-19.29996,-3.579041,7.942151,-7.126465,-8.211639,6.160509,-0.2103882,0.7929248,,,,,,,,,,,3.487344,-10.99799,2.487464,11.87062
2.437693,9.400809,78.28479,10.20991,16.64672,10.63782,80.55236,13.1942,21.85247,143.6024,11.48238,55.26445,17.19842,12.82094,18.09965,7.845025, ,0.3355739,0.4520044,0.7206039,1.660708,0.09902763,0.04272366,0.9996338,0.1010981,0.3216419,0.2927704,1.91115,2.284977,1.504532,0.7964001,0.6604633,1.459944, ,2.228802,-2.979614,-5.68692,2.81594,6.820391,-4.70639,7.800451,11.58373,7.465918,-5.432068,7.550871,53.93566,10.45673,-10.18503,16.94948,-1.306885, ,0.5858313,-0.8337402,-17.15332,-9.543213,-0.3641663,1.122507,10.0929,6.335969,4.686836,-143.3606,4.639262,-14.5231,-12.15195,-4.98996,6.218756,-7.70517, ,-0.7845154,-8.856506,-75.64557,2.072806,15.16836,9.430657,80.39964,1.200046,-19.71252,-3.771729,7.623368,-6.535675,-7.494659,6.45524,-0.745575,0.7801677,,,,,,,,,,,2.81594,-9.543213,2.072806,10.20991
2.730314,8.821287,79.03407,9.247192,16.83091,10.51577,79.64792,13.02391,22.03292,143.7397,9.046146,56.86703,18.41295,11.48388,17.50438,8.503572, ,0.2926214,0.5795221,0.7492752,0.9627218,0.1841812,0.1220512,0.9044418,0.1702938,0.1804466,0.1373138,2.436234,1.602581,1.214537,1.337059,0.5952721,0.6585469, ,2.705745,-2.727783,-4.620422,2.69105,6.978602,-4.266327,5.548118,11.0443,7.810473,-5.006317,4.425605,55.91095,7.715349,-8.487915,15.93098,-2.528076, ,0.2508287,-0.5280151,-15.72263,-8.635559,0.3092357,1.532984,12.2095,6.941515,4.658425,-143.538,5.271587,-12.18384,-15.51651,-5.217896,7.196111,-8.110321, ,-0.2617798,-8.360535,-76.95483,1.735656,15.34122,9.434068,79.29302,0.9169729,-19.77484,-3.411102,6.082109,-3.197876,-7.418243,6.122572,-0.4697876,0.6108286,,,,,,,,,,,2.69105,-8.635559,1.735656,9.247192
3.115925,8.474595,79.4636,8.978335,17.00193,10.43556,79.23707,13.02885,22.10312,143.9624,7.702855,57.28429,19.03579,10.63745,17.14118,8.928106, ,0.3856103,0.3466921,0.4295349,0.268857,0.1710243,0.08020496,0.4108505,0.004939079,0.07019615,0.2227783,1.343291,0.4172592,0.6228333,0.8464336,0.3632011,0.4245348, ,3.114466,-2.609558,-3.988312,2.781285,7.082607,-4.038849,4.386292,10.84472,8.054658,-4.812469,2.800079,56.5091,6.558172,-7.643738,15.36456,-3.095062, ,0.09635586,-0.3706055,-14.83496,-8.346191,0.6191649,1.761287,13.09517,7.264567,4.65277,-143.7867,5.228046,-10.57681,-16.74167,-4.995697,7.557641,-8.370758, ,-0.007995605,-8.046631,-77.68958,1.607753,15.49241,9.400208,78.72572,0.7461297,-19.74835,-3.078552,5.04772,-1.611816,-7.340576,5.809757,-0.4024048,0.5882514,,,,,,,,,,,2.781285,-8.346191,1.607753,8.978335
3.598577,8.131261,79.85079,8.825638,17.1628,10.39651,78.78357,13.16325,22.16901,144.2647,6.406159,57.51263,18.99845,9.722067,16.61177,9.076064, ,0.4826524,0.3433342,0.3871918,0.1526976,0.1608677,0.03905296,0.4534988,0.1344042,0.06589127,0.3022919,1.296696,0.2283401,0.03733635,0.9153814,0.5294056,0.1479578, ,3.590614,-2.456818,-3.332916,2.977988,7.211136,-3.810547,3.182761,10.76699,8.268258,-4.62262,1.139639,56.876,5.397266,-6.800354,14.80489,-3.653778, ,-0.04211426,-0.2126465,-13.897,-8.132874,0.8474116,2.015972,13.79819,7.616662,4.687181,-144.1153,4.845683,-9.381927,-17.15259,-4.618286,7.475103,-8.307098, ,0.2377065,-7.744324,-78.3678,1.504376,15.61527,9.396094,78.09135,0.59243,-19.71616,-2.702545,4.082232,-0.9266663,-7.04303,5.479623,-0.4956055,0.5992774,,,,,,,,,,,2.977988,-8.132874,1.504376,8.825638
4.631581,7.428404,80.59963,8.817644,17.31347,10.40653,77.7014,13.90808,22.25878,144.998,4.839882,57.4757,16.86829,7.859887,15.13719,8.555556, ,1.033004,0.702857,0.7488403,0.007993698,0.1506729,0.01002216,1.082169,0.7448244,0.08977318,0.7333069,1.566277,0.03692627,2.130157,1.86218,1.474586,0.5205078, ,4.577375,-2.243042,-1.86792,3.663361,7.480827,-3.371063,0.7068772,11.01405,8.410369,-4.213379,-2.457764,57.06012,3.125993,-5.128723,13.7228,-4.823547, ,-0.2877197,0.163987,-12.013,-7.872314,0.9743403,2.528923,14.72365,8.536376,4.917191,-144.8955,3.449165,-7.812592,-15.77805,-3.749268,6.222487,-7.066437, ,0.6349177,-7.083435,-79.63629,1.311953,15.65865,9.443252,76.59984,0.4273829,-19.6803,-1.977142,2.270528,-1.25174,-5.556,4.802375,-0.9419861,0.6368099,,,,,,,,,,,3.663361,-7.872314,1.311953,8.817644
5.515656,6.903239,81.0719,9.090729,17.34847,10.49293,76.52161,15.05482,22.27144,145.7618,6.521855,56.64304,14.1442,6.068312,13.6969,8.400784, ,0.8840752,0.5251651,0.4722672,0.2730846,0.03499794,0.08640385,1.179794,1.146747,0.01266479,0.7637482,1.681973,0.8326569,2.72409,1.791575,1.440284,0.1547728, ,5.419799,-2.038483,-0.249115,4.396298,7.807838,-2.982086,-1.798218,11.52786,8.179741,-3.827026,-6.27301,56.46857,1.042078,-3.462219,12.5603,-5.864838, ,-0.4846497,0.4900293,-10.21786,-7.840698,0.7952806,3.006411,15.35654,9.729313,5.310555,-145.6898,1.553163,-5.140015,-13.60141,-3.013153,5.294868,-6.02124, ,0.879969,-6.586334,-80.51337,1.099427,15.53831,9.52489,74.93686,0.3659317,-19.67172,-1.477234,0.7995209,-1.115967,-3.874176,4.063156,-0.9237976,0.5308667,,,,,,,,,,,4.396298,-7.840698,1.099427,9.090729
6.140403,6.532653,81.36094,9.502036,17.40219,10.6867,75.22028,16.33333,22.24314,147.3849,10.46885,55.02204,12.78578,4.008753,12.5816,8.988279, ,0.6247473,0.3705859,0.2890396,0.4113073,0.05372047,0.1937695,1.301323,1.278507,0.02830887,1.623138,3.946999,1.621002,1.358425,2.059559,1.1153,0.5874958, ,6.021116,-1.817596,1.481704,4.973547,8.114264,-2.627563,-4.299103,11.99216,7.76569,-3.186859,-10.44925,55.01194,-0.227478,-2.185303,11.43167,-6.809052, ,-0.644104,0.7666635,-8.626251,-8.015656,0.5147027,3.42767,16.07705,11.14279,5.732104,-147.3488,0.4135941,-0.4020996,-12.48956,-1.3685,5.194051,-5.881317, ,0.9854121,-6.240356,-81.08218,0.8627892,15.43558,9.699244,73.01871,0.3792822,-19.67923,-0.8031921,-0.5295105,0.8338981,-2.707428,3.096031,-0.4795227,0.3428038,,,,,,,,,,,4.973547,-8.015656,0.8627892,9.502036
6.360647,6.457417,81.42864,9.691956,17.416,10.73792,74.60233,16.97493,22.23779,147.8173,12.45002,53.98768,12.57194,3.301573,12.15766,9.314312, ,0.2202439,0.07523537,0.06770325,0.1899195,0.0138092,0.05121994,0.6179581,0.6415958,0.005348206,0.4324036,1.981163,1.034363,0.2138414,0.7071798,0.4239397,0.3260326, ,6.241161,-1.6586,2.305017,5.201575,8.242283,-2.491333,-5.512817,12.16417,7.532419,-3.022369,-12.4072,53.95166,-0.6936035,-1.445313,10.9919,-7.316803, ,-0.7116089,0.8886347,-7.915619,-8.11145,0.3809532,3.592882,16.5378,11.89795,5.936363,-147.7873,-0.5550842,2.14741,-12.33078,-0.9480896,5.170309,-5.778381, ,0.9623597,-6.190369,-81.24231,0.7564004,15.37822,9.732193,72.03003,0.3977153,-19.70087,-0.6796875,-0.8139954,1.980714,-2.28183,2.825275,-0.2681274,0.2570786,,,,,,,,,,,5.201575,-8.11145,0.7564004,9.691956
6.536368,6.310961,81.56673,9.819432,17.42182,10.83595,73.98969,17.61763,22.25248,148.2433,14.34795,52.68135,12.44063,2.808048,11.79156,9.702784, ,0.1757212,0.1464562,0.1380844,0.1274767,0.005817413,0.09802532,0.6126328,0.6427021,0.01469231,0.4259949,1.897935,1.306332,0.1313095,0.493525,0.3661041,0.3884716, ,6.412692,-1.548615,3.144251,5.347962,8.343044,-2.35614,-6.713684,12.29582,7.281788,-2.876556,-14.22473,52.55264,-1.192078,-0.7252197,10.64952,-7.851257, ,-0.7604065,1.015447,-7.297394,-8.179901,0.2581125,3.720763,17.08275,12.67981,6.129384,-148.2174,-1.597015,4.337031,-12.20987,-0.5797119,5.056119,-5.714813, ,0.9719413,-6.04718,-81.44705,0.6697006,15.32447,9.827026,70.99306,0.4184351,-19.75198,-0.6070862,-0.815033,2.741263,-1.94754,2.653796,-0.1295471,0.1715924,,,,,,,,,,,5.347962,-8.179901,0.6697006,9.819432
6.735455,6.147541,81.8457,9.79986,17.41753,10.90876,72.90794,18.89886,22.26805,149.0657,17.65523,49.29831,12.41943,2.547908,11.34328,10.4803, ,0.1990867,0.1634202,0.2789688,0.01957226,0.004283905,0.07281685,1.081757,1.281237,0.01556969,0.8223572,3.30728,3.383034,0.02119827,0.2601404,0.4482813,0.7775183, ,6.611215,-1.372803,4.690381,5.439951,8.48397,-2.077393,-9.142548,12.47178,6.722303,-2.668854,-17.27051,48.84757,-2.246124,0.6628188,10.17096,-8.911346, ,-0.8446045,1.229017,-6.244446,-8.108185,0.08994645,3.914632,18.32631,14.26961,6.466092,-149.0419,-3.674316,7.704188,-12.06445,-0.05267334,5.043247,-5.516479, ,0.926161,-5.880035,-81.79407,0.5640103,15.23196,9.899836,68.89865,0.448403,-19.86743,-0.6322632,-0.03314209,3.320817,-1.695496,2.459386,0.213411,-0.05996704,,,,,,,,,,,5.439951,-8.108185,0.5640103,9.79986
6.721954,6.017776,82.19258,9.396308,17.45115,10.89503,72.02576,16.88538,26.18132,149.8486,20.28568,45.01805,12.24206,3.03318,11.25384,11.472, ,0.01350069,0.129765,0.3468857,0.4035521,0.03362083,0.01373291,0.8821793,2.013489,3.913267,0.7829285,2.630449,4.280262,0.177372,0.4852724,0.08943748,0.9916964, ,6.612085,-1.197998,5.887879,5.305088,8.615931,-1.870422,-11.50327,11.69105,7.523381,-2.639587,-19.7579,44.18776,-2.869293,2.051002,10.15334,-10.19797, ,-0.8556213,1.431953,-5.326477,-7.722565,0.1120755,4.066784,19.59803,12.22954,10.01971,-149.8222,-4.670898,9.663923,-11.733,0.5226985,4.870846,-5.22879, ,0.8091224,-5.736115,-82.15073,0.4672517,15.19832,9.869451,66.85224,2.240775,-22.38647,-0.7635498,0.3778436,3.902308,-1.730835,2.182139,0.7216286,-0.2808838,,,,,,,,,,,5.305088,-7.722565,0.4672517,9.396308
6.562076,5.941167,82.48634,8.735162,17.55951,10.85878,71.40909,21.6147,22.11672,150.6395,22.04307,39.68273,11.77739,4.36728,11.31123,12.79865, ,0.1598783,0.07660866,0.2937622,0.6611462,0.1083527,0.03624916,0.6166687,4.729322,4.064594,0.790863,1.757387,5.335323,0.4646692,1.3341,0.05739307,1.326656, ,6.470664,-0.9691467,6.719371,5.09384,8.74715,-1.674347,-13.91263,12.72851,5.792982,-2.815826,-21.54153,38.60148,-2.58551,3.444116,10.51329,-11.703, ,-0.8173523,1.565027,-4.386719,-7.077454,0.3292199,4.189906,20.71615,17.53062,6.921129,-150.6081,-4.783569,10.01048,-11.25977,1.916512,4.111074,-5.132782, ,0.6798475,-5.662384,-82.42279,0.3162529,15.26224,9.818487,64.95828,0.2391235,-19.86566,-0.8718262,0.6512576,3.845251,-2.05658,1.940139,1.21909,-0.4077759,,,,,,,,,,,5.09384,-7.077454,0.3162529,8.735162
6.463115,5.894061,82.64822,8.343614,17.61375,10.84448,71.18027,22.34167,22.0545,151.0225,22.46694,36.53042,11.68153,5.466748,11.38054,13.59064, ,0.09896135,0.04710627,0.1618729,0.3915482,0.05424118,0.01430225,0.2288208,0.7269764,0.06222534,0.3830414,0.4238758,3.152309,0.09585571,1.099468,0.06930351,0.7919865, ,6.385309,-0.8670044,7.03404,5.008069,8.819335,-1.574554,-15.12146,12.83558,5.623937,-3.0177,-22.0365,35.42169,-2.011292,4.196562,10.80122,-12.46774, ,-0.7547607,1.647295,-3.910736,-6.662292,0.474566,4.278903,21.19124,18.34495,6.977293,-150.9873,-4.488007,9.575794,-11.18759,2.951416,3.465316,-5.355957, ,0.6165063,-5.605164,-82.56644,0.2214733,15.29115,9.783422,64.06813,0.1850761,-19.83304,-0.9122314,1.012854,3.368809,-2.509857,2.001014,1.321658,-0.4324036,,,,,,,,,,,5.008069,-6.662292,0.2214733,8.343614
6.367046,5.864761,82.79086,7.915401,17.66907,10.84911,70.98399,23.09977,21.9634,151.3905,22.55418,33.1138,11.8162,6.813256,11.43654,14.22398, ,0.09606886,0.02929974,0.1426468,0.4282131,0.05532074,0.00462532,0.1962738,0.7580948,0.09109879,0.3679657,0.08724022,3.416622,0.1346703,1.346508,0.05600643,0.6333361, ,6.303885,-0.7485657,7.261611,4.921531,8.899466,-1.4935,-16.29382,12.98282,5.420334,-3.322968,-22.241,32.05616,-1.298584,5.032773,11.06386,-12.98077, ,-0.664978,1.727326,-3.435364,-6.194855,0.6252367,4.394732,21.62672,19.16261,7.023951,-151.3493,-3.814514,8.775689,-11.28601,4.125973,2.69404,-5.713654, ,0.5638897,-5.565918,-82.68866,0.1221765,15.3156,9.7517,63.20702,0.138961,-19.78256,-0.960083,1.218655,2.896837,-3.130463,2.21024,1.367127,-0.6709595,,,,,,,,,,,4.921531,-6.194855,0.1221765,7.915401
6.212668,5.845906,83.03865,6.928491,17.75518,10.90618,70.6213,24.66186,21.72795,152.0863,21.97383,25.68419,12.61833,9.639015,11.72488,15.24405, ,0.1543779,0.01885557,0.2477875,0.9869094,0.08611298,0.05707264,0.3626938,1.562086,0.2354507,0.6957855,0.5803547,7.429604,0.8021231,2.825759,0.2883348,1.020075, ,6.176531,-0.5823364,7.620528,4.6502,9.102869,-1.427795,-18.34915,13.32493,4.885525,-4.177521,-21.87903,24.8547,-0.006317139,7.016581,11.61884,-14.01132, ,-0.4138184,1.891727,-2.572998,-5.140289,0.9302641,4.622613,22.55842,20.81151,7.092244,-152.0238,-1.89444,6.638205,-11.86554,6.140359,0.9758623,-5.825043, ,0.5051976,-5.510529,-82.89026,-0.08432007,15.30628,9.7199,61.5111,0.1070808,-19.66727,-1.153046,1.23458,2.282334,-4.300385,2.861903,1.341342,-0.9660034,,,,,,,,,,,4.6502,-5.140289,-0.08432007,6.928491
6.330783,5.979791,83.09667,5.898311,17.80005,10.9563,70.20868,26.22666,21.36381,152.7564,21.07632,18.20055,13.50715,12.39598,12.05929,15.84368, ,0.1181154,0.1338854,0.05802155,1.03018,0.04486656,0.05012512,0.4126205,1.564806,0.3641338,0.6701508,0.8975086,7.483644,0.8888206,2.756966,0.3344154,0.5996294, ,6.304584,-0.4831848,7.919446,4.29574,9.269163,-1.504486,-19.85699,13.59175,4.225794,-5.11026,-21.02386,17.59333,0.7312832,9.307022,11.9412,-14.89374, ,-0.1907349,1.913232,-1.83606,-4.042328,1.252269,4.724641,23.60707,22.49247,7.197377,-152.659,-0.5584106,4.632294,-12.48645,7.743993,-0.73703,-5.270111, ,0.5339622,-5.653168,-82.89728,-0.317688,15.26337,9.71137,59.83812,0.08133535,-19.41998,-1.509094,1.49401,1.699547,-5.189728,3.39328,1.442199,-0.7486572,,,,,,,,,,,4.29574,-4.042328,-0.317688,5.898311
6.734757,6.131598,82.98627,4.870842,17.66475,11.01851,69.80894,27.63221,21.01289,153.4158,20.52989,11.95586,13.51899,14.69437,12.45524,16.44775, ,0.4039741,0.1518068,0.110405,1.027469,0.135294,0.06221104,0.3997345,1.40555,0.3509254,0.6593475,0.5464287,6.244693,0.01184273,2.298392,0.3959503,0.6040726, ,6.696244,-0.3427124,8.114648,3.911765,9.316253,-1.645477,-20.79327,13.49694,3.677912,-5.717163,-20.51016,11.21205,0.003913005,11.44914,12.26435,-15.73819, ,-0.02996826,1.838073,-1.431702,-2.868195,1.541746,4.762369,24.61057,24.1654,7.250789,-153.2803,-0.3712463,3.45774,-12.13058,8.768994,-1.264313,-4.781067, ,0.7178277,-5.845367,-82.75168,-0.555542,15.07226,9.734027,58.39883,-0.02047729,-19.16135,-1.957977,0.8953938,2.674224,-5.979218,3.884503,1.641368,-0.08804321,,,,,,,,,,,3.911765,-2.868195,-0.555542,4.870842
7.009963,6.274375,82.87832,4.376592,17.52152,11.04388,69.63837,28.28226,20.89141,153.7685,20.56803,9.725774,13.434,15.38997,12.70399,16.72092, ,0.2752056,0.1427774,0.1079483,0.4942503,0.1432343,0.02536869,0.170578,0.6500511,0.1214828,0.3527374,0.03814125,2.230082,0.08498955,0.6955919,0.2487497,0.2731667, ,6.964031,-0.3156738,8.192775,3.700468,9.348621,-1.807495,-21.02835,13.34453,3.426243,-5.786224,-20.56189,8.474787,0.1372522,12.30971,12.55141,-16.08362, ,0.05606889,1.82635,-1.34787,-2.266418,1.666104,4.819621,25.00338,24.9795,7.263413,-153.6209,-0.5144348,3.099481,-11.8038,8.790765,-0.8000793,-4.621368, ,0.8034853,-5.999603,-82.63287,-0.6499023,14.87921,9.698637,57.87078,-0.1125793,-19.08609,-2.152618,0.07402436,3.871163,-6.438385,3.998324,1.71136,0.3152187,,,,,,,,,,,3.700468,-2.266418,-0.6499023,4.376592
7.328517,6.415443,82.79202,3.893641,17.35123,11.14113,69.408,28.9108,20.83282,154.1429,20.79429,8.459791,13.30474,15.8946,13.11974,16.91415, ,0.3185544,0.1410675,0.08629608,0.4829502,0.1702881,0.09724236,0.2303696,0.6285381,0.05858803,0.3743591,0.2262535,1.265983,0.1292629,0.5046301,0.4157448,0.1932278, ,7.276332,-0.3138428,8.257767,3.457035,9.389334,-1.934326,-21.11954,13.17362,3.164217,-5.772278,-20.75638,6.071639,0.3380768,13.00874,12.9927,-16.32047, ,0.1099259,1.923293,-1.458252,-1.652283,1.776942,4.815469,25.41299,25.76447,7.287299,-153.9873,-0.6548462,2.911447,-11.42593,8.697149,-0.08050537,-4.502716, ,0.8744966,-6.11792,-82.54794,-0.7446289,14.64647,9.781287,57.33326,-0.2308655,-19.07382,-2.31665,-0.9656677,5.281781,-6.853363,4.015849,1.814834,0.7437552,,,,,,,,,,,3.457035,-1.652283,-0.7446289,3.893641
