Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,,,,,,,,,,RightForeArm_x,RightForeArm_y,RightForeArm_z,RightForeArm_Q
7.981232,6.788037,82.44531,3.164038,17.03683,11.21679,69.11942,30.02414,20.86155,154.845,21.20452,7.977698,13.71871,17.05475,14.47895,16.93735, ,0.6527143,0.3725939,0.3467102,0.7296031,0.3144054,0.07566452,0.2885742,1.113342,0.02872849,0.702179,0.4102306,0.4820933,0.4139719,1.160157,1.359209,0.0232048, ,7.919264,-0.3119812,8.166321,2.987151,9.445656,-1.997253,-21.30865,12.82599,2.5746,-5.865875,-21.10245,2.737063,0.6725227,14.23617,14.34162,-16.40146, ,0.2026609,2.303859,-1.868073,-0.407074,2.055284,4.877618,25.9245,27.1519,7.398995,-154.6775,-1.767212,4.694308,-11.48203,9.034841,0.6801991,-4.079773, ,0.9867438,-6.384247,-82.22791,-0.9716492,14.21681,9.820286,56.61227,-0.4324341,-19.18427,-2.497284,-0.834259,5.956761,-7.558197,4.014709,1.9626,1.88876,,,,,,,,,,,2.987151,-0.407074,-0.9716492,3.164038
8.445333,7.021907,82.06792,3.089941,16.86294,11.2346,68.83659,30.59765,20.957,155.2892,21.61113,9.245498,14.6041,18.13774,16.26617,16.40874, ,0.4641018,0.2338705,0.3773956,0.07409763,0.1738873,0.01780701,0.2828293,0.5735073,0.09545708,0.4441681,0.4066105,1.2678,0.8853931,1.082987,1.787219,0.5286102, ,8.373892,-0.4541931,7.865591,2.743338,9.445367,-2.06781,-21.22324,12.13675,1.931318,-5.923584,-21.4231,1.853298,0.9184578,15.29021,16.13396,-15.83832, ,0.1637772,2.671205,-2.13443,0.6792959,2.421031,4.85293,26.49571,28.07024,7.570897,-155.1248,-2.911774,7.71675,-12.49557,9.559731,0.6385261,-3.049011, ,1.096924,-6.489349,-81.88055,-1.233582,13.97661,9.835505,56.00167,-0.6026611,-19.33389,-2.419373,0.6640689,4.874033,-7.619598,3.74229,2.068644,3.489774,,,,,,,,,,,2.743338,0.6792959,-1.233582,3.089941
8.792286,6.969289,81.83287,3.1877,16.80354,11.28889,68.60744,31.12548,21.04018,155.4542,22.28375,10.04517,14.38837,18.78215,18.5125,15.35703, ,0.3469524,0.05261803,0.2350464,0.09775949,0.05940247,0.05429745,0.2291489,0.5278301,0.08317566,0.1649475,0.6726208,0.7996674,0.2157345,0.6444073,2.246332,1.051715, ,8.70149,-0.5403442,7.469527,2.547061,9.448606,-1.93396,-20.694,11.40489,1.335748,-5.784424,-22.1355,3.472435,0.4970138,16.04495,18.36151,-14.36374, ,0.1083565,2.924865,-2.24408,1.285848,2.781153,4.952523,26.7656,28.90219,7.696716,-155.3126,-2.57608,8.047002,-12.66901,9.760864,0.846812,-1.678253, ,1.265072,-6.317291,-81.67224,-1.393372,13.86353,9.878985,55.86419,-0.9254456,-19.46188,-2.089783,-0.03076172,5.165811,-6.871979,2.987109,2.354509,5.398797,,,,,,,,,,,2.547061,1.285848,-1.393372,3.1877
9.020647,6.857024,81.82855,3.018694,16.79297,11.3495,68.47475,31.33136,21.06239,155.4524,22.70149,10.48703,13.95246,18.94665,19.89152,14.66128, ,0.2283611,0.1122651,0.004318237,0.1690066,0.01056671,0.06060123,0.1326904,0.2058773,0.02220726,0.001785278,0.4177399,0.4418659,0.4359083,0.1645012,1.379019,0.6957521, ,8.920725,-0.5608826,7.329627,2.290448,9.452928,-1.808502,-20.2178,11.06602,1.057851,-5.692108,-22.55551,5.08037,0.1125627,16.30579,19.71523,-13.16367, ,0.09065068,3.005822,-2.351318,1.350026,2.931365,5.043768,26.85316,29.23088,7.770087,-155.3241,-2.478485,7.739646,-12.50629,9.717596,1.167444,-0.930481, ,1.344542,-6.153137,-81.67999,-1.403564,13.82889,9.929517,55.91393,-1.104095,-19.49185,-1.891876,-0.3976746,5.291166,-6.209381,2.511208,2.596824,6.510693,,,,,,,,,,,2.290448,1.350026,-1.403564,3.018694
9.318602,6.737199,81.86417,2.706704,16.77387,11.42626,68.28246,31.32835,21.05816,155.4382,23.07093,11.16011,13.4375,18.9992,21.4976,14.0242, ,0.2979546,0.1198254,0.03561401,0.31199,0.01909637,0.07676029,0.1922913,0.003011703,0.00422287,0.01419067,0.3694382,0.6730757,0.5149555,0.05254745,1.606085,0.6370754, ,9.210308,-0.5635071,7.22805,1.951892,9.406515,-1.658264,-19.62006,10.66174,0.7897817,-5.613281,-22.91791,7.003601,-0.1500854,16.48783,21.28069,-11.6694, ,0.07949278,3.049697,-2.448944,1.269098,3.018677,5.141109,27.1005,29.36,7.881023,-155.3225,-2.464783,7.228283,-12.23431,9.557822,1.617792,-0.1410217, ,1.422565,-5.996704,-81.72501,-1.359283,13.82446,9.998397,55.86317,-1.241211,-19.47314,-1.692902,-0.6442566,5.297944,-5.550385,1.947737,2.923829,7.805043,,,,,,,,,,,1.951892,1.269098,-1.359283,2.706704
9.934477,6.504782,82.04171,2.015108,16.62052,11.60592,67.82064,30.90773,20.89333,155.4406,23.41224,13.8211,11.29896,18.85042,25.5582,13.86649, ,0.6158752,0.2324166,0.1775436,0.691596,0.1533546,0.1796598,0.4618225,0.4206123,0.1648369,0.002380371,0.3413181,2.660991,2.138545,0.148777,4.060602,0.1577072, ,9.817113,-0.607666,7.20522,1.460358,8.994998,-1.209015,-18.30032,10.09966,0.3485777,-5.749573,-23.14905,11.03904,-0.6630249,16.7637,25.17986,-8.041443, ,0.1313864,3.15353,-2.431793,0.7195606,2.954307,5.426166,27.75749,29.10441,8.191752,-155.3448,-3.380707,7.305791,-10.18484,8.687329,2.926845,1.609239, ,1.530012,-5.674286,-81.90399,-1.17868,13.91098,10.13476,55.63016,-1.313354,-19.20883,-1.252167,-0.5219116,4.771962,-4.795044,0.2691523,4.026455,11.07866,,,,,,,,,,,1.460358,0.7195606,-1.17868,2.015108
10.35284,6.662038,81.82764,1.682328,16.19674,11.60517,67.41257,30.54534,20.59816,155.258,22.73734,17.11889,15.03928,18.37847,30.75181,16.51951, ,0.4183664,0.1572556,0.2140656,0.3327792,0.4237766,0.000742912,0.4080734,0.3623924,0.2951679,0.1825867,0.674902,3.297791,3.740319,0.4719467,5.193605,2.653015, ,10.23817,-0.8033447,7.158325,1.382639,8.283234,-0.8762207,-16.66614,10.28752,0.1195197,-6.32724,-22.03967,13.27654,6.178927,16.78289,30.30587,-2.234253, ,0.03750387,2.970895,-2.074036,-0.1850891,2.516137,5.45131,28.14351,28.66919,8.463717,-155.1878,-5.652527,10.48706,-12.03952,6.986968,3.774215,4.721876, ,1.541978,-5.930237,-81.67697,-0.942627,13.88603,10.17007,55.75543,-1.186401,-18.78687,-0.5696411,0.1560114,4.199903,-7.27179,-1.928497,4.854993,15.58551,,,,,,,,,,,1.382639,-0.1850891,-0.942627,1.682328
10.39915,6.688551,81.61494,1.663614,15.67078,11.41816,67.26728,30.29521,20.41863,154.7575,21.79991,18.32433,11.53212,16.5757,37.50475,25.05904, ,0.0463028,0.02651358,0.2127075,0.01871419,0.5259628,0.1870165,0.1452866,0.2501335,0.1795254,0.5004425,0.9374371,1.205442,3.507162,1.802767,6.752935,8.539528, ,10.26736,-0.7221375,6.492498,1.02141,7.564942,-1.256287,-14.36539,10.85745,0.0149198,-6.36969,-21.09814,16.12271,4.680552,14.92786,37.32989,5.501482, ,-0.2954712,2.447226,-2.456543,-1.08136,1.794809,5.139645,28.04404,28.21612,8.577443,-154.7256,-5.585388,8.764893,-8.717072,4.739128,1.633982,11.72087, ,1.599795,-6.198669,-81.51022,-0.755127,13.73587,10.06579,56.73726,-0.977478,-18.5459,0.1395488,0.4614069,2.2764,-6.302765,-4.869934,3.899364,22.07571,,,,,,,,,,,1.02141,-1.08136,-0.755127,1.663614
10.24203,6.57245,81.70873,1.67253,15.42003,11.27103,67.35782,31.28845,18.89857,154.5241,21.93703,19.82338,10.39048,15.56703,41.41122,31.258, ,0.1571198,0.1161013,0.09379578,0.008915305,0.2507467,0.1471233,0.09053802,0.9932461,1.52006,0.2334137,0.1371212,1.499052,1.141641,1.008677,3.906475,6.198959, ,10.09867,-0.7046814,6.182832,0.5278732,7.269294,-1.568726,-13.20663,10.88836,0.3153848,-6.368896,-21.20587,18.02187,5.151976,13.53616,41.32272,8.601004, ,-0.4329224,2.17832,-3.180237,-1.477875,1.411066,5.040532,27.60742,29.18526,7.408424,-154.5069,-5.720856,8.397491,-8.052032,3.923017,-0.565094,17.23529, ,1.616625,-6.174805,-81.63617,-0.5852661,13.62517,9.893186,57.59441,-1.581116,-17.37485,0.412675,0.4958735,1.409315,-4.461426,-6.184448,2.503926,26.08604,,,,,,,,,,,0.5278732,-1.477875,-0.5852661,1.67253
10.03455,6.40188,81.86629,1.904066,15.17551,11.25482,67.4424,32.44917,17.25602,154.3233,22.01125,21.21087,8.928019,14.62987,45.57711,35.67472, ,0.2074757,0.1705704,0.1575546,0.2315361,0.2445192,0.01621723,0.08457947,1.160711,1.642555,0.2008057,0.07422066,1.387482,1.462457,0.9371529,4.165886,4.416721, ,9.873809,-0.7829285,5.922705,-0.07470703,7.010538,-1.773956,-12.20413,11.20323,0.5819432,-6.494812,-21.31873,19.89261,4.634067,12.09998,45.48448,10.2821, ,-0.5018616,1.95386,-4.120941,-1.864929,1.084643,5.028879,26.95322,30.22361,6.135523,-154.3204,-5.530548,7.495617,-7.232178,3.234977,-2.535736,21.29102, ,1.676697,-6.059662,-81.81714,-0.3761292,13.49066,9.837489,58.4562,-2.119049,-16.09454,0.697332,0.115777,0.7851462,-2.754089,-7.24292,0.8363824,28.93582,,,,,,,,,,,-0.07470703,-1.864929,-0.3761292,1.904066
9.467173,6.413856,81.83815,2.979281,14.57877,11.60524,67.37596,35.03846,13.5427,154.2008,22.08198,23.51084,6.074244,12.46638,54.02715,39.58031, ,0.567378,0.01197624,0.02813721,1.075215,0.5967436,0.3504238,0.06643677,2.589298,3.713315,0.1225433,0.0707283,2.299978,2.853774,2.16349,8.450043,3.905598, ,9.28127,-1.18454,5.310055,-1.221405,6.490387,-1.781982,-10.8035,12.43236,1.049885,-6.500336,-21.52213,23.04918,2.577146,8.538671,53.83746,13.9607, ,-0.3625488,1.826498,-6.149078,-2.717194,0.6780821,5.274956,25.34352,32.3932,3.307806,-154.2414,-3.686432,4.766678,-5.49826,2.471083,-5.452301,24.62194, ,1.80472,-6.05246,-81.79059,0.08142246,13.08228,10.10478,59.72255,-2.85376,-13.06226,1.498945,-2.70636,0.8518453,-0.3363037,-8.567322,-3.004883,31.23345,,,,,,,,,,,-1.221405,-2.717194,0.08142246,2.979281
8.564526,7.094033,80.94652,4.065954,13.93811,11.92506,67.52077,37.61098,9.509044,154.2315,20.22345,23.50558,4.831463,10.42105,60.23219,37.87902, ,0.902647,0.6801772,0.8916321,1.086673,0.6406565,0.3198185,0.1448135,2.572517,4.033659,0.03070068,1.858522,0.005264282,1.242781,2.045329,6.205044,1.70129, ,8.392686,-1.442841,4.01511,-1.979492,5.753489,-2.224182,-9.38974,14.03002,1.205166,-6.14859,-19.47073,23.31858,0.3053148,4.129614,60.23053,19.86492, ,-0.1558228,1.671813,-7.763672,-3.533295,0.3603233,5.212935,23.92864,34.40537,0.1268991,-154.3176,-2.158234,3.041995,-4.772705,1.462209,-0.003448486,19.40457, ,1.690105,-6.763031,-80.82718,0.4282135,12.71359,10.39587,61.0232,-3.411407,-9.430389,2.415845,-4.694366,0.7700777,0.6739275,-9.405334,-0.4723816,29.74281,,,,,,,,,,,-1.979492,-3.533295,0.4282135,4.065954
7.699398,7.877904,79.7383,4.699041,13.38744,11.93084,68.56361,28.00028,18.08558,154.352,19.59105,24.55455,5.655002,9.765094,65.70261,32.35246, ,0.865128,0.7838712,1.208221,0.6330876,0.5506754,0.005784035,1.042839,9.610699,8.576533,0.1205139,0.6323986,1.048969,0.8235388,0.655961,5.470413,5.526562, ,7.558812,-1.614014,2.268028,-2.301727,4.513354,-3.12677,-7.929382,15.3725,1.748495,-5.881348,-18.23169,23.83399,-1.750061,-0.025177,65.36773,19.31153, ,-0.08172607,1.232392,-9.354919,-4.062653,-0.116333,4.579274,22.84489,23.68957,8.058775,-154.4703,-4.417725,6.080128,-5.206085,0.6000535,9.162599,8.67456, ,1.45827,-7.629517,-79.43738,0.6176792,12.60182,10.44413,63.07029,2.80023,-15.98761,3.165155,-5.022858,1.040129,1.429818,-9.746887,6.013874,26.14212,,,,,,,,,,,-2.301727,-4.062653,0.6176792,4.699041
7.395964,8.169897,79.26125,4.843278,13.21102,11.83987,69.44605,26.90678,17.70794,154.3245,19.20952,24.98738,6.248111,9.721422,67.4842,29.36011, ,0.3034339,0.2919927,0.4770432,0.1442366,0.1764212,0.09097385,0.8824387,1.093504,0.3776379,0.0275116,0.3815346,0.432827,0.5931091,0.04367161,1.781593,2.992352, ,7.273713,-1.721283,1.384791,-2.40506,3.725511,-3.529968,-7.339264,15.48002,2.132968,-5.782532,-17.7037,24.11785,-2.578094,-1.630371,66.87253,18.74722, ,-0.05328369,1.002721,-10.42133,-4.15979,-0.4273071,4.269133,22.239,22.28402,7.845342,-154.4493,-4.918365,6.706739,-5.439056,0.06341496,12.84963,5.218245, ,1.335536,-7.938904,-78.80151,0.7044705,12.65602,10.33766,64.42423,2.890984,-15.59912,3.350024,-4.930023,0.7903022,1.805345,-9.584747,8.685912,22.97576,,,,,,,,,,,-2.40506,-4.15979,0.7044705,4.843278
7.180394,8.405539,78.87814,4.922009,13.11035,11.71879,70.43105,25.64277,17.48412,154.1873,18.70543,25.26068,6.79726,9.847563,68.75558,27.07737, ,0.21557,0.2356415,0.3831177,0.07873058,0.100667,0.1210775,0.9850006,1.264011,0.2238159,0.1371918,0.5040894,0.2733059,0.549149,0.1261406,1.271378,2.282738, ,7.079964,-1.793823,0.4688303,-2.535553,2.964103,-3.819977,-6.837067,15.48288,2.414597,-5.716156,-17.09818,24.2746,-3.292084,-3.092224,67.92565,17.52586, ,-0.004882813,0.7854853,-11.63739,-4.152527,-0.7553406,4.041617,21.54455,20.69786,7.610297,-154.3114,-5.496521,7.094101,-5.603394,-0.5494385,15.38156,3.56627, ,1.197544,-8.186981,-78.20044,0.8436923,12.73056,10.18566,65.86634,2.84335,-15.40778,3.36729,-4.508728,0.2638554,2.162724,-9.319672,10.29885,20.97304,,,,,,,,,,,-2.535553,-4.152527,0.8436923,4.922009
7.023691,8.605863,78.55279,5.193676,13.22763,11.46195,72.32072,22.82405,17.40625,153.626,17.57793,25.27739,8.051782,10.36306,70.43082,24.36755, ,0.1567025,0.2003241,0.3253479,0.271668,0.1172829,0.2568436,1.889671,2.81872,0.07787323,0.5612488,1.127499,0.01670456,1.254521,0.5154953,1.675247,2.709826, ,6.959931,-1.921692,-1.422791,-2.974579,1.858954,-4.143646,-5.82666,15.08264,2.48959,-5.688873,-15.52371,24.04525,-4.591797,-5.99649,69.81153,13.68103, ,0.1366876,0.4073745,-14.09534,-4.057587,-1.211487,3.74836,19.9873,17.33109,7.029666,-153.7324,-6.448029,7.910066,-6.139587,-1.97348,13.37564,3.886861, ,0.9437143,-8.385925,-77.29315,1.400721,13.02138,9.877345,68.63535,2.623669,-15.58701,2.990294,-4.377716,0.2882395,2.724835,-8.120026,6.544531,20.31118,,,,,,,,,,,-2.974579,-4.057587,1.400721,5.193676
7.210979,8.559585,78.4522,5.84068,13.60829,11.07882,74.14641,19.83187,17.55543,152.8531,15.92929,24.41107,9.238461,11.64214,71.05475,24.28741, ,0.1872873,0.046278,0.1005859,0.6470032,0.380662,0.3831263,1.825684,2.992174,0.1491814,0.7729034,1.648645,0.8663158,1.18668,1.279078,0.6239243,0.08013344, ,7.170226,-2.032196,-3.33548,-3.384003,1.148746,-4.224274,-4.624725,14.1339,2.152043,-5.777802,-13.29425,23.03798,-5.751068,-8.949554,70.68375,10.73375, ,0.2393854,0.03227727,-15.69168,-4.34967,-1.249329,3.48254,18.15651,14.04339,6.355452,-152.9319,-6.964325,8.263678,-6.768372,-3.368927,4.758018,7.548776, ,0.7427003,-8.315857,-76.59665,2.069763,13.49008,9.507942,71.33633,2.3469,-16.11295,2.376831,-4.623108,0.9132708,2.915539,-6.391357,-3.640778,21.20863,,,,,,,,,,,-3.384003,-4.34967,2.069763,5.84068
7.61583,8.354779,78.41819,6.844907,14.01329,10.59278,76.15064,16.93912,17.63947,151.9506,13.65761,22.51062,9.83004,13.42255,70.46709,24.99943, ,0.4048514,0.2048054,0.03401184,1.004227,0.4049931,0.4860449,2.004234,2.892757,0.08403778,0.9025726,2.271676,1.900446,0.5915785,1.780415,0.5876617,0.7120171, ,7.58525,-2.230194,-5.152069,-3.430237,0.3479322,-4.15921,-3.182373,12.91948,1.683743,-5.87027,-10.62717,21.37209,-6.677979,-11.78168,69.96205,9.085582, ,0.2964611,-0.2455139,-16.07999,-5.342255,-1.147583,3.224518,15.90008,11.03054,5.710588,-151.9994,-7.079803,7.195238,-6.791382,-3.768311,-1.118073,10.00636, ,0.635377,-8.04364,-76.14218,2.726836,13.95867,9.080087,74.21841,1.905227,-16.52817,1.751652,-4.254883,0.5684391,2.873637,-4.851715,-9.762787,21.89681,,,,,,,,,,,-3.430237,-5.342255,2.726836,6.844907
7.830733,8.252608,78.40288,7.515096,14.15424,10.32912,77.17171,18.55962,15.7622,151.4698,12.55052,21.43099,10.01195,14.37309,69.75086,24.9542, ,0.2149034,0.1021709,0.01531219,0.6701889,0.140955,0.2636557,1.021072,1.620501,1.877271,0.4807281,1.107089,1.07963,0.1819143,0.9505377,0.7162247,0.04523087, ,7.804587,-2.302124,-6.088135,-3.383789,-0.1065369,-4.128418,-2.297791,14.34673,-0.7487183,-5.905029,-9.266632,20.40168,-6.974121,-13.14691,69.24728,8.26215, ,0.2969298,-0.3479309,-15.9816,-6.063446,-1.210022,3.098193,14.61681,11.88035,3.362513,-151.5051,-7.195953,6.639892,-6.786926,-3.564941,-1.91217,9.969064, ,0.5880318,-7.91095,-75.95987,3.062794,14.10345,8.83919,75.66393,0.8199469,-15.40549,1.480726,-3.931274,0.2673439,2.81825,-4.210876,-10.15613,22.11586,,,,,,,,,,,-3.383789,-6.063446,3.062794,7.515096
8.013555,8.170664,78.37476,8.299463,14.2088,10.05826,78.17492,20.41505,14.47331,150.9922,11.66528,20.41197,10.22173,15.32843,68.6946,24.34087, ,0.1828213,0.08194447,0.02812195,0.7843676,0.05455685,0.2708569,1.003204,1.855433,1.288887,0.4776764,0.8852425,1.019028,0.209775,0.9553385,1.056259,0.6133347, ,7.992311,-2.328094,-7.050018,-3.312347,-0.5687866,-4.140381,-1.295898,15.92519,-3.112762,-5.913513,-7.972534,19.42923,-7.240387,-14.45795,68.26174,7.330903, ,0.2876121,-0.4401855,-15.79688,-6.905182,-1.367645,2.963497,13.18862,12.78907,1.015126,-151.0139,-7.405945,6.312485,-6.838013,-3.197388,-1.58255,9.073197, ,0.5284649,-7.811249,-75.77118,3.40873,14.13859,8.57089,77.07176,-0.176239,-14.12766,1.217877,-3.735107,0.1562227,2.792328,-3.596039,-9.203766,21.99383,,,,,,,,,,,-3.312347,-6.905182,3.40873,8.299463
8.226844,8.071603,78.29005,10.20031,14.17142,9.565406,79.98248,13.31811,16.89063,150.0231,10.41917,18.44865,10.63723,17.29676,65.60532,21.56448, ,0.2132893,0.09906101,0.08470154,1.900851,0.03738213,0.4928579,1.807564,7.096934,2.417321,0.9690247,1.246105,1.963314,0.4154978,1.968336,3.089279,2.776384, ,8.215419,-2.298767,-8.969696,-3.18512,-1.585236,-4.282867,0.9432781,11.71311,0.4548658,-5.825409,-5.519409,17.50469,-7.717468,-16.91757,65.34867,5.208371, ,0.2500425,-0.6180725,-15.51959,-8.87915,-1.919281,2.674271,9.701134,6.368176,4.799004,-150.0197,-7.931763,5.874127,-6.94516,-2.159515,-0.8955383,5.997349, ,0.3744165,-7.700867,-75.31964,4.143247,13.9788,8.027709,79.56564,1.089743,-16.17386,0.7251714,-3.543243,0.1847195,2.849003,-2.595978,-6.684204,20.33982,,,,,,,,,,,-3.18512,-8.87915,4.143247,10.20031
8.239214,8.072767,78.0751,12.52106,14.04896,9.191867,81.63679,12.83598,16.20469,149.0769,9.78049,16.43012,10.9485,19.26495,61.45275,18.4947, ,0.01237011,0.001164436,0.2149582,2.320743,0.1224518,0.373539,1.654305,0.4821329,0.6859436,0.9462128,0.6386843,2.018528,0.3112745,1.968187,4.152573,3.069784, ,8.233768,-2.20578,-10.76251,-3.18927,-2.74173,-4.553253,3.560916,11.94873,0.006684888,-5.676086,-3.125031,15.53135,-8.170319,-19.13782,61.3343,3.724874, ,0.2011307,-0.8125916,-15.71228,-11.172,-2.630524,2.335225,5.968477,4.70787,4.404315,-149.0489,-8.445618,5.420288,-6.867889,-0.984375,-0.9938049,2.371615, ,0.2382538,-7.707916,-74.60623,5.002116,13.59108,7.54625,81.57803,0.8793009,-15.5983,0.2218819,-3.598877,0.4741203,2.998573,-1.830902,-4.522949,18.04164,,,,,,,,,,,-3.18927,-11.172,5.002116,12.52106
8.092538,8.120368,77.73518,15.0704,14.11038,8.982436,83.09224,12.26299,15.32668,148.1867,9.511763,14.41028,11.19307,21.16457,56.21539,15.96356, ,0.1466761,0.04760075,0.33992,2.549347,0.06141376,0.2094307,1.455452,0.5729942,0.8780041,0.890213,0.2687273,2.019847,0.2445707,1.899622,5.237366,2.53114, ,8.089355,-2.110168,-12.41992,-3.13559,-3.877411,-4.817566,6.54298,11.75532,-0.2458191,-5.424866,-0.9111023,13.67251,-8.617218,-21.11835,56.16413,3.115587, ,0.1595206,-0.9706116,-16.28836,-13.66672,-3.314087,2.012828,3.027784,3.50308,3.969652,-148.1479,-8.673615,4.595605,-6.668793,0.07835206,-1.631409,-1.252716, ,0.1761742,-7.763824,-73.64319,5.929906,13.27337,7.227638,83.00887,0.6709366,-14.81314,-0.04504395,-3.73172,0.6057935,3.132268,-1.419006,-2.960602,15.57459,,,,,,,,,,,-3.13559,-13.66672,5.929906,15.0704
7.968364,8.165006,77.50993,16.31365,14.20598,8.872914,83.8596,11.759,14.77348,147.7875,9.548597,13.49727,11.34037,21.9883,53.23216,14.87877, ,0.1241736,0.04463768,0.2252426,1.24325,0.09560299,0.1095219,0.7673569,0.5039873,0.5532093,0.3992004,0.03683472,0.9130077,0.1473026,0.8237305,2.983227,1.084785, ,7.965624,-2.05545,-13.24323,-2.989502,-4.421722,-4.901642,8.073491,11.36353,-0.3944092,-5.304657,0.1304999,12.85671,-8.90271,-21.94681,53.18505,3.103146, ,0.136844,-1.042267,-16.63464,-14.88757,-3.661896,1.868515,1.980184,3.03774,3.768574,-147.749,-8.733917,4.140218,-6.523834,0.6278423,-2.17572,-2.883331, ,0.1721987,-7.81488,-73.06589,6.388327,13.14205,7.079429,83.66251,0.497009,-14.29489,-0.06585693,-3.870911,0.6421719,3.182786,-1.33316,-2.454102,14.1885,,,,,,,,,,,-2.989502,-14.88757,6.388327,16.31365
7.82583,8.20205,77.29825,17.56702,14.34418,8.763725,84.66704,11.11591,14.22503,147.4134,9.746218,12.68231,11.575,22.72521,50.04837,14.17258, ,0.1425343,0.03704453,0.2116852,1.253366,0.1381969,0.109189,0.8074417,0.6430931,0.5484495,0.3740997,0.1976204,0.8149633,0.2346277,0.7369099,3.183784,0.706192, ,7.823248,-2.021637,-14.04846,-2.732086,-4.954437,-4.958893,9.587873,10.81053,-0.5674744,-5.218628,1.176216,12.11031,-9.258789,-22.67059,49.99302,3.370686, ,0.107363,-1.102295,-16.96942,-16.11169,-3.993286,1.724935,1.162027,2.602982,3.618757,-147.3782,-8.804535,3.780141,-6.42334,1.109798,-2.596619,-4.345978, ,0.1810227,-7.853271,-72.49567,6.869959,13.03644,6.945181,84.31551,0.2647598,-13.76566,-0.009246826,-4.10675,0.7263636,3.237294,-1.375946,-2.01355,12.93983,,,,,,,,,,,-2.732086,-16.11169,6.869959,17.56702
7.511655,8.291435,77.7187,22.86502,14.79678,8.577687,86.49072,9.624534,13.43085,146.7402,10.43008,11.34418,12.23149,23.69958,43.34839,13.35975, ,0.3141747,0.08938503,0.4204559,5.298,0.4526024,0.186038,1.823677,1.491373,0.7941799,0.6732025,0.6838589,1.33813,0.6564827,0.974369,6.699982,0.812829, ,7.508506,-1.963989,-13.38614,-1.177277,-5.968414,-5.007538,12.56674,9.430595,-0.9693909,-5.250153,3.344026,10.88492,-10.03387,-23.61658,43.19599,4.627927, ,0.01822185,-1.198975,-16.55167,-20.97797,-4.623413,1.472903,-0.1192322,1.851255,3.441385,-146.716,-8.915314,3.186763,-6.414154,1.357466,-3.958038,-5.513123, ,0.217851,-7.945801,-73.26727,9.291821,12.97926,6.745091,85.73868,-0.3963013,-12.97748,0.2575913,-4.533356,0.7253848,3.434737,-1.77475,-2.369293,11.04223,,,,,,,,,,,-1.177277,-20.97797,9.291821,22.86502
7.146281,8.394254,76.44716,22.33582,15.38731,8.339763,88.36027,8.373978,13.1904,146.0687,11.76973,10.29195,12.84441,23.92448,36.2332,12.1853, ,0.3653741,0.1028185,1.271545,0.5291977,0.5905313,0.2379246,1.869553,1.250556,0.2404499,0.671524,1.339653,1.052226,0.6129255,0.2248955,7.115196,1.174449, ,7.139042,-2.013641,-17.10736,-1.21698,-6.933655,-5.058044,15.28297,8.246321,-1.592834,-5.631805,5.67085,9.983525,-10.91266,-23.84607,35.91877,6.201274, ,-0.1247559,-1.267395,-18.32611,-20.65887,-5.098999,1.218132,-1.259033,1.114753,3.298171,-146.0544,-9.108337,2.415705,-6.035889,0.009041768,-4.87674,-4.543121, ,0.2887438,-8.028381,-70.10199,8.675313,13.08127,6.466808,87.12259,-0.8622742,-12.71982,0.5790419,-5.325104,0.9024912,3.730395,-1.951813,-3.057922,9.219547,,,,,,,,,,,-1.21698,-20.65887,8.675313,22.33582
