Head_Q_w,RightShoulder_Q_w,RightArm_Q_w,RightForeArm_Q_w,RightHand_Q_w,LeftShoulder_Q_w,LeftArm_Q_w,LeftForeArm_Q_w,LeftHand_Q_w,Hip_Q_w,Spine_Q_w,RightUpLeg_Q_w,RightLeg_Q_w,RightFoot_Q_w,LeftUpLeg_Q_w,LeftLeg_Q_w,LeftFoot_Q_w,Head_Q_x,RightShoulder_Q_x,RightArm_Q_x,RightForeArm_Q_x,RightHand_Q_x,LeftShoulder_Q_x,LeftArm_Q_x,LeftForeArm_Q_x,LeftHand_Q_x,Hip_Q_x,Spine_Q_x,RightUpLeg_Q_x,RightLeg_Q_x,RightFoot_Q_x,LeftUpLeg_Q_x,LeftLeg_Q_x,LeftFoot_Q_x,Head_Q_y,RightShoulder_Q_y,RightArm_Q_y,RightForeArm_Q_y,RightHand_Q_y,LeftShoulder_Q_y,LeftArm_Q_y,LeftForeArm_Q_y,LeftHand_Q_y,Hip_Q_y,Spine_Q_y,RightUpLeg_Q_y,RightLeg_Q_y,RightFoot_Q_y,LeftUpLeg_Q_y,LeftLeg_Q_y,LeftFoot_Q_y,Head_Q_z,RightShoulder_Q_z,RightArm_Q_z,RightForeArm_Q_z,RightHand_Q_z,LeftShoulder_Q_z,LeftArm_Q_z,LeftForeArm_Q_z,LeftHand_Q_z,Hip_Q_z,Spine_Q_z,RightUpLeg_Q_z,RightLeg_Q_z,RightFoot_Q_z,LeftUpLeg_Q_z,LeftLeg_Q_z,LeftFoot_Q_z
0.9970512,0.9993088,0.8028308,0.9988573,0.9530903,0.9830399,0.8817751,0.9784701,0.992134,0.2478673,0.9977211,0.9867046,0.9878321,0.963281,0.9882622,0.9988134,0.998804,0.0356226,-0.02189672,-0.03124272,0.01886736,0.2976435,-0.0004045739,-0.05264941,0.01612927,0.1229204,-0.03949681,0.06746272,-0.1336992,-0.09403185,0.08553188,0.1118783,-0.003490523,0.01349939,-0.02234797,0.006429709,0.1087955,0.01830556,0.05412048,0.006286238,0.1909964,0.1942579,0.004914754,0.9655847,-0.001094851,-0.09122043,-0.02551555,-0.06648021,-0.01328723,0.01018431,0.01198894,0.06419091,-0.02934411,-0.5853634,0.03991323,-0.009911161,0.1832841,0.4280433,0.06782305,0.0231646,-0.06817666,-0.0003155656,-0.0147466,0.1212217,-0.2456715,0.1031722,0.04749712,-0.04543884
0.9968299,0.999344,0.805502,0.9986863,0.952814,0.9829292,0.8812976,0.980238,0.9923413,0.2454855,0.9977609,0.987263,0.9906905,0.9628645,0.9876133,0.9982992,0.9987116,0.03645218,-0.02033262,-0.02939081,0.01739684,0.2983666,0.001279466,-0.0592704,0.01419204,0.1219953,-0.03964991,0.06681183,-0.1313594,-0.07909066,0.09633686,0.1205584,0.01807949,0.02599624,-0.02358715,0.006062437,0.1044643,0.02429223,0.05530302,0.00587731,0.1856503,0.1853102,0.003842217,0.9663485,-0.00149849,-0.08809992,-0.01216153,-0.0790258,-0.02381465,0.01832506,0.01665793,0.06667206,-0.02935049,-0.5825719,0.04162884,-0.008030617,0.1838863,0.4305062,0.06776541,0.01900097,-0.06584425,-0.002683125,-0.01717064,0.1101321,-0.2395124,0.09756303,0.05230771,-0.04027285
0.9966725,0.9993153,0.8082392,0.9985816,0.9525602,0.9828079,0.8808311,0.9792517,0.9935777,0.2401519,0.9976657,0.9881808,0.9933164,0.9775357,0.9871991,0.9970652,0.998225,0.03337704,-0.02340728,-0.02608679,0.01780504,0.2989676,-0.002649546,-0.06110441,0.02040988,0.112187,-0.04052752,0.06805169,-0.125871,-0.05691192,0.1038455,0.1246448,0.04606848,0.04477359,-0.02518607,0.005504196,0.09864861,0.02771807,0.05674358,0.005160047,0.1754527,0.1892333,-0.008607117,0.9677832,-0.003089535,-0.08478113,0.004874287,-0.1191994,-0.0334578,0.02041786,0.01930751,0.06996983,-0.02811977,-0.579946,0.04182594,-0.005264714,0.1845404,0.4354528,0.06957164,0.01197501,-0.06387702,-0.004755388,-0.02162167,0.1002986,-0.1393974,0.09371386,0.05763505,-0.03419604
0.9968051,0.9989983,0.8118444,0.9986057,0.9527808,0.9824364,0.881304,0.98289,0.9931544,0.2331648,0.9969851,0.9889053,0.9947191,0.9745936,0.9867253,0.9943236,0.9964781,0.02383947,-0.03189102,-0.02215507,0.01953047,0.2980981,-0.008526855,-0.06277971,0.01400519,0.1163923,-0.03971374,0.07700901,-0.1115033,-0.03998496,0.1254859,0.1311976,0.08214494,0.0750522,-0.0270752,0.004994132,0.09202573,0.02820389,0.05784308,0.004553627,0.165779,0.1705787,0.0002038997,0.9701996,-0.00590431,-0.09393516,0.004638155,-0.1307719,-0.04541829,0.01684677,0.02311916,0.07126219,-0.0309895,-0.5761503,0.04012198,-0.0006316901,0.1863476,0.4380402,0.06807465,0.009857426,-0.05262938,-0.007454887,-0.02845424,0.09441255,-0.131603,0.08424778,0.06549072,-0.02939619
0.9968114,0.9989396,0.814172,0.9986815,0.9530932,0.9825039,0.880492,0.9823531,0.9937798,0.2269084,0.9969177,0.9878088,0.9956689,0.9821361,0.9877833,0.9919956,0.9946094,0.0201747,-0.03193258,-0.02341282,0.01982153,0.2971348,-0.007729025,-0.06601436,0.01741383,0.1108079,-0.03584341,0.07724651,-0.1126101,-0.02525022,0.1068362,0.1243905,0.1033458,0.09713449,-0.02766487,0.004405173,0.0856419,0.02799645,0.05761946,0.004386814,0.1629053,0.1733114,-0.00768738,0.9718053,-0.00970718,-0.1035093,-0.01677658,-0.1047532,-0.05311108,0.01110489,0.01895474,0.07207372,-0.03287268,-0.5737954,0.03819004,0.002106203,0.1860303,0.4402702,0.06813475,0.008014739,-0.0531258,-0.009693999,-0.02895563,0.08788779,-0.1141118,0.07739713,0.07170091,-0.03094656
0.9967288,0.9990481,0.8155314,0.998791,0.9534819,0.9824774,0.879683,0.9817125,0.9943237,0.2214024,0.9971421,0.9852167,0.9962619,0.99059,0.9899653,0.988415,0.9914566,0.01895994,-0.02902317,-0.02439803,0.01880858,0.2960087,-0.007568129,-0.06688491,0.02040897,0.1050238,-0.03079814,0.07345925,-0.1218566,0.001561731,0.08290634,0.1092178,0.1275589,0.1254096,-0.02904462,0.003427768,0.07690488,0.02747736,0.05684703,0.003633373,0.1580777,0.1769223,-0.016122,0.9729329,-0.01270923,-0.1174344,-0.03621239,-0.06668188,-0.05879491,0.001891735,0.01244755,0.07299694,-0.03238558,-0.573061,0.03616323,0.004436173,0.1861927,0.443504,0.06725042,0.005523046,-0.05859984,-0.01224452,-0.02661126,0.07841267,-0.08609088,0.06770094,0.08222532,-0.03363751
0.9965518,0.9991594,0.8185583,0.9989936,0.9543497,0.9825413,0.87704,0.9860383,0.9946739,0.2111865,0.9967554,0.9807347,0.9966533,0.9934213,0.9931076,0.9740355,0.9789113,0.0220232,-0.02602816,-0.01926034,0.01225965,0.2936353,-0.007472105,-0.06275816,0.01846318,0.102781,-0.02837206,0.07679092,-0.1167371,0.03333516,0.0676798,0.08533344,0.1922415,0.2003218,-0.03066984,0.002069084,0.05730556,0.02631705,0.0543268,0.003935758,0.1436019,0.1512175,0.001049076,0.9757436,-0.01743681,-0.1534669,-0.02818363,-0.05774655,-0.07437833,-0.01668856,0.004554348,0.07388481,-0.03160296,-0.5712333,0.03419051,0.00660339,0.1858529,0.4541374,0.06723784,-0.007672737,-0.0501979,-0.01666879,-0.0313029,0.06911431,-0.07210427,0.03038795,0.1184045,-0.0397874
0.9965526,0.9991807,0.8216445,0.9991803,0.9554675,0.9829443,0.8730205,0.9873011,0.9953725,0.2112181,0.9967964,0.9821136,0.9959404,0.9962173,0.9931583,0.9608449,0.958885,0.02844552,-0.02560492,-0.01078919,0.003066495,0.290326,-0.004127973,-0.05359908,0.01859961,0.09490151,-0.03198507,0.0757885,-0.09865915,0.04220834,0.04625609,0.07052483,0.2461637,0.2831835,-0.02681974,0.005711456,0.03415164,0.02407308,0.05240917,0.008884259,0.1324108,0.1440129,-0.0005878026,0.9756639,-0.01839574,-0.155538,-0.02779957,-0.05502664,-0.0910563,-0.03368437,0.01489116,0.07317452,-0.03081861,-0.568874,0.03240106,0.006791398,0.1836425,0.4662935,0.06442744,-0.01506841,-0.04943509,-0.01773824,-0.03907983,0.07448687,-0.04882197,0.01927517,0.122662,-0.01118007
0.9967257,0.9989651,0.8254552,0.9994013,0.9569644,0.9831148,0.8688525,0.9890864,0.9954677,0.218638,0.9972786,0.9834841,0.9956338,0.9980731,0.9926574,0.9475161,0.9543001,0.03382712,-0.02953215,-0.002766312,-0.005961209,0.2855034,-0.0008363349,-0.04172853,0.01612189,0.09381614,-0.03466654,0.06960843,-0.0876788,0.03969275,0.0324085,0.0397887,0.2977343,0.2971759,-0.01962472,0.01084491,0.01163458,0.01924987,0.05139787,0.01437255,0.1308409,0.1330675,-0.004358515,0.9734358,-0.01720112,-0.1554324,-0.04467273,-0.03242595,-0.1129323,-0.05381383,0.0304334,0.07077044,-0.03284701,-0.5643411,0.02812256,0.008078102,0.182423,0.4756415,0.06116497,-0.0149546,-0.05846798,-0.01715058,-0.03020297,0.07170933,-0.04181355,0.01715849,0.1033032,-0.00846766
0.9968665,0.9988348,0.8269402,0.9995077,0.9579089,0.9832886,0.8662775,0.990187,0.9952654,0.2231464,0.9973363,0.9841745,0.9955659,0.9986327,0.9927136,0.9398851,0.9613443,0.03556474,-0.03131648,-0.0007709266,-0.01014298,0.2824185,-0.0006127279,-0.03453333,0.01505933,0.09627084,-0.03504843,0.06891935,-0.08079959,0.03908423,0.02606764,0.02455127,0.3213378,0.2737156,-0.01555088,0.01288253,0.0003887303,0.01571746,0.0505333,0.01546684,0.134051,0.1257069,-0.006535517,0.9723437,-0.01653526,-0.1551821,-0.04798765,-0.02485498,-0.1171355,-0.06662867,0.01476172,0.06892353,-0.03438475,-0.5622892,0.0251891,0.00983895,0.1813944,0.4800011,0.05916652,-0.01166255,-0.05937291,-0.01723359,-0.02811755,0.07083979,-0.03788914,0.01400817,0.09443843,-0.02605891
0.9970459,0.9987139,0.8281386,0.9996035,0.9590289,0.9835495,0.8641815,0.9912023,0.9949026,0.2281817,0.9973905,0.9848254,0.9958301,0.9988797,0.9931743,0.9320786,0.9673155,0.03677468,-0.03260647,-0.0003140718,-0.01359654,0.2787633,-0.0004437196,-0.02718557,0.01465415,0.100307,-0.03409901,0.06819895,-0.07411296,0.03680506,0.02028906,0.008295681,0.34239,0.2488692,-0.01140745,0.01432957,-0.01053782,0.01160944,0.0490127,0.01554623,0.1389779,0.1181603,-0.008739763,0.9711573,-0.01587756,-0.1542556,-0.04445672,-0.02386846,-0.1159752,-0.07927508,-0.001060132,0.06646137,-0.03608679,-0.5604242,0.02175414,0.01234526,0.179968,0.482842,0.05780482,-0.005562916,-0.06019942,-0.01757894,-0.0288342,0.0706493,-0.0354684,0.009263839,0.08782981,-0.04861794
0.9975229,0.9985443,0.8302884,0.9997423,0.9619409,0.9837589,0.8637318,0.9926862,0.9935372,0.2383319,0.997575,0.9860869,0.9967395,0.9988264,0.9939099,0.9175583,0.9738747,0.03756185,-0.03267833,-0.004444879,-0.01788417,0.2690656,0.001275838,-0.01349107,0.01664489,0.1116175,-0.02769392,0.06511955,-0.06439882,0.03171668,0.009827887,-0.02700209,0.3766582,0.2173944,-0.003313342,0.01425676,-0.03061802,0.001418159,0.0439412,0.01532391,0.1509473,0.1052877,-0.01389301,0.9686809,-0.01551004,-0.1494286,-0.02475129,-0.03827953,-0.1067276,-0.09719303,-0.009113931,0.0593821,-0.04047531,-0.5564747,0.01390775,0.01850527,0.1788352,0.4806249,0.05667174,0.01524051,-0.06393953,-0.0190524,-0.03400788,0.06994195,-0.02799849,-0.004825164,0.08227372,-0.06499752
0.997983,0.9985114,0.8314365,0.9997115,0.9655846,0.9840217,0.8639235,0.993508,0.990787,0.2462658,0.9975678,0.9875481,0.9972165,0.9978287,0.9934992,0.9064297,0.9789349,0.037116,-0.02993981,-0.01164514,-0.02017662,0.2561966,0.002353363,-0.002357528,0.02548163,0.1275751,-0.01977657,0.06424545,-0.05230229,0.02366118,0.0007570422,-0.05939917,0.4001976,0.192935,0.004539545,0.01159669,-0.05008386,-0.01122713,0.03705376,0.0133751,0.1611793,0.09684109,-0.01976646,0.9668995,-0.01710198,-0.1429153,-0.00244436,-0.05951246,-0.09448523,-0.1042547,-0.0043445,0.0512998,-0.04409351,-0.5532354,0.006618232,0.02523444,0.1775299,0.4771289,0.05398495,0.04092623,-0.06377644,-0.02094092,-0.03985643,0.07066357,-0.02820957,-0.02244063,0.08577948,-0.06665983
0.9982693,0.9985649,0.8311099,0.9993862,0.9691874,0.9860923,0.8569418,0.9933774,0.9872101,0.2533035,0.9976133,0.9892739,0.997524,0.9981644,0.9913619,0.9001193,0.9852415,0.03643123,-0.0271147,-0.01635712,-0.0239233,0.2425187,-0.007072748,0.01228534,0.04264056,0.1455113,-0.01475891,0.06281571,-0.04010022,0.01565645,-0.005387051,-0.09135132,0.4143821,0.1592062,0.01200902,0.008677874,-0.0702244,-0.02554507,0.02979396,0.002882764,0.1624303,0.09413238,-0.02445474,0.9650861,-0.01941283,-0.1342332,-0.009706157,-0.0547731,-0.08792428,-0.1035854,0.006049384,0.04457672,-0.045361,-0.551414,0.001577642,0.03118983,0.166023,0.4889953,0.05022021,0.06037163,-0.06502612,-0.021096,-0.0413601,0.06787118,-0.02527494,-0.03355543,0.08569064,-0.06257816
0.998334,0.9986162,0.8305287,0.9990826,0.9707175,0.9862614,0.8545198,0.9913048,0.9855905,0.2572245,0.9976159,0.9901671,0.9974405,0.9987791,0.9900262,0.8984518,0.9879804,0.03617984,-0.02610672,-0.01717024,-0.02694649,0.2363915,-0.006858937,0.001747094,0.07098876,0.1537092,-0.0139343,0.06265924,-0.03216191,0.01158358,-0.009267128,-0.106368,0.4182863,0.1426193,0.01544117,0.007248005,-0.08042949,-0.03328354,0.02650082,0.001172503,0.1439398,0.1014202,-0.02576283,0.9640709,-0.0202021,-0.1298465,-0.02311871,-0.04168238,-0.08488001,-0.1041801,0.01268645,0.04221296,-0.04507262,-0.5508705,6.726728E-05,0.03352979,0.1650457,0.4990734,0.0446042,0.06573565,-0.06487527,-0.02069347,-0.04092369,0.06666248,-0.02484271,-0.03646112,0.08347153,-0.05825372
0.9983636,0.9986619,0.8298152,0.9986721,0.9719638,0.9861528,0.8546455,0.9905664,0.9843429,0.2614175,0.9976304,0.990944,0.9971448,0.9992,0.9886917,0.8982227,0.9900995,0.03588468,-0.02566853,-0.01718496,-0.03069578,0.2312491,-0.005081027,-0.0002576932,0.07929953,0.1603283,-0.01383157,0.06244638,-0.02414692,0.007614839,-0.01325559,-0.1209853,0.4188414,0.1280343,0.01869765,0.00580962,-0.09041954,-0.04136949,0.02359132,0.0006490814,0.140189,0.1026179,-0.02624918,0.9629356,-0.02078851,-0.1259631,-0.03561962,-0.02860409,-0.08060306,-0.1061996,0.01996088,0.04041111,-0.04451882,-0.5503958,-0.0007530344,0.03540715,0.1657599,0.4999281,0.04426474,0.06837337,-0.06499633,-0.02004568,-0.0397511,0.06614929,-0.02460357,-0.03680336,0.08055823,-0.05396025
0.9983581,0.9987213,0.8285328,0.9974379,0.9736103,0.9861059,0.8541528,0.9895151,0.9832598,0.2699917,0.9977053,0.9922308,0.9968902,0.9994149,0.9858155,0.9018301,0.9933555,0.03501015,-0.02628175,-0.0153558,-0.04017347,0.2242735,-0.003028363,-0.001002573,0.08838396,0.167313,-0.0148231,0.06144637,-0.009243586,-0.002054942,-0.01854818,-0.1495776,0.410611,0.1019493,0.02488121,0.002978613,-0.1089259,-0.05917339,0.01871207,-0.001468968,0.1332746,0.104789,-0.02491236,0.9604347,-0.02187467,-0.1186415,-0.0435625,-0.01918838,-0.06903479,-0.1108886,0.02718649,0.03789795,-0.04308348,-0.549029,-0.001497887,0.03787133,0.1660836,0.5026529,0.04546973,0.06771949,-0.06670853,-0.018167,-0.03628977,0.06563578,-0.02139286,-0.0320697,0.07618982,-0.04595672
0.9983329,0.9987119,0.8284248,0.9957563,0.9745352,0.9859945,0.8543282,0.9890734,0.9840084,0.2778878,0.9977624,0.9934413,0.9973894,0.9989171,0.9823598,0.9090634,0.9962075,0.03384553,-0.02817486,-0.01521421,-0.04812788,0.2203756,-0.001314059,-0.0006156937,0.09040654,0.1647373,-0.01552119,0.0605641,0.004537045,-0.01305707,-0.02446343,-0.1771901,0.3942398,0.0746919,0.0299371,-0.000116527,-0.1243062,-0.07837413,0.01436791,-0.003509767,0.1266598,0.106212,-0.02086586,0.9580413,-0.0231105,-0.1095796,-0.03047073,-0.03316354,-0.05399851,-0.11059,0.01894938,0.03591286,-0.042199,-0.5459202,-0.003253971,0.03885121,0.1667358,0.5040638,0.04774444,0.06444988,-0.06851602,-0.01637675,-0.03234544,0.06415245,-0.02159579,-0.0256346,0.07712732,-0.0404087
0.9983186,0.9986894,0.8292577,0.9937653,0.9751801,0.9857962,0.8555135,0.9866875,0.9878604,0.2850851,0.9977863,0.994515,0.9978033,0.9981425,0.9782601,0.9191255,0.9980989,0.03239663,-0.03008934,-0.01793721,-0.05393353,0.2178256,0.0002143307,-0.000823196,0.1050468,0.1390579,-0.01528817,0.06011976,0.01682092,-0.02225448,-0.02910364,-0.2029778,0.3716887,0.05102732,0.03365815,-0.002994602,-0.1386557,-0.09733535,0.009951308,-0.005526161,0.1195627,0.1154699,-0.02072623,0.9558465,-0.02410472,-0.09958813,-0.01860248,-0.04909219,-0.03767415,-0.1016389,0.0006220826,0.03431919,-0.04129303,-0.5410957,-0.006898616,0.03842872,0.1678552,0.5037866,0.04560453,0.06606916,-0.06964439,-0.0150694,-0.02718713,0.05955967,-0.02131633,-0.0196941,0.08200853,-0.03456192
