Head_Q_w,RightShoulder_Q_w,RightArm_Q_w,RightForeArm_Q_w,RightHand_Q_w,LeftShoulder_Q_w,LeftArm_Q_w,LeftForeArm_Q_w,LeftHand_Q_w,Hip_Q_w,Spine_Q_w,RightUpLeg_Q_w,RightLeg_Q_w,RightFoot_Q_w,LeftUpLeg_Q_w,LeftLeg_Q_w,LeftFoot_Q_w,Head_Q_x,RightShoulder_Q_x,RightArm_Q_x,RightForeArm_Q_x,RightHand_Q_x,LeftShoulder_Q_x,LeftArm_Q_x,LeftForeArm_Q_x,LeftHand_Q_x,Hip_Q_x,Spine_Q_x,RightUpLeg_Q_x,RightLeg_Q_x,RightFoot_Q_x,LeftUpLeg_Q_x,LeftLeg_Q_x,LeftFoot_Q_x,Head_Q_y,RightShoulder_Q_y,RightArm_Q_y,RightForeArm_Q_y,RightHand_Q_y,LeftShoulder_Q_y,LeftArm_Q_y,LeftForeArm_Q_y,LeftHand_Q_y,Hip_Q_y,Spine_Q_y,RightUpLeg_Q_y,RightLeg_Q_y,RightFoot_Q_y,LeftUpLeg_Q_y,LeftLeg_Q_y,LeftFoot_Q_y,Head_Q_z,RightShoulder_Q_z,RightArm_Q_z,RightForeArm_Q_z,RightHand_Q_z,LeftShoulder_Q_z,LeftArm_Q_z,LeftForeArm_Q_z,LeftHand_Q_z,Hip_Q_z,Spine_Q_z,RightUpLeg_Q_z,RightLeg_Q_z,RightFoot_Q_z,LeftUpLeg_Q_z,LeftLeg_Q_z,LeftFoot_Q_z
0.9991137,0.9996591,0.674451,0.9943727,0.9776595,0.9988912,0.6789392,0.9945996,0.9155935,0.9428248,0.999078,0.9992437,0.9972473,0.9991453,0.9899956,0.9703256,0.998717,-0.03553772,0.01739231,-0.07850374,0.06024867,0.1644789,-0.03027584,0.03539672,0.06473283,0.3284165,-0.01500491,0.04263918,-0.02383672,0.06770711,-0.0321186,-0.09510888,0.215455,0.02876635,-0.02106204,-0.006874497,-0.1924365,0.03279086,-0.0537199,-0.01143563,0.1864576,-0.02976247,0.2308702,-0.3329169,-0.003849675,-0.02602787,-0.03022457,0.02068268,0.06445376,0.08733619,-0.009571798,0.00808353,0.018223,-0.708464,0.08073357,0.1193436,-0.03419039,0.7092406,-0.07546905,-0.02302496,0.004768268,-0.003183107,-0.0163193,2.166908E-05,0.01579346,-0.08190714,0.06648154,-0.04056157
0.9990836,0.9996586,0.6750869,0.9945592,0.9778181,0.9988517,0.6796931,0.9944851,0.9155052,0.9427066,0.9990584,0.9993152,0.9972786,0.9991372,0.9897966,0.970359,0.9989069,-0.03581192,0.01710577,-0.07889596,0.05799583,0.1637278,-0.03046568,0.03410564,0.06693875,0.3298115,-0.01582852,0.04310083,-0.02182564,0.06687005,-0.03245715,-0.09606174,0.216261,0.0242852,-0.02201568,-0.007965199,-0.1947856,0.03156789,-0.05292833,-0.01258399,0.182912,-0.03109846,0.2291055,-0.3332127,-0.003665017,-0.0246165,-0.03104376,0.02029948,0.0664634,0.08526278,-0.008272835,0.008057117,0.01807238,-0.7071717,0.08057389,0.1194299,-0.03476718,0.709505,-0.07450924,-0.02419102,0.004795602,-0.003376652,-0.01693689,0.0001193038,0.01610859,-0.08159302,0.06606758,-0.0390739
0.9990957,0.9996585,0.674972,0.9946586,0.977655,0.9988355,0.6806436,0.9943442,0.9152297,0.9425552,0.9990492,0.9993712,0.9973088,0.9991378,0.9895663,0.9706068,0.9990735,-0.0355412,0.0171646,-0.07986379,0.05603171,0.1646756,-0.03042469,0.03246655,0.06951749,0.331784,-0.01645175,0.04326861,-0.01991908,0.06601068,-0.03259357,-0.09694573,0.2155953,0.01796927,-0.02214858,-0.007987238,-0.1971093,0.03056654,-0.05219861,-0.01272736,0.1789028,-0.03247084,0.227249,-0.3336095,-0.003957177,-0.02318553,-0.03189873,0.01977387,0.06899416,0.08387983,-0.008264278,0.007350694,0.01801408,-0.7065285,0.08112036,0.1197833,-0.03521426,0.709693,-0.07343454,-0.02513649,0.004886878,-0.003570348,-0.01796581,0.0004405009,0.01644393,-0.08123965,0.06637329,-0.03822308
0.9990818,0.9996547,0.6745355,0.9949928,0.9767301,0.998853,0.6853107,0.993906,0.9132962,0.9419146,0.9990617,0.9994746,0.9974752,0.9990917,0.9887717,0.97269,0.9992353,-0.03561212,0.01749314,-0.08413249,0.04874333,0.1704171,-0.02981534,0.02702544,0.07836427,0.3391412,-0.01694366,0.04288652,-0.01588842,0.06320176,-0.03387703,-0.099401,0.205145,0.007830027,-0.0227644,-0.007829499,-0.2030576,0.02683661,-0.05189228,-0.01262315,0.164887,-0.03584834,0.2238787,-0.3353782,-0.00432432,-0.02076051,-0.03238051,0.02003163,0.0784001,0.08292974,-0.01337657,0.00701791,0.01798118,-0.7047633,0.08302601,0.1194298,-0.03527717,0.7088238,-0.06873682,-0.02741641,0.005594374,-0.004215675,-0.01915764,0.0005701869,0.01633952,-0.07939358,0.07008813,-0.03589749
0.9990894,0.9996697,0.6735061,0.9951988,0.9763795,0.9988703,0.6888189,0.9934575,0.9123437,0.9415268,0.9990855,0.9995056,0.9976669,0.9990754,0.9882758,0.9751972,0.9992825,-0.03612254,0.01779694,-0.08842191,0.04243091,0.172731,-0.02927277,0.02426935,0.0858281,0.3419875,-0.01643273,0.04218818,-0.01369816,0.06067534,-0.03478684,-0.1008203,0.1923617,0.003679701,-0.0218301,-0.006396565,-0.2063865,0.02464375,-0.05265439,-0.0112672,0.156011,-0.03720318,0.2231188,-0.336474,-0.005444446,-0.02034627,-0.03129341,0.01977936,0.08451205,0.08260205,-0.01779673,0.006243605,0.01740038,-0.7042555,0.08468561,0.1186366,-0.03569974,0.707531,-0.06551172,-0.02986001,0.006526731,-0.004312149,-0.01967181,0.0002666031,0.01572171,-0.07748535,0.07186286,-0.03322935
0.9990677,0.9996746,0.6728547,0.9952974,0.9763653,0.9988307,0.6899658,0.9932619,0.9122702,0.9413658,0.999099,0.9995015,0.9976388,0.9990523,0.9880406,0.9767354,0.9993244,-0.03662675,0.01772856,-0.09090142,0.03904529,0.1726777,-0.02948274,0.02382009,0.08913041,0.3426727,-0.01592713,0.04186465,-0.01434339,0.06092906,-0.03523613,-0.1015282,0.1846439,0.00252182,-0.02217489,-0.006534463,-0.2081224,0.02378434,-0.05304281,-0.01166116,0.1519804,-0.03726164,0.2221692,-0.3369387,-0.005515586,-0.01985242,-0.03169278,0.02029872,0.08732764,0.0815023,-0.01942569,0.005518576,0.01714164,-0.7040516,0.08539969,0.1186581,-0.03649762,0.707306,-0.06401756,-0.0312952,0.007001644,-0.004252933,-0.0199224,-2.578472E-05,0.01551851,-0.07643147,0.07247117,-0.03109675
0.9990343,0.9996764,0.672523,0.9954486,0.9764648,0.9988149,0.6913453,0.9930905,0.9123226,0.9412564,0.9991112,0.9994903,0.997611,0.9990312,0.9878047,0.9784172,0.9993823,-0.03740147,0.01773498,-0.0931079,0.03525142,0.1716687,-0.02940488,0.02384641,0.09202858,0.3428677,-0.01537498,0.04155212,-0.01507528,0.0610799,-0.03554191,-0.1021845,0.1763039,0.002510194,-0.02235931,-0.006716017,-0.209896,0.02252375,-0.0535271,-0.01199622,0.1483725,-0.03733708,0.2213696,-0.3372569,-0.005668066,-0.01951158,-0.03226991,0.02090793,0.0899354,0.07932944,-0.0201073,0.005623434,0.0169537,-0.7035535,0.08562723,0.1190847,-0.03688201,0.7067239,-0.06251464,-0.03323932,0.007601317,-0.004268894,-0.02027711,-0.0002000765,0.01537532,-0.0755773,0.07296335,-0.02871436
0.9989772,0.9996654,0.6715693,0.9956784,0.9766783,0.9987965,0.6939757,0.9929175,0.9138725,0.9410054,0.9991311,0.9995126,0.9979721,0.999001,0.9878572,0.9825122,0.9995561,-0.03881244,0.01812606,-0.09751816,0.02763018,0.1689354,-0.02920549,0.02537588,0.09629374,0.3399033,-0.01438315,0.04100607,-0.01079137,0.05579298,-0.03604506,-0.1009424,0.1571657,0.003472534,-0.02254877,-0.006967623,-0.2144017,0.02047516,-0.05450145,-0.01225724,0.1414137,-0.03602687,0.2190532,-0.3379742,-0.005940501,-0.02128946,-0.03062128,0.02158962,0.09481113,0.07131357,-0.01620575,0.005457401,0.0170875,-0.7025076,0.08626691,0.1207892,-0.03744925,0.7055182,-0.0595349,-0.03631246,0.008684483,-0.004503764,-0.02012122,-0.001144809,0.01522095,-0.07042498,0.0698792,-0.02476067
0.9989285,0.9996696,0.6710491,0.9958333,0.9769112,0.9987939,0.697477,0.9928938,0.9147015,0.9407568,0.9991448,0.9995791,0.9982733,0.999001,0.9887719,0.9859945,0.9996789,-0.04013534,0.01816726,-0.1006547,0.01990092,0.1655479,-0.02924366,0.02677064,0.09975235,0.3393659,-0.01334116,0.04058872,-0.006185258,0.05028746,-0.0366142,-0.09790314,0.1368195,-0.002988956,-0.0222755,-0.007188964,-0.2197902,0.01849273,-0.05595989,-0.0123461,0.1345084,-0.0341648,0.2160228,-0.338674,-0.006304712,-0.02045701,-0.03029537,0.0207804,0.09358884,0.07006396,-0.01368464,0.005888518,0.01670712,-0.7008952,0.08705259,0.1229101,-0.0374583,0.703361,-0.05517382,-0.03855198,0.009928428,-0.004749035,-0.01961811,-0.001957432,0.01498764,-0.06313758,0.06470222,-0.02111755
0.9989265,0.9996715,0.6706745,0.9959005,0.9770676,0.9988246,0.7009371,0.9928852,0.9154533,0.9404917,0.9991621,0.9996129,0.9983716,0.998991,0.9896515,0.988614,0.9997134,-0.04042916,0.01822066,-0.1020759,0.01141849,0.16267,-0.0290753,0.02757846,0.1028947,0.3399352,-0.01218255,0.04000567,-0.004725211,0.04820108,-0.03744256,-0.0947035,0.1174538,-0.004494944,-0.02165813,-0.007197062,-0.2257229,0.0160245,-0.05748626,-0.0120083,0.1275501,-0.03213067,0.2116186,-0.3394088,-0.006908922,-0.01860635,-0.03045244,0.01972211,0.09227079,0.07311647,-0.01527027,0.006497987,0.01652443,-0.6991605,0.0882893,0.1247911,-0.0368771,0.701183,-0.05058825,-0.04008758,0.01133998,-0.005185578,-0.02013571,-0.001891778,0.0150389,-0.05574398,0.05916937,-0.01788325
