Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,,,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,,,,,,,,,,,,,,,,,,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,,,,,,,,,,,,,,,,,,,,,,,,
10.07555,6.026228,80.01015,3.926476,8.336287,10.07197,77.69675,11.3815,13.1128,147.5092,13.01939,48.32445,14.10203,2.07934,11.60916,10.43218, ,0.1369686,0.09117746,0.1885223,1.371233,0.4394989,0.188344,1.619865,0.9532299,0.1630735,1.246124,4.176992,2.658291,1.315349,1.536165,0.8831797,1.073641, ,9.357347,-1.740234,1.975585,-0.2056885,2.199336,-3.207031,-7.636963,-4.016296,-7.733856,-3.854401,-12.68054,48.09446,-0.5136719,-0.2251282,11.03135,-7.157166, ,-2.937653,0.4692051,-7.174469,-3.854218,-2.111725,3.481962,11.26108,10.35728,5.888542,-147.5038,-2.684052,5.37547,-13.19235,-0.8132324,3.630845,-7.501465, ,2.087041,-5.757721,-79.84528,0.7280461,7.719267,8.795948,75.93242,-2.880249,-9.221924,0.4078487,-0.9787903,3.06408,-4.908417,1.902276,0.0983988,-0.8078918,,,,,,0.09117746,0.1885223,1.371233,0.4394989,0.188344,1.619865,0.9532299,0.1630735,,,0.091452599,0.145756173,1.156794133,0.368423456,0.132677821,1.268958956,1.893097378,1.270303621,,,0.18397706,0.231189563,1.154243348,0.374277301,0.128702507,1.205722932,2.392622104,2.050662672,0,,,,,,,,,,,,,,,,,,,,,4.176992,2.658291,1.315349,1.536165,0.8831797,1.073641,,,3.026265578,2.430981889,0.918547178,1.008545998,0.728441867,0.753575178,,,2.452086748,2.33073456,0.930514496,1.149331962,0.760464393,0.700726936,,,,,,,,,,,,,,,,,,,,,,,,,,
9.987346,6.06431,79.97941,2.675289,8.662029,10.1727,76.33333,7.851512,16.91108,148.6481,17.01966,45.17693,13.58827,2.013942,10.9074,11.53008, ,0.08820057,0.03808212,0.03073883,1.251187,0.3257427,0.1007271,1.363419,3.52999,3.798282,1.138992,4.000271,3.147522,0.5137606,0.06539774,0.7017574,1.097897, ,9.196146,-1.808472,3.712105,-0.2954102,4.251252,-3.186462,-11.16861,-3.704865,-7.116547,-3.544067,-16.00742,44.34477,-1.911163,1.27756,10.24568,-8.359314, ,-3.153076,0.6099375,-5.43045,-2.653656,-1.99411,3.618905,11.23786,6.919673,11.74399,-148.6508,-5.799988,9.684642,-12.6348,0.1776469,3.76157,-7.821411, ,2.056047,-5.766144,-79.93008,0.1774295,7.207378,8.860042,73.82436,-0.5487976,-10.66269,0.5972239,-0.006713867,3.434241,-4.425262,1.548897,0.3204819,-0.9553528,,,,,,0.03808212,0.03073883,1.251187,0.3257427,0.1007271,1.363419,3.52999,3.798282,,,0.061420546,0.112124117,1.141928456,0.362785556,0.106091716,1.224655122,2.994494306,2.052882604,,,0.108196682,0.142738946,1.01186572,0.320716707,0.105270349,1.082894268,2.46052073,1.755530918,0,,,,,,,,,,,,,,,,,,,,,4.000271,3.147522,0.5137606,0.06539774,0.7017574,1.097897,,,3.203392233,2.893003333,0.696100111,0.91386188,0.629948811,0.930743444,,,2.39517163,2.62790484,0.726925683,1.04327124,0.59113443,0.78307124,,,,,,,,,,,,,,,,,,,,,,,,,,
9.752326,6.11779,79.81286,1.471901,9.139723,10.22541,75.20232,14.58442,13.69307,149.7255,20.00092,41.33966,13.16343,3.514497,10.38263,12.61976, ,0.2350197,0.05347967,0.1665497,1.203387,0.4776936,0.05271339,1.131004,6.732907,3.218018,1.077362,2.981256,3.837269,0.4248438,1.500555,0.5247726,1.089679, ,8.933355,-1.783264,5.145339,-0.2215271,5.605705,-3.173798,-14.42984,-1.990509,-8.649109,-3.478088,-18.60062,39.70724,-2.317139,2.888808,9.857435,-9.808563, ,-3.260284,0.804914,-3.605774,-1.40863,-1.638275,3.768982,11.81532,14.29082,6.387747,-149.7264,-7.477997,12.57799,-12.04993,1.352756,3.27347,-7.798492, ,1.929515,-5.809387,-79.76868,-0.3629761,6.953793,8.859122,71.7032,-2.399414,-8.993103,0.511167,0.8856092,3.95336,-4.537964,1.510208,0.4275758,-1.015625,,,,,,0.05347967,0.1665497,1.203387,0.4776936,0.05271339,1.131004,6.732907,3.218018,,,0.045138092,0.102681479,0.974077611,0.322914458,0.071915841,1.028483011,3.434953222,2.011556733,,,0.057679977,0.102233576,0.913993452,0.289051597,0.088000412,0.972046764,2.486976476,1.343594915,0,,,,,,,,,,,,,,,,,,,,,2.981256,3.837269,0.4248438,1.500555,0.5247726,1.089679,,,2.625954567,3.103698889,0.500982222,1.044044831,0.462537637,0.954162467,,,2.162046192,3.1688294,0.584492382,1.191263458,0.464307427,0.87933424,,,,,,,,,,,,,,,,,,,,,,,,,,
9.598852,6.151743,79.74357,0.9228016,9.286257,10.26183,74.67922,15.47385,13.95679,150.2538,20.99149,39.02598,12.85052,4.532136,10.24952,13.25731, ,0.1534739,0.03395319,0.06929016,0.5490999,0.146534,0.03641796,0.5231018,0.8894329,0.2637234,0.528244,0.9905701,2.313683,0.3129148,1.017639,0.1331043,0.6375532, ,8.789475,-1.763336,5.752759,-0.1192017,5.963059,-3.183685,-15.90854,-1.62616,-9.017853,-3.544891,-19.61682,37.11783,-2.175873,3.684237,9.838157,-10.5986, ,-3.255676,0.9127345,-2.771118,-0.7168274,-1.396088,3.874272,12.37803,15.23581,6.542549,-150.2517,-7.62326,13.01867,-11.71729,2.198229,2.868702,-7.821136, ,1.842162,-5.836975,-79.66946,-0.568634,6.91154,8.849195,70.5801,-2.398895,-8.957062,0.4097116,1.299804,3.843186,-4.599182,1.535144,0.586041,-0.9963379,,,,,,0.03395319,0.06929016,0.5490999,0.146534,0.03641796,0.5231018,0.8894329,0.2637234,,,0.032112809,0.072311405,0.674784978,0.218836908,0.045809006,0.731259644,2.497307256,1.265786201,,,0.049645387,0.084370722,0.824378084,0.262008027,0.086862027,0.870462304,2.321342182,1.090876228,0,,,,,,,,,,,,,,,,,,,,,0.9905701,2.313683,0.3129148,1.017639,0.1331043,0.6375532,,,1.561559594,2.971218667,0.324573298,1.095704082,0.25423175,0.828023256,,,1.769986778,3.78023768,0.511072754,1.381000157,0.403079976,0.972071892,,,,,,,,,,,,,,,,,,,,,,,,,,
9.420876,6.162299,79.70766,0.7380708,9.375354,10.28829,74.20879,16.39763,14.11966,150.7954,21.52264,36.1852,12.58491,5.724636,10.21391,14.03119, ,0.1779766,0.01055574,0.03590393,0.1847307,0.08909702,0.02646828,0.4704285,0.9237823,0.1628723,0.5416412,0.5311489,2.840782,0.2656088,1.1925,0.03561783,0.7738838, ,8.63559,-1.752899,6.311077,-0.006713867,6.171981,-3.203796,-17.27267,-1.450653,-9.266174,-3.695313,-20.29831,34.15306,-1.830078,4.492119,9.932465,-11.4108, ,-3.208893,1.043308,-2.035675,-0.008453369,-1.129028,4.001229,13.11286,16.1782,6.678149,-150.7896,-7.304321,12.74718,-11.43253,3.245485,2.320785,-8.032257, ,1.750258,-5.831268,-79.58954,-0.7378235,6.909395,8.81249,69.44152,-2.472046,-8.879974,0.3035335,1.631683,3.451664,-4.762177,1.570508,0.7849742,-0.934906,,,,,,0.01055574,0.03590393,0.1847307,0.08909702,0.02646828,0.4704285,0.9237823,0.1628723,,,0.034935157,0.06048075,0.580883811,0.170316069,0.063719957,0.634942767,1.7887743,0.486563942,,,0.046887058,0.072055659,0.737116308,0.241105697,0.091081421,0.777313512,2.121848104,0.827268789,0,,,,,,,,,,,,,,,,,,,,,0.5311489,2.840782,0.2656088,1.1925,0.03561783,0.7738838,,,0.876590489,3.878631222,0.379722529,1.559659333,0.200851963,0.940138,,,1.335117304,4.39315112,0.481945369,1.556453919,0.382630648,1.032111068,,,,,,,,,,,,,,,,,,,,,,,,,,
9.241176,6.141296,79.71495,1.136414,9.44596,10.33223,73.76305,17.36173,14.1605,151.3302,21.57988,32.8889,12.67266,7.081547,10.28014,14.74572, ,0.1796999,0.02100277,0.007286072,0.3983427,0.07060623,0.04393673,0.4457474,0.964098,0.04084301,0.53479,0.05724525,3.296295,0.08774948,1.356912,0.06623459,0.7145271, ,8.491883,-1.753784,6.843659,0.08385178,6.275842,-3.222748,-18.50797,-1.513,-9.353821,-3.936371,-20.60831,30.89677,-1.465637,5.359678,10.10968,-12.2287, ,-3.129425,1.205361,-1.429871,0.6907951,-0.8418274,4.147717,14.0049,17.13155,6.782062,-151.3191,-6.503265,11.86721,-11.45425,4.386533,1.697743,-8.124664, ,1.658091,-5.779572,-79.54431,-0.8985291,6.966986,8.784937,68.26437,-2.628723,-8.781586,0.1817762,1.921842,2.838241,-5.084686,1.701836,0.9411461,-0.8334656,,,,,,0.02100277,0.007286072,0.3983427,0.07060623,0.04393673,0.4457474,0.964098,0.04084301,,,0.050935487,0.054152585,0.656506767,0.190216381,0.105456446,0.663054567,1.455714278,0.138112383,,,0.048728662,0.063428339,0.675318712,0.230485273,0.099678905,0.694042648,1.880136392,0.560275924,0,,,,,,,,,,,,,,,,,,,,,0.05724525,3.296295,0.08774948,1.356912,0.06623459,0.7145271,,,0.60251325,5.352417889,0.465807582,1.98458,0.320818481,1.142813456,,,0.924328006,4.9403112,0.477127064,1.702671966,0.408622743,1.047887776,,,,,,,,,,,,,,,,,,,,,,,,,,
8.887032,6.021938,79.83186,2.711904,9.79954,10.61288,72.52855,20.24939,14.22381,152.6926,20.3609,21.56079,14.06716,11.29132,11.0575,17.09147, ,0.3541441,0.1193576,0.1169128,1.57549,0.3535795,0.280652,1.234497,2.887653,0.06330776,1.362427,1.218981,11.32811,1.394504,4.209777,0.7773638,2.345751, ,8.281207,-1.731842,8.349226,-0.03457642,6.458968,-3.245087,-21.52039,-2.551544,-9.39563,-4.951569,-19.99457,20.12202,-1.208496,8.243748,10.99851,-14.69098, ,-2.761688,1.751405,-0.1083984,2.37948,0.1129021,4.604208,17.27921,19.88608,6.985624,-152.6583,-3.500244,7.884326,-12.57199,7.504586,-0.09909058,-8.733337, ,1.483058,-5.522125,-79.47464,-1.301514,7.379125,8.869074,64.53527,-3.349243,-8.693115,-0.1908875,2.368299,0.773019,-6.075806,2.443363,1.128853,-0.1817627,,,,,,0.1193576,0.1169128,1.57549,0.3535795,0.280652,1.234497,2.887653,0.06330776,,,0.069372719,0.068488213,0.801347989,0.268871198,0.154408749,0.758611867,1.7392461,0.164439933,,,0.053312386,0.066313469,0.644658844,0.233905186,0.112594245,0.649172948,1.624696576,0.302318662,0,,,,,,,,,,,,,,,,,,,,,1.218981,11.32811,1.394504,4.209777,0.7773638,2.345751,,,0.672807122,6.905909556,0.66018214,2.354260278,0.544155134,1.354389167,,,0.679424464,5.39287,0.523249785,1.831131376,0.49030999,1.055372104,,,,,,,,,,,,,,,,,,,,,,,,,,
8.841601,5.920307,79.92245,3.355896,10.26778,10.77952,71.83125,21.94622,14.62821,153.3936,19.60085,13.92938,14.36304,13.25962,11.9871,18.35639, ,0.04543018,0.1016312,0.09059143,0.6439915,0.4682417,0.1666393,0.6972961,1.696831,0.4043989,0.7009888,0.7600536,7.631409,0.2958794,1.968291,0.929595,1.264917, ,8.336634,-1.563019,9.239388,-0.4003296,6.818334,-3.155182,-23.08887,-3.140656,-9.939453,-5.471771,-19.40454,13.04873,-0.215332,10.03334,11.91632,-16.12448, ,-2.478455,1.993629,0.707317,2.989522,0.6552206,4.967255,19.39683,21.48099,7.157352,-153.3406,-2.316895,4.91712,-12.66168,8.453251,-0.3660583,-8.848083, ,1.425773,-5.378723,-79.41592,-1.482025,7.692804,8.900047,62.12581,-3.903076,-8.668457,-0.4585571,1.984076,0.5436205,-6.767365,2.852162,1.213317,0.3856767,,,,,,0.1016312,0.09059143,0.6439915,0.4682417,0.1666393,0.6972961,1.696831,0.4043989,,,0.067374032,0.067490461,0.677159278,0.299491992,0.148182314,0.6691818,1.556942211,0.226659237,,,0.052060613,0.0745227,0.558409212,0.224467587,0.113662629,0.568628528,1.32092712,0.197970691,0,,,,,,,,,,,,,,,,,,,,,0.7600536,7.631409,0.2958794,1.968291,0.929595,1.264917,,,0.598018694,6.504460333,0.602615876,1.981130267,0.678090643,1.151348244,,,0.524488411,5.12916156,0.495102034,1.676281616,0.591170909,0.921111973,,,,,,,,,,,,,,,,,,,,,,,,,,
8.896195,5.909849,79.88846,3.572158,10.46009,10.87963,71.46375,22.69083,14.86489,153.7156,19.36827,10.45672,13.63778,13.97572,12.52513,18.77587, ,0.05459404,0.01045799,0.03399658,0.2162628,0.1923094,0.1001024,0.3675003,0.7446156,0.23668,0.321991,0.2325745,3.472666,0.7252607,0.7161055,0.5380278,0.4194775, ,8.430665,-1.456329,9.687764,-0.6103821,6.97534,-3.107208,-23.72366,-3.379425,-10.27856,-5.641724,-19.23804,9.792978,-1.4263,10.82102,12.44097,-16.6236, ,-2.355469,2.093409,1.030508,3.156052,0.8355829,5.0708,20.42389,22.18509,7.229824,-153.6532,-1.982391,3.583306,-11.61597,8.650376,-0.1708374,-8.829285, ,1.42761,-5.358521,-79.30386,-1.575409,7.805867,8.978203,60.91572,-4.127655,-8.642609,-0.6003723,1.457767,1.160793,-6.87085,2.897388,1.424161,0.6286901,,,,,,0.01045799,0.03399658,0.2162628,0.1923094,0.1001024,0.3675003,0.7446156,0.23668,,,0.046116944,0.06300184,0.453042044,0.241816742,0.108696495,0.502806756,1.170403189,0.233164884,,,0.046393211,0.098383789,0.489999496,0.204109428,0.112500636,0.480535575,1.184821472,0.192439267,0,,,,,,,,,,,,,,,,,,,,,0.2325745,3.472666,0.7252607,0.7161055,0.5380278,0.4194775,,,0.422750723,4.897147889,0.523663567,1.384623711,0.6807035,0.769657711,,,0.465926317,4.51862692,0.508585162,1.457582312,0.705425932,0.75714275,,,,,,,,,,,,,,,,,,,,,,,,,,
8.995859,5.88901,79.86192,3.752769,10.58841,10.9079,71.18275,23.38418,15.05081,154.0371,19.22662,7.70865,13.42915,14.69234,13.14214,19.09826, ,0.09966373,0.02083874,0.02653503,0.1806107,0.1283188,0.0282774,0.2810059,0.6933517,0.1859179,0.3215485,0.1416512,2.748069,0.2086258,0.7166224,0.617013,0.3223991, ,8.553869,-1.406586,10.16964,-0.8027954,7.091033,-3.028656,-24.33054,-3.649597,-10.56146,-5.801605,-19.13855,6.864172,-0.9303589,11.58861,13.04818,-17.10968, ,-2.27005,2.176822,1.287659,3.269436,0.929404,5.127868,21.40448,22.83532,7.269108,-153.9651,-1.837616,2.796714,-11.26248,8.853644,-0.04455566,-8.606934, ,1.457411,-5.315399,-79.19626,-1.681427,7.871228,9.00844,59.79839,-4.33432,-8.610382,-0.741394,0.6710839,2.295775,-7.175781,2.968988,1.566621,0.92014,,,,,,0.02083874,0.02653503,0.1806107,0.1283188,0.0282774,0.2810059,0.6933517,0.1859179,,,0.030952352,0.089122353,0.281798811,0.155915483,0.070114556,0.328037689,0.840746589,0.210342622,,,0.046632869,0.141586917,0.446742408,0.184626321,0.104963104,0.384012752,1.035683212,0.203133699,0,,,,,,,,,,,,,,,,,,,,,0.1416512,2.748069,0.2086258,0.7166224,0.617013,0.3223991,,,0.278479913,3.062388778,0.339790556,0.921020267,0.719148689,0.379696691,,,0.449498544,3.725503017,0.481880571,1.246114976,0.874601384,0.639365894,,,,,,,,,,,,,,,,,,,,,,,,,,
9.115774,5.908391,79.74806,3.956665,10.64113,10.90043,70.95109,24.01595,15.19531,154.3259,19.14198,6.139383,13.29548,15.42604,13.78381,19.24637, ,0.119915,0.01938105,0.1138611,0.2038956,0.05272198,0.007475853,0.2316589,0.6317635,0.1445026,0.2887726,0.08464241,1.569267,0.1336756,0.7336931,0.6416683,0.1481037, ,8.677847,-1.378662,10.58162,-0.9668274,7.166616,-2.990479,-24.83319,-3.941315,-10.78696,-5.971527,-19.04938,4.245415,-0.3621216,12.37502,13.68031,-17.42944, ,-2.251099,2.196982,1.531524,3.40137,0.9227673,5.092815,22.35006,23.42142,7.291097,-154.2458,-1.754486,2.512327,-10.92328,9.067285,0.03277782,-8.292969, ,1.493356,-5.335693,-79.00519,-1.804443,7.874982,9.03424,58.77373,-4.52417,-8.580841,-0.842041,-0.4659424,3.750419,-7.548065,2.963429,1.69385,1.279731,,,,,,0.01938105,0.1138611,0.2038956,0.05272198,0.007475853,0.2316589,0.6317635,0.1445026,,,0.028795772,0.167439793,0.304429189,0.101427302,0.081410729,0.236308631,0.772567744,0.160038741,,,0.049396807,0.193030709,0.403662764,0.162976386,0.098736911,0.286421201,0.870942308,0.229801867,0,,,,,,,,,,,,,,,,,,,,,0.08464241,1.569267,0.1336756,0.7336931,0.6416683,0.1481037,,,0.34352897,2.181725889,0.398688589,0.859230222,0.892328078,0.256222393,,,0.462672742,2.827565096,0.457889604,1.03447532,1.054523148,0.563536215,,,,,,,,,,,,,,,,,,,,,,,,,,
9.278744,5.963137,79.41187,4.466713,10.58115,10.73602,70.73738,25.05302,15.36388,154.7251,19.82886,7.7414,13.71396,16.69746,15.11612,19.19637, ,0.1629696,0.05474567,0.3361893,0.5100489,0.05997849,0.164403,0.213707,1.037075,0.1685658,0.399231,0.6868782,1.602017,0.4184856,1.271427,1.332312,0.04999352, ,8.77955,-1.486755,11.20206,-1.235443,7.299952,-3.082275,-25.74496,-4.268066,-11.11249,-6.158844,-19.41547,0.5707484,0.4210379,13.91373,14.98751,-17.6618, ,-2.435944,2.051509,1.988149,3.786029,0.7449986,4.771441,23.79259,24.4073,7.305841,-154.6399,-3.364014,5.302714,-10.78668,9.195171,0.4316444,-7.55072, ,1.58332,-5.425323,-78.53174,-2.064941,7.676414,8.986673,57.22461,-4.805725,-8.46582,-0.879303,-1.74762,5.639741,-8.510773,2.657818,1.983305,2.349869,,,,,,0.05474567,0.3361893,0.5100489,0.05997849,0.164403,0.213707,1.037075,0.1685658,,,0.04858457,0.284104259,0.410219756,0.116134548,0.110049784,0.170705167,0.782976344,0.19092116,,,0.054350667,0.243301707,0.363190791,0.141245656,0.095072594,0.191395877,0.776870284,0.273145415,0,,,,,,,,,,,,,,,,,,,,,0.6868782,1.602017,0.4184856,1.271427,1.332312,0.04999352,,,0.532878658,1.807706602,0.4755246,0.919248622,1.283531956,0.391072607,,,0.484747162,1.936533624,0.44271856,0.827962824,1.252804832,0.537342196,,,,,,,,,,,,,,,,,,,,,,,,,,
9.291149,5.923745,79.00594,4.997307,10.39538,10.51122,70.81226,25.90537,15.42507,154.7701,20.77706,10.49629,14.92165,17.53725,16.78539,18.49895, ,0.0124054,0.03939199,0.4059296,0.5305939,0.1857758,0.2248058,0.07487488,0.8523502,0.06119347,0.04490662,0.9482002,2.754894,1.207687,0.8397884,1.66927,0.6974277, ,8.651508,-1.597107,11.4441,-1.535797,7.507796,-3.17392,-26.78329,-4.014465,-11.30838,-6.085022,-20.15527,-0.2305908,0.3047943,15.14239,16.644,-17.07285, ,-2.774017,1.769948,2.180352,4.235001,0.637108,4.317522,24.20863,25.31717,7.334425,-154.6957,-4.999573,9.494506,-11.92068,8.907045,0.9074473,-6.556335, ,1.752073,-5.448029,-78.0636,-2.221588,7.208991,8.927514,56.46141,-4.817841,-8.29187,-0.7087097,-0.3406677,4.45512,-9.018066,2.077476,2.121386,4.002252,,,,,,0.03939199,0.4059296,0.5305939,0.1857758,0.2248058,0.07487488,0.8523502,0.06119347,,,0.067839522,0.354635467,0.4467983,0.151477607,0.120262886,0.105651859,0.6537539,0.278231946,,,0.061107373,0.283972786,0.352748722,0.139241031,0.091741791,0.142677617,0.75670426,0.328489578,0,,,,,,,,,,,,,,,,,,,,,0.9482002,2.754894,1.207687,0.8397884,1.66927,0.6974277,,,0.650119557,1.467424823,0.564335378,0.802565722,1.6014547,0.663598849,,,0.510556941,1.408913984,0.514985788,0.712132376,1.536993268,0.628372647,,,,,,,,,,,,,,,,,,,,,,,,,,
9.374852,5.789106,78.52369,5.509549,10.13542,10.51562,70.8111,26.17936,16.04035,154.6449,21.305,10.56321,15.05456,18.13262,19.10135,17.14274, ,0.08370304,0.1346393,0.482254,0.5122414,0.2599611,0.004398346,0.001152039,0.273983,0.615283,0.1251831,0.5279369,0.06691742,0.1329136,0.5953712,2.315962,1.356211, ,8.59682,-1.438995,11.28745,-1.868073,7.533636,-2.840729,-27.68958,-3.52063,-11.46429,-5.91391,-20.94565,1.433884,-0.3701477,15.94033,18.93472,-15.49774, ,-3.000366,1.736381,1.638254,4.697885,0.825778,4.222796,23.61604,25.71567,8.268812,-154.5802,-3.334778,9.385737,-12.56598,8.755286,1.244261,-5.065277, ,2.023559,-5.354034,-77.66205,-2.269318,6.789346,9.101036,56.25566,-4.371887,-8.493256,-0.5802917,-1.531708,4.754687,-8.258484,1.41406,2.419522,6.06182,,,,,,0.1346393,0.482254,0.5122414,0.2599611,0.004398346,0.001152039,0.273983,0.615283,,,0.08871249,0.359143578,0.393828308,0.163441226,0.087556838,0.064263241,0.641731711,0.446495804,,,0.086740368,0.315040589,0.352319412,0.153578222,0.089329035,0.134114383,0.757749644,0.405165031,0,,,,,,,,,,,,,,,,,,,,,0.5279369,0.06691742,0.1329136,0.5953712,2.315962,1.356211,,,0.60956,0.821940957,0.452407444,0.605404911,1.803218889,0.908360147,,,0.503303137,1.141010624,0.613855592,0.619230044,1.920395184,0.812939482,,,,,,,,,,,,,,,,,,,,,,,,,,
9.457982,5.694877,78.30051,5.690475,10.02205,10.57849,70.74624,26.25221,16.64866,154.5721,21.7972,10.52821,14.83508,18.36906,20.56842,16.22314, ,0.08312988,0.09422874,0.2231827,0.1809268,0.1133699,0.06287003,0.06486511,0.072855,0.6083069,0.07279968,0.4922028,0.03500557,0.2194834,0.2364368,1.467066,0.9195938, ,8.624993,-1.359497,11.15657,-1.920258,7.425498,-2.597961,-27.84326,-3.232758,-11.69809,-5.805054,-21.48724,3.19956,-0.7783508,16.14983,20.38893,-14.23001, ,-3.067719,1.824109,1.194498,4.891294,0.9979291,4.317276,23.00209,25.84878,9.023271,-154.5117,-2.797699,8.921594,-12.60165,8.870271,1.245062,-4.132813, ,2.163593,-5.242828,-77.50403,-2.26886,6.726323,9.207131,56.44,-4.131104,-8.696899,-0.5308838,-1.92511,4.847821,-7.719757,1.111694,2.65958,7.165658,,,,,,0.09422874,0.2231827,0.1809268,0.1133699,0.06287003,0.06486511,0.072855,0.6083069,,,0.085730718,0.304187344,0.271388116,0.152330387,0.060980901,0.087313336,0.753925578,0.557845863,,,0.121051622,0.335367124,0.358265431,0.157855868,0.093820842,0.164276429,0.78503862,0.456361548,0,,,,,,,,,,,,,,,,,,,,,0.4922028,0.03500557,0.2194834,0.2364368,1.467066,0.9195938,,,0.488659111,0.442751752,0.506732,0.424141756,2.009946778,0.944291389,,,0.491478872,1.019157839,0.889371856,0.569327556,2.397547492,1.238320218,,,,,,,,,,,,,,,,,,,,,,,,,,
9.545397,5.62237,78.10939,5.765116,9.989228,10.61355,70.66451,28.31836,15.98361,154.5271,22.13174,10.51331,14.43498,18.60771,22.24452,15.40057, ,0.08741474,0.07250738,0.1911163,0.07464027,0.03281784,0.03506184,0.08172607,2.066151,0.6650467,0.04493713,0.3345451,0.01490021,0.4000998,0.2386532,1.6761,0.8225718, ,8.671955,-1.368439,11.02916,-1.856934,7.288001,-2.379547,-27.78845,-3.194763,-11.8205,-5.7836,-21.87463,5.328459,-1.291443,16.35869,22.04819,-12.73816, ,-3.116821,1.945665,0.7853963,5.006529,1.19014,4.465454,22.33194,27.90464,7.782618,-154.4712,-2.405487,8.031419,-12.41211,8.974413,1.265421,-3.139465, ,2.270683,-5.118195,-77.37122,-2.257233,6.808107,9.2407,56.75752,-4.556702,-8.312317,-0.4500427,-1.960999,4.60071,-7.131165,0.7374442,2.941903,8.444402,,,,,,0.07250738,0.1911163,0.07464027,0.03281784,0.03506184,0.08172607,2.066151,0.6650467,,,0.117787633,0.290454422,0.239582434,0.157341102,0.072692347,0.170397441,1.024954956,0.580665067,,,0.151414246,0.344656364,0.377725562,0.165286443,0.095607914,0.203337403,0.840184804,0.473441206,0,,,,,,,,,,,,,,,,,,,,,0.3345451,0.01490021,0.4000998,0.2386532,1.6761,0.8225718,,,0.369117089,0.719483866,0.868176311,0.363216611,2.581948222,1.055684178,,,0.4617298,1.073656048,1.2312206,0.566987672,2.94106196,1.824089733,,,,,,,,,,,,,,,,,,,,,,,,,,
9.604076,5.587165,77.79392,5.56976,10.24876,10.67004,70.31392,29.35251,16.55745,154.7677,21.88358,11.47453,12.80656,19.20784,26.27945,14.71572, ,0.05867958,0.03520489,0.3154678,0.1953554,0.2595301,0.05649185,0.3505936,1.034147,0.5738392,0.2405701,0.2481594,0.9612198,1.628424,0.6001282,4.034929,0.6848478, ,8.709668,-1.548157,10.71373,-1.499115,7.132978,-1.913116,-27.18723,-3.297638,-12.53827,-6.283966,-21.67859,9.462492,-1.67926,17.01075,25.9953,-9.097443, ,-3.146454,2.283134,0.2949059,4.928144,1.467113,4.88627,21.42525,28.94648,8.09955,-154.7164,-1.773682,5.4541,-10.76404,8.867128,1.865366,-0.9874878, ,2.323694,-4.890259,-77.14066,-2.185211,7.308613,9.212625,57.20558,-4.598694,-8.149902,-0.2294922,-2.111816,4.013724,-6.586792,-0.4901123,3.868777,11.61572,,,,,,0.03520489,0.3154678,0.1953554,0.2595301,0.05649185,0.3505936,1.034147,0.5738392,,,0.190972808,0.3529078,0.357656371,0.184158963,0.110624958,0.310632494,0.982594156,0.502152344,,,0.180752777,0.34530364,0.418269515,0.182580681,0.099858137,0.247731628,0.756161956,0.446992494,0,,,,,,,,,,,,,,,,,,,,,0.2481594,0.9612198,1.628424,0.6001282,4.034929,0.6848478,,,0.359369267,1.333718954,1.714533444,0.514748689,3.682252556,1.985474311,,,0.432101276,1.26417764,1.57928558,0.609267536,3.55009788,2.504485012,,,,,,,,,,,,,,,,,,,,,,,,,,
