Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,,,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,,,,,,,,,,,,,,,,,,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v,,,,,,,,,,,,,,,,,,,,,,,,,,
8.792286,6.969289,81.83287,3.1877,16.80354,11.28889,68.60744,31.12548,21.04018,155.4542,22.28375,10.04517,14.38837,18.78215,18.5125,15.35703, ,0.3469524,0.05261803,0.2350464,0.09775949,0.05940247,0.05429745,0.2291489,0.5278301,0.08317566,0.1649475,0.6726208,0.7996674,0.2157345,0.6444073,2.246332,1.051715, ,8.70149,-0.5403442,7.469527,2.547061,9.448606,-1.93396,-20.694,11.40489,1.335748,-5.784424,-22.1355,3.472435,0.4970138,16.04495,18.36151,-14.36374, ,0.1083565,2.924865,-2.24408,1.285848,2.781153,4.952523,26.7656,28.90219,7.696716,-155.3126,-2.57608,8.047002,-12.66901,9.760864,0.846812,-1.678253, ,1.265072,-6.317291,-81.67224,-1.393372,13.86353,9.878985,55.86419,-0.9254456,-19.46188,-2.089783,-0.03076172,5.165811,-6.871979,2.987109,2.354509,5.398797,,,,,,0.05261803,0.2350464,0.09775949,0.05940247,0.05429745,0.2291489,0.5278301,0.08317566,,,0.149171621,0.205654565,0.202342226,0.097846356,0.052459293,0.222150178,0.473179245,0.057534113,,,0.166875666,0.18795013,0.310484623,0.1299852,0.064892422,0.248538216,0.488659772,0.073955612,0,,,,,,,,,,,,,,,,,,,,,0.6726208,0.7996674,0.2157345,0.6444073,2.246332,1.051715,,,0.494025778,0.774833667,0.468748189,0.626766972,1.781862889,0.696016644,,,0.433907938,1.107373144,0.700463386,0.572978218,1.887501692,0.63059666,,,,,,,,,,,,,,,,,,,,,,,,,,
9.020647,6.857024,81.82855,3.018694,16.79297,11.3495,68.47475,31.33136,21.06239,155.4524,22.70149,10.48703,13.95246,18.94665,19.89152,14.66128, ,0.2283611,0.1122651,0.004318237,0.1690066,0.01056671,0.06060123,0.1326904,0.2058773,0.02220726,0.001785278,0.4177399,0.4418659,0.4359083,0.1645012,1.379019,0.6957521, ,8.920725,-0.5608826,7.329627,2.290448,9.452928,-1.808502,-20.2178,11.06602,1.057851,-5.692108,-22.55551,5.08037,0.1125627,16.30579,19.71523,-13.16367, ,0.09065068,3.005822,-2.351318,1.350026,2.931365,5.043768,26.85316,29.23088,7.770087,-155.3241,-2.478485,7.739646,-12.50629,9.717596,1.167444,-0.930481, ,1.344542,-6.153137,-81.67999,-1.403564,13.82889,9.929517,55.91393,-1.104095,-19.49185,-1.891876,-0.3976746,5.291166,-6.209381,2.511208,2.596824,6.510693,,,,,,0.1122651,0.004318237,0.1690066,0.01056671,0.06060123,0.1326904,0.2058773,0.02220726,,,0.12755214,0.123246081,0.232468046,0.057326634,0.071265109,0.2206226,0.297048345,0.055745869,,,0.155089624,0.167584224,0.296301634,0.14084678,0.074268451,0.254084784,0.398610116,0.085096743,0,,,,,,,,,,,,,,,,,,,,,0.4177399,0.4418659,0.4359083,0.1645012,1.379019,0.6957521,,,0.453918478,0.911097211,0.643671444,0.346575233,1.965523556,0.683461611,,,0.473387084,1.19671474,1.0447649,0.51508886,2.404901352,1.055122788,,,,,,,,,,,,,,,,,,,,,,,,,,
9.318602,6.737199,81.86417,2.706704,16.77387,11.42626,68.28246,31.32835,21.05816,155.4382,23.07093,11.16011,13.4375,18.9992,21.4976,14.0242, ,0.2979546,0.1198254,0.03561401,0.31199,0.01909637,0.07676029,0.1922913,0.003011703,0.00422287,0.01419067,0.3694382,0.6730757,0.5149555,0.05254745,1.606085,0.6370754, ,9.210308,-0.5635071,7.22805,1.951892,9.406515,-1.658264,-19.62006,10.66174,0.7897817,-5.613281,-22.91791,7.003601,-0.1500854,16.48783,21.28069,-11.6694, ,0.07949278,3.049697,-2.448944,1.269098,3.018677,5.141109,27.1005,29.36,7.881023,-155.3225,-2.464783,7.228283,-12.23431,9.557822,1.617792,-0.1410217, ,1.422565,-5.996704,-81.72501,-1.359283,13.82446,9.998397,55.86317,-1.241211,-19.47314,-1.692902,-0.6442566,5.297944,-5.550385,1.947737,2.923829,7.805043,,,,,,0.1198254,0.03561401,0.31199,0.01909637,0.07676029,0.1922913,0.003011703,0.00422287,,,0.139857026,0.102186412,0.343079321,0.096478978,0.085093699,0.267013556,0.239137423,0.085011166,,,0.144677522,0.154942623,0.288724741,0.166622264,0.08569606,0.259460761,0.357822165,0.160123005,0,,,,,,,,,,,,,,,,,,,,,0.3694382,0.6730757,0.5149555,0.05254745,1.606085,0.6370754,,,0.441550378,1.369155478,1.183314067,0.211172528,2.570826,0.813652756,,,0.486457536,1.399872424,1.403258972,0.512210162,2.97818848,1.682873776,,,,,,,,,,,,,,,,,,,,,,,,,,
9.934477,6.504782,82.04171,2.015108,16.62052,11.60592,67.82064,30.90773,20.89333,155.4406,23.41224,13.8211,11.29896,18.85042,25.5582,13.86649, ,0.6158752,0.2324166,0.1775436,0.691596,0.1533546,0.1796598,0.4618225,0.4206123,0.1648369,0.002380371,0.3413181,2.660991,2.138545,0.148777,4.060602,0.1577072, ,9.817113,-0.607666,7.20522,1.460358,8.994998,-1.209015,-18.30032,10.09966,0.3485777,-5.749573,-23.14905,11.03904,-0.6630249,16.7637,25.17986,-8.041443, ,0.1313864,3.15353,-2.431793,0.7195606,2.954307,5.426166,27.75749,29.10441,8.191752,-155.3448,-3.380707,7.305791,-10.18484,8.687329,2.926845,1.609239, ,1.530012,-5.674286,-81.90399,-1.17868,13.91098,10.13476,55.63016,-1.313354,-19.20883,-1.252167,-0.5219116,4.771962,-4.795044,0.2691523,4.026455,11.07866,,,,,,0.2324166,0.1775436,0.691596,0.1533546,0.1796598,0.4618225,0.4206123,0.1648369,,,0.154465609,0.138779529,0.39467191,0.209148806,0.104622615,0.318241544,0.272072878,0.143891656,,,0.137144904,0.149205928,0.2847681,0.20746233,0.09552123,0.262051396,0.38836324,0.302857158,0,,,,,,,,,,,,,,,,,,,,,0.3413181,2.660991,2.138545,0.148777,4.060602,0.1577072,,,0.496423522,1.952446033,2.096583811,0.384731944,3.768126667,1.8098425,,,0.481991898,1.655322652,1.7842254,0.562798988,3.60625404,2.444056684,,,,,,,,,,,,,,,,,,,,,,,,,,
10.35284,6.662038,81.82764,1.682328,16.19674,11.60517,67.41257,30.54534,20.59816,155.258,22.73734,17.11889,15.03928,18.37847,30.75181,16.51951, ,0.4183664,0.1572556,0.2140656,0.3327792,0.4237766,0.000742912,0.4080734,0.3623924,0.2951679,0.1825867,0.674902,3.297791,3.740319,0.4719467,5.193605,2.653015, ,10.23817,-0.8033447,7.158325,1.382639,8.283234,-0.8762207,-16.66614,10.28752,0.1195197,-6.32724,-22.03967,13.27654,6.178927,16.78289,30.30587,-2.234253, ,0.03750387,2.970895,-2.074036,-0.1850891,2.516137,5.45131,28.14351,28.66919,8.463717,-155.1878,-5.652527,10.48706,-12.03952,6.986968,3.774215,4.721876, ,1.541978,-5.930237,-81.67697,-0.942627,13.88603,10.17007,55.75543,-1.186401,-18.78687,-0.5696411,0.1560114,4.199903,-7.27179,-1.928497,4.854993,15.58551,,,,,,0.1572556,0.2140656,0.3327792,0.4237766,0.000742912,0.4080734,0.3623924,0.2951679,,,0.136172651,0.172456532,0.304429254,0.322200852,0.106607214,0.30236308,0.3805474,0.344279019,,,0.126401764,0.144259642,0.297676503,0.272479988,0.108017148,0.241896671,0.533360932,0.5820861,0,,,,,,,,,,,,,,,,,,,,,0.674902,3.297791,3.740319,0.4719467,5.193605,2.653015,,,0.565419533,2.199818522,2.685440833,0.708905839,4.746716556,3.576616644,,,0.469459169,1.809176452,2.124818064,0.734431534,4.30184152,3.349775128,,,,,,,,,,,,,,,,,,,,,,,,,,
10.39915,6.688551,81.61494,1.663614,15.67078,11.41816,67.26728,30.29521,20.41863,154.7575,21.79991,18.32433,11.53212,16.5757,37.50475,25.05904, ,0.0463028,0.02651358,0.2127075,0.01871419,0.5259628,0.1870165,0.1452866,0.2501335,0.1795254,0.5004425,0.9374371,1.205442,3.507162,1.802767,6.752935,8.539528, ,10.26736,-0.7221375,6.492498,1.02141,7.564942,-1.256287,-14.36539,10.85745,0.0149198,-6.36969,-21.09814,16.12271,4.680552,14.92786,37.32989,5.501482, ,-0.2954712,2.447226,-2.456543,-1.08136,1.794809,5.139645,28.04404,28.21612,8.577443,-154.7256,-5.585388,8.764893,-8.717072,4.739128,1.633982,11.72087, ,1.599795,-6.198669,-81.51022,-0.755127,13.73587,10.06579,56.73726,-0.977478,-18.5459,0.1395488,0.4614069,2.2764,-6.302765,-4.869934,3.899364,22.07571,,,,,,0.02651358,0.2127075,0.01871419,0.5259628,0.1870165,0.1452866,0.2501335,0.1795254,,,0.114360171,0.176549273,0.184740409,0.3694232,0.116962106,0.219942734,0.560333422,0.6640471,,,0.139640083,0.172949216,0.330393395,0.33617727,0.133958654,0.206201785,0.775208204,1.002866252,0,,,,,,,,,,,,,,,,,,,,,0.9374371,1.205442,3.507162,1.802767,6.752935,8.539528,,,0.539099607,1.917609444,2.654045333,1.0506087,5.187272556,5.321884467,,,0.493539579,1.750129543,2.251312172,0.993440984,4.90163112,4.13244838,,,,,,,,,,,,,,,,,,,,,,,,,,
10.24203,6.57245,81.70873,1.67253,15.42003,11.27103,67.35782,31.28845,18.89857,154.5241,21.93703,19.82338,10.39048,15.56703,41.41122,31.258, ,0.1571198,0.1161013,0.09379578,0.008915305,0.2507467,0.1471233,0.09053802,0.9932461,1.52006,0.2334137,0.1371212,1.499052,1.141641,1.008677,3.906475,6.198959, ,10.09867,-0.7046814,6.182832,0.5278732,7.269294,-1.568726,-13.20663,10.88836,0.3153848,-6.368896,-21.20587,18.02187,5.151976,13.53616,41.32272,8.601004, ,-0.4329224,2.17832,-3.180237,-1.477875,1.411066,5.040532,27.60742,29.18526,7.408424,-154.5069,-5.720856,8.397491,-8.052032,3.923017,-0.565094,17.23529, ,1.616625,-6.174805,-81.63617,-0.5852661,13.62517,9.893186,57.59441,-1.581116,-17.37485,0.412675,0.4958735,1.409315,-4.461426,-6.184448,2.503926,26.08604,,,,,,0.1161013,0.09379578,0.008915305,0.2507467,0.1471233,0.09053802,0.9932461,1.52006,,,0.101300411,0.14045715,0.215026744,0.368191589,0.133222675,0.133984041,0.972568633,1.356980411,,,0.184216886,0.242352886,0.390847035,0.382200643,0.147342099,0.209763488,1.40258596,1.755672719,0,,,,,,,,,,,,,,,,,,,,,0.1371212,1.499052,1.141641,1.008677,3.906475,6.198959,,,0.353367713,1.697863667,2.217583778,1.237923056,5.244523889,5.674220889,,,0.494825798,1.668592731,2.138804252,1.160243806,5.26985572,4.495090472,,,,,,,,,,,,,,,,,,,,,,,,,,
10.03455,6.40188,81.86629,1.904066,15.17551,11.25482,67.4424,32.44917,17.25602,154.3233,22.01125,21.21087,8.928019,14.62987,45.57711,35.67472, ,0.2074757,0.1705704,0.1575546,0.2315361,0.2445192,0.01621723,0.08457947,1.160711,1.642555,0.2008057,0.07422066,1.387482,1.462457,0.9371529,4.165886,4.416721, ,9.873809,-0.7829285,5.922705,-0.07470703,7.010538,-1.773956,-12.20413,11.20323,0.5819432,-6.494812,-21.31873,19.89261,4.634067,12.09998,45.48448,10.2821, ,-0.5018616,1.95386,-4.120941,-1.864929,1.084643,5.028879,26.95322,30.22361,6.135523,-154.3204,-5.530548,7.495617,-7.232178,3.234977,-2.535736,21.29102, ,1.676697,-6.059662,-81.81714,-0.3761292,13.49066,9.837489,58.4562,-2.119049,-16.09454,0.697332,0.115777,0.7851462,-2.754089,-7.24292,0.8363824,28.93582,,,,,,0.1705704,0.1575546,0.2315361,0.2445192,0.01621723,0.08457947,1.160711,1.642555,,,0.163839673,0.20231882,0.440917344,0.399461944,0.172286766,0.095309788,1.496652411,2.178622156,,,0.235675896,0.32350735,0.46311718,0.415643796,0.155018684,0.246687312,2.00247928,2.402868192,0,,,,,,,,,,,,,,,,,,,,,0.07422066,1.387482,1.462457,0.9371529,4.165886,4.416721,,,0.38159112,1.441245809,1.903127111,1.444876522,5.574297,4.855566111,,,0.5171133,1.502119474,1.976125748,1.25467938,5.4519868,4.509340008,,,,,,,,,,,,,,,,,,,,,,,,,,
9.467173,6.413856,81.83815,2.979281,14.57877,11.60524,67.37596,35.03846,13.5427,154.2008,22.08198,23.51084,6.074244,12.46638,54.02715,39.58031, ,0.567378,0.01197624,0.02813721,1.075215,0.5967436,0.3504238,0.06643677,2.589298,3.713315,0.1225433,0.0707283,2.299978,2.853774,2.16349,8.450043,3.905598, ,9.28127,-1.18454,5.310055,-1.221405,6.490387,-1.781982,-10.8035,12.43236,1.049885,-6.500336,-21.52213,23.04918,2.577146,8.538671,53.83746,13.9607, ,-0.3625488,1.826498,-6.149078,-2.717194,0.6780821,5.274956,25.34352,32.3932,3.307806,-154.2414,-3.686432,4.766678,-5.49826,2.471083,-5.452301,24.62194, ,1.80472,-6.05246,-81.79059,0.08142246,13.08228,10.10478,59.72255,-2.85376,-13.06226,1.498945,-2.70636,0.8518453,-0.3363037,-8.567322,-3.004883,31.23345,,,,,,0.01197624,0.02813721,1.075215,0.5967436,0.3504238,0.06643677,2.589298,3.713315,,,0.293044047,0.387200201,0.722674012,0.484667144,0.208472244,0.199052586,2.870921678,3.620996222,,,0.28770795,0.408806716,0.532493259,0.434315948,0.169311401,0.323936456,2.560196628,2.927780816,0,,,,,,,,,,,,,,,,,,,,,0.0707283,2.299978,2.853774,2.16349,8.450043,3.905598,,,0.538576669,1.359271952,1.770775311,1.568896867,6.163208556,3.964259667,,,0.568404254,1.262502921,1.739014864,1.281290245,5.41594552,4.2870444,,,,,,,,,,,,,,,,,,,,,,,,,,
8.564526,7.094033,80.94652,4.065954,13.93811,11.92506,67.52077,37.61098,9.509044,154.2315,20.22345,23.50558,4.831463,10.42105,60.23219,37.87902, ,0.902647,0.6801772,0.8916321,1.086673,0.6406565,0.3198185,0.1448135,2.572517,4.033659,0.03070068,1.858522,0.005264282,1.242781,2.045329,6.205044,1.70129, ,8.392686,-1.442841,4.01511,-1.979492,5.753489,-2.224182,-9.38974,14.03002,1.205166,-6.14859,-19.47073,23.31858,0.3053148,4.129614,60.23053,19.86492, ,-0.1558228,1.671813,-7.763672,-3.533295,0.3603233,5.212935,23.92864,34.40537,0.1268991,-154.3176,-2.158234,3.041995,-4.772705,1.462209,-0.003448486,19.40457, ,1.690105,-6.763031,-80.82718,0.4282135,12.71359,10.39587,61.0232,-3.411407,-9.430389,2.415845,-4.694366,0.7700777,0.6739275,-9.405334,-0.4723816,29.74281,,,,,,0.6801772,0.8916321,1.086673,0.6406565,0.3198185,0.1448135,2.572517,4.033659,,,0.45497662,0.642467836,0.783599656,0.515305322,0.197673583,0.402223357,3.819084444,4.300096211,,,0.356091534,0.511970764,0.554382698,0.416074112,0.173030351,0.489930397,3.040343428,3.165336645,0,,,,,,,,,,,,,,,,,,,,,1.858522,0.005264282,1.242781,2.045329,6.205044,1.70129,,,0.826397229,0.948221761,1.459837189,1.417301501,5.822613667,3.486362556,,,0.672789627,0.945995951,1.4093247,1.161392801,4.93333476,3.86700228,,,,,,,,,,,,,,,,,,,,,,,,,,
7.699398,7.877904,79.7383,4.699041,13.38744,11.93084,68.56361,28.00028,18.08558,154.352,19.59105,24.55455,5.655002,9.765094,65.70261,32.35246, ,0.865128,0.7838712,1.208221,0.6330876,0.5506754,0.005784035,1.042839,9.610699,8.576533,0.1205139,0.6323986,1.048969,0.8235388,0.655961,5.470413,5.526562, ,7.558812,-1.614014,2.268028,-2.301727,4.513354,-3.12677,-7.929382,15.3725,1.748495,-5.881348,-18.23169,23.83399,-1.750061,-0.025177,65.36773,19.31153, ,-0.08172607,1.232392,-9.354919,-4.062653,-0.116333,4.579274,22.84489,23.68957,8.058775,-154.4703,-4.417725,6.080128,-5.206085,0.6000535,9.162599,8.67456, ,1.45827,-7.629517,-79.43738,0.6176792,12.60182,10.44413,63.07029,2.80023,-15.98761,3.165155,-5.022858,1.040129,1.429818,-9.746887,6.013874,26.14212,,,,,,0.7838712,1.208221,0.6330876,0.5506754,0.005784035,1.042839,9.610699,8.576533,,,0.504841238,0.75258539,0.612780842,0.442621356,0.145604234,0.692717641,4.446383111,4.276591522,,,0.378202285,0.556390304,0.528529594,0.3787573,0.166518589,0.733689555,3.448871524,3.097973726,0,,,,,,,,,,,,,,,,,,,,,0.6323986,1.048969,0.8235388,0.655961,5.470413,5.526562,,,0.772458522,0.732930385,1.060591067,0.937279424,4.678437111,3.572811778,,,0.721435121,0.79563211,1.177292016,0.947910026,4.187021652,3.420182898,,,,,,,,,,,,,,,,,,,,,,,,,,
7.395964,8.169897,79.26125,4.843278,13.21102,11.83987,69.44605,26.90678,17.70794,154.3245,19.20952,24.98738,6.248111,9.721422,67.4842,29.36011, ,0.3034339,0.2919927,0.4770432,0.1442366,0.1764212,0.09097385,0.8824387,1.093504,0.3776379,0.0275116,0.3815346,0.432827,0.5931091,0.04367161,1.781593,2.992352, ,7.273713,-1.721283,1.384791,-2.40506,3.725511,-3.529968,-7.339264,15.48002,2.132968,-5.782532,-17.7037,24.11785,-2.578094,-1.630371,66.87253,18.74722, ,-0.05328369,1.002721,-10.42133,-4.15979,-0.4273071,4.269133,22.239,22.28402,7.845342,-154.4493,-4.918365,6.706739,-5.439056,0.06341496,12.84963,5.218245, ,1.335536,-7.938904,-78.80151,0.7044705,12.65602,10.33766,64.42423,2.890984,-15.59912,3.350024,-4.930023,0.7903022,1.805345,-9.584747,8.685912,22.97576,,,,,,0.2919927,0.4770432,0.1442366,0.1764212,0.09097385,0.8824387,1.093504,0.3776379,,,0.421722756,0.647865222,0.357187462,0.287765311,0.122589636,0.970831089,3.380129889,2.538349303,,,0.346856099,0.514020938,0.492947129,0.334624692,0.186466561,0.980002416,3.21425932,2.355030695,0,,,,,,,,,,,,,,,,,,,,,0.3815346,0.432827,0.5931091,0.04367161,1.781593,2.992352,,,0.7115112,0.440555516,0.780222767,0.472893592,2.967628,3.222974667,,,0.84785325,0.685586269,1.043325848,0.82527765,3.296699372,2.901300359,,,,,,,,,,,,,,,,,,,,,,,,,,
7.180394,8.405539,78.87814,4.922009,13.11035,11.71879,70.43105,25.64277,17.48412,154.1873,18.70543,25.26068,6.79726,9.847563,68.75558,27.07737, ,0.21557,0.2356415,0.3831177,0.07873058,0.100667,0.1210775,0.9850006,1.264011,0.2238159,0.1371918,0.5040894,0.2733059,0.549149,0.1261406,1.271378,2.282738, ,7.079964,-1.793823,0.4688303,-2.535553,2.964103,-3.819977,-6.837067,15.48288,2.414597,-5.716156,-17.09818,24.2746,-3.292084,-3.092224,67.92565,17.52586, ,-0.004882813,0.7854853,-11.63739,-4.152527,-0.7553406,4.041617,21.54455,20.69786,7.610297,-154.3114,-5.496521,7.094101,-5.603394,-0.5494385,15.38156,3.56627, ,1.197544,-8.186981,-78.20044,0.8436923,12.73056,10.18566,65.86634,2.84335,-15.40778,3.36729,-4.508728,0.2638554,2.162724,-9.319672,10.29885,20.97304,,,,,,0.2356415,0.3831177,0.07873058,0.100667,0.1210775,0.9850006,1.264011,0.2238159,,,0.2801897,0.451438022,0.260899082,0.202305178,0.160864193,1.263082689,2.691039333,1.145353818,,,0.300881386,0.437852435,0.472989904,0.292046456,0.215567784,1.200184583,2.99671668,1.717769871,0,,,,,,,,,,,,,,,,,,,,,0.5040894,0.2733059,0.549149,0.1261406,1.271378,2.282738,,,0.756819889,0.403807291,0.816991778,0.381310513,1.869127922,2.651029493,,,0.99351702,0.644061548,0.914853164,0.777520134,2.44875764,2.392797256,,,,,,,,,,,,,,,,,,,,,,,,,,
7.023691,8.605863,78.55279,5.193676,13.22763,11.46195,72.32072,22.82405,17.40625,153.626,17.57793,25.27739,8.051782,10.36306,70.43082,24.36755, ,0.1567025,0.2003241,0.3253479,0.271668,0.1172829,0.2568436,1.889671,2.81872,0.07787323,0.5612488,1.127499,0.01670456,1.254521,0.5154953,1.675247,2.709826, ,6.959931,-1.921692,-1.422791,-2.974579,1.858954,-4.143646,-5.82666,15.08264,2.48959,-5.688873,-15.52371,24.04525,-4.591797,-5.99649,69.81153,13.68103, ,0.1366876,0.4073745,-14.09534,-4.057587,-1.211487,3.74836,19.9873,17.33109,7.029666,-153.7324,-6.448029,7.910066,-6.139587,-1.97348,13.37564,3.886861, ,0.9437143,-8.385925,-77.29315,1.400721,13.02138,9.877345,68.63535,2.623669,-15.58701,2.990294,-4.377716,0.2882395,2.724835,-8.120026,6.544531,20.31118,,,,,,0.2003241,0.3253479,0.271668,0.1172829,0.2568436,1.889671,2.81872,0.07787323,,,0.184623267,0.272722882,0.37943724,0.210657889,0.261773017,1.575228322,2.328310111,0.16014333,,,0.246155947,0.338461578,0.487370381,0.253377902,0.246465773,1.38507804,2.79869892,1.179861456,0,,,,,,,,,,,,,,,,,,,,,1.127499,0.01670456,1.254521,0.5154953,1.675247,2.709826,,,1.1490196,0.518070009,0.9355454,0.686778857,1.242844478,1.839954442,,,1.137232164,0.676932755,0.80933784,0.795371025,1.707991468,1.90287734,,,,,,,,,,,,,,,,,,,,,,,,,,
7.210979,8.559585,78.4522,5.84068,13.60829,11.07882,74.14641,19.83187,17.55543,152.8531,15.92929,24.41107,9.238461,11.64214,71.05475,24.28741, ,0.1872873,0.046278,0.1005859,0.6470032,0.380662,0.3831263,1.825684,2.992174,0.1491814,0.7729034,1.648645,0.8663158,1.18668,1.279078,0.6239243,0.08013344, ,7.170226,-2.032196,-3.33548,-3.384003,1.148746,-4.224274,-4.624725,14.1339,2.152043,-5.777802,-13.29425,23.03798,-5.751068,-8.949554,70.68375,10.73375, ,0.2393854,0.03227727,-15.69168,-4.34967,-1.249329,3.48254,18.15651,14.04339,6.355452,-152.9319,-6.964325,8.263678,-6.768372,-3.368927,4.758018,7.548776, ,0.7427003,-8.315857,-76.59665,2.069763,13.49008,9.507942,71.33633,2.3469,-16.11295,2.376831,-4.623108,0.9132708,2.915539,-6.391357,-3.640778,21.20863,,,,,,0.046278,0.1005859,0.6470032,0.380662,0.3831263,1.825684,2.992174,0.1491814,,,0.142989489,0.157656341,0.582413231,0.269795556,0.335543233,1.696770511,2.587109778,0.319161458,,,0.17984607,0.217556439,0.599060058,0.230691745,0.290547541,1.493757848,2.76263284,0.880948622,0,,,,,,,,,,,,,,,,,,,,,1.648645,0.8663158,1.18668,1.279078,0.6239243,0.08013344,,,1.483940378,0.865131602,0.887033589,1.056192544,0.931688111,1.045783932,,,1.24342072,0.878999278,0.734231708,0.937255333,1.294778416,1.463450624,,,,,,,,,,,,,,,,,,,,,,,,,,
7.61583,8.354779,78.41819,6.844907,14.01329,10.59278,76.15064,16.93912,17.63947,151.9506,13.65761,22.51062,9.83004,13.42255,70.46709,24.99943, ,0.4048514,0.2048054,0.03401184,1.004227,0.4049931,0.4860449,2.004234,2.892757,0.08403778,0.9025726,2.271676,1.900446,0.5915785,1.780415,0.5876617,0.7120171, ,7.58525,-2.230194,-5.152069,-3.430237,0.3479322,-4.15921,-3.182373,12.91948,1.683743,-5.87027,-10.62717,21.37209,-6.677979,-11.78168,69.96205,9.085582, ,0.2964611,-0.2455139,-16.07999,-5.342255,-1.147583,3.224518,15.90008,11.03054,5.710588,-151.9994,-7.079803,7.195238,-6.791382,-3.768311,-1.118073,10.00636, ,0.635377,-8.04364,-76.14218,2.726836,13.95867,9.080087,74.21841,1.905227,-16.52817,1.751652,-4.254883,0.5684391,2.873637,-4.851715,-9.762787,21.89681,,,,,,0.2048054,0.03401184,1.004227,0.4049931,0.4860449,2.004234,2.892757,0.08403778,,,0.132620286,0.076366839,0.744788978,0.270005894,0.364377689,1.622121,2.508641556,0.630197597,,,0.137087619,0.13286804,0.795286118,0.20807696,0.331713506,1.528347676,2.609378836,0.75888538,0,,,,,,,,,,,,,,,,,,,,,2.271676,1.900446,0.5915785,1.780415,0.5876617,0.7120171,,,1.593248611,1.180995796,0.664024456,1.2523678,0.797198789,0.634437847,,,1.317605928,1.092712227,0.626353396,1.13735404,1.2459561,1.208456194,,,,,,,,,,,,,,,,,,,,,,,,,,
7.830733,8.252608,78.40288,7.515096,14.15424,10.32912,77.17171,18.55962,15.7622,151.4698,12.55052,21.43099,10.01195,14.37309,69.75086,24.9542, ,0.2149034,0.1021709,0.01531219,0.6701889,0.140955,0.2636557,1.021072,1.620501,1.877271,0.4807281,1.107089,1.07963,0.1819143,0.9505377,0.7162247,0.04523087, ,7.804587,-2.302124,-6.088135,-3.383789,-0.1065369,-4.128418,-2.297791,14.34673,-0.7487183,-5.905029,-9.266632,20.40168,-6.974121,-13.14691,69.24728,8.26215, ,0.2969298,-0.3479309,-15.9816,-6.063446,-1.210022,3.098193,14.61681,11.88035,3.362513,-151.5051,-7.195953,6.639892,-6.786926,-3.564941,-1.91217,9.969064, ,0.5880318,-7.91095,-75.95987,3.062794,14.10345,8.83919,75.66393,0.8199469,-15.40549,1.480726,-3.931274,0.2673439,2.81825,-4.210876,-10.15613,22.11586,,,,,,0.1021709,0.01531219,0.6701889,0.140955,0.2636557,1.021072,1.620501,1.877271,,,0.113927939,0.039499066,0.903956678,0.195556559,0.353417211,1.412371111,2.716332333,1.216018329,,,0.111203613,0.107384333,1.038471403,0.177546294,0.342604468,1.502530424,2.632052,1.008280599,0,,,,,,,,,,,,,,,,,,,,,1.107089,1.07963,0.1819143,0.9505377,0.7162247,0.04523087,,,1.392206,1.323051978,0.416736411,1.2856149,1.016635422,0.626990406,,,1.246102092,1.277142137,0.513873184,1.297242868,1.578432008,1.218808475,,,,,,,,,,,,,,,,,,,,,,,,,,
