Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v
9.817356,8.071991,82.54503,12.56339,13.36756,11.91512,70.93347,28.30403,23.46369,154.2879,20.42495,20.96042,3.484747,8.356372,57.8302,44.56547, ,0.03529739,0.1816673,0.4494476,0.2473764,0.1244783,0.01414013,0.1638031,1.312029,1.083754,0.1804962,0.8965549,0.5008221,0.107692,0.7990255,2.142086,0.2887459, ,-9.766357,-2.007751,3.58979,-12.38266,4.097856,-3.307343,-7.536102,10.81097,-2.81958,-5.82959,-16.35605,18.13699,0.539458,2.606243,57.61881,17.77725, ,0.5829315,1.965045,-16.26086,-1.791565,1.362982,5.883539,17.42972,26.30697,10.25559,-154.3289,-9.325928,10.65632,-2.970062,1.083114,-5.956299,25.46839, ,-0.8652649,-7.602692,-81.65921,-0.969635,12.70263,9.656813,67.52242,3.272389,-21.1998,1.515515,-6.759613,2.52156,1.727209,-7.841522,-4.675751,36.736,,,,,0.1816673,0.4494476,0.2473764,0.1244783,0.01414013,0.1638031,1.312029,1.083754,,,0.124148087,0.335279673,0.156309855,0.074368568,0.02715132,0.178862665,1.104930395,0.898741111
9.806175,8.214933,82.10818,12.56863,13.3071,11.87617,71.22405,26.77635,22.17125,154.0878,20.50884,21.58743,4.034836,7.953605,59.81475,43.7505, ,0.01118088,0.1429424,0.4368439,0.005242348,0.06046295,0.03895473,0.2905807,1.527679,1.292448,0.2001648,0.08388901,0.6270142,0.5500889,0.4027667,1.984554,0.8149681, ,-9.739655,-1.987976,1.741858,-12.29016,3.698297,-3.647217,-6.624878,11.27232,-2.031464,-5.86026,-15.74149,18.2181,-0.08605957,0.9789629,59.79336,20.63039, ,0.6582767,1.817665,-16.81863,-2.540253,0.9663033,5.686561,17.09312,24.41245,9.889936,-154.1371,-9.908508,11.71839,-3.450897,0.8632702,-1.811462,22.07969, ,-0.9902954,-7.79306,-80.91006,-0.4829712,12.77994,9.594249,68.13953,3.779033,-19.94144,1.694062,-7.447723,3.104693,2.092168,-7.838654,-1.833191,36.41483,,,,,0.1429424,0.4368439,0.005242348,0.06046295,0.03895473,0.2905807,1.527679,1.292448,,,0.12655134,0.382046187,0.124018966,0.051667204,0.040243571,0.294712476,1.428836698,1.146736667
9.756343,8.331869,81.69359,12.39763,13.2999,11.8093,71.66838,24.97452,20.7484,153.8407,20.2422,22.40979,4.954984,7.917281,61.38578,42.58409, ,0.04983234,0.1169357,0.4145966,0.1710052,0.007193565,0.06687069,0.4443283,1.801834,1.422842,0.2470551,0.2666435,0.8223572,0.9201474,0.0363245,1.571026,1.166412, ,-9.674683,-1.940521,-0.1589966,-11.94955,3.191307,-4.012085,-5.75943,11.44587,-1.069366,-6.001587,-14.94836,18.36589,-0.8249817,-0.3114014,61.37261,22.81252, ,0.715718,1.580432,-17.28806,-3.312775,0.5244468,5.427377,16.97408,22.27592,9.441565,-153.8978,-10.72049,13.0428,-4.289001,0.7549554,1.653054,18.42816, ,-1.100708,-7.974609,-80.13458,0.03925049,12.91704,9.508417,68.82919,4.060293,-18.55457,1.851513,-7.228149,2.93843,2.371904,-7.877167,0.8328569,35.26198,,,,,0.1169357,0.4145966,0.1710052,0.007193565,0.06687069,0.4443283,1.801834,1.422842,,,0.124579404,0.405788022,0.166934944,0.039761008,0.061025411,0.4293162,1.784698,1.348032111
9.636738,8.429921,81.32722,12.13662,13.32,11.7327,72.22495,22.92634,19.31831,153.5045,19.28694,22.73277,5.915147,8.073349,62.6985,40.91419, ,0.1196051,0.09805202,0.3663712,0.2610073,0.02009773,0.07660007,0.556572,2.048176,1.430094,0.3362122,0.9552593,0.3229771,0.9601631,0.1560683,1.312721,1.669899, ,-9.541351,-1.909241,-2.035187,-11.44376,2.561333,-4.308472,-4.940247,11.27518,-0.01449585,-6.222229,-13.84045,18.46903,-1.508545,-1.369873,62.62112,24.12867, ,0.7641521,1.333491,-17.77985,-4.065369,0.03992959,5.188195,17.01277,19.97909,8.901484,-153.5646,-11.06384,13.4919,-5.116974,0.5973378,4.112771,14.99025, ,-1.183624,-8.124695,-79.35211,0.5901389,13.07335,9.413719,69.57213,4.135493,-17.16373,1.906887,-6.456726,2.082788,2.62479,-7.941162,2.878585,33.20193,,,,,0.09805202,0.3663712,0.2610073,0.02009773,0.07660007,0.556572,2.048176,1.430094,,,0.105891737,0.371198044,0.183082779,0.038953246,0.078841647,0.551907867,1.987530444,1.358493778
9.424036,8.536673,80.97479,11.9271,13.37067,11.62933,72.89771,20.7333,17.98339,153.0474,18.51165,22.70197,6.504301,8.186276,63.87511,38.94176, ,0.2127018,0.1067514,0.3524246,0.2095232,0.05066872,0.1033669,0.6727524,2.193041,1.334925,0.4571228,0.7752895,0.03079605,0.5891542,0.1129274,1.176609,1.972424, ,-9.316193,-1.909393,-3.859344,-10.91556,1.863794,-4.551208,-4.090576,10.78121,1.020478,-6.415283,-12.74561,18.44193,-2.119293,-2.435913,63.76445,24.37706, ,0.7963813,1.105159,-18.34393,-4.780548,-0.4552917,4.972145,17.13911,17.65864,8.238152,-153.102,-11.43176,13.45598,-5.510651,0.29834,5.049217,12.29467, ,-1.246368,-8.265625,-78.52063,1.18617,13.22556,9.287109,70.41084,4.042042,-15.89359,1.803167,-5.936981,1.460949,2.834845,-7.816772,3.547369,30.86642,,,,,0.1067514,0.3524246,0.2095232,0.05066872,0.1033669,0.6727524,2.193041,1.334925,,,0.091610042,0.330852944,0.180052958,0.158896687,0.095384092,0.665721478,2.119374333,1.261759478
9.086935,8.605226,80.70401,11.82867,13.48477,11.52899,73.67042,18.50749,16.85521,152.4863,18.32648,22.4466,6.610469,8.258018,64.84524,36.81289, ,0.337101,0.06855297,0.2707825,0.09842396,0.1140985,0.1003447,0.7727127,2.225817,1.12818,0.5610962,0.185173,0.255373,0.1061678,0.0717411,0.9701271,2.128876, ,-8.968994,-1.963165,-5.592224,-10.40076,1.18421,-4.765137,-3.151825,10.06374,1.965064,-6.570953,-11.78464,18.26056,-2.701874,-3.567078,64.76137,23.77469, ,0.8055094,0.9291064,-18.92624,-5.50238,-0.9056091,4.777999,17.25639,15.41674,7.436698,-152.5262,-12.11423,13.26654,-5.329468,-0.1548462,4.513184,10.38123, ,-1.283691,-8.343201,-77.7305,1.845206,13.39318,9.157156,71.36414,3.832611,-14.88205,1.543656,-6.003876,1.487404,2.95828,-7.442627,2.720073,28.65589,,,,,0.06855297,0.2707825,0.09842396,0.1140985,0.1003447,0.7727127,2.225817,1.12818,,,0.06959893,0.260729478,0.131439306,0.274766349,0.093444742,0.662368772,1.933836386,1.01210025
8.62405,8.659316,80.47251,11.93071,12.48229,11.40139,74.54076,16.36206,16.04354,151.8464,18.41154,21.95988,6.482472,8.401996,65.58067,34.65158, ,0.4628849,0.0540905,0.2314987,0.1020393,1.002478,0.1275959,0.8703384,2.145426,0.8116703,0.6398468,0.08506966,0.4867172,0.1279964,0.1439781,0.7354355,2.161312, ,-8.498169,-2.014374,-7.246155,-9.934448,0.3875151,-4.957855,-2.171814,9.275634,2.780876,-6.702942,-10.8757,17.9479,-3.231415,-4.727905,65.53635,22.52245, ,0.7963329,0.7583819,-19.43542,-6.319855,1.82973,4.582767,17.24714,13.30158,6.519289,-151.8645,-12.86084,12.86613,-4.82547,-0.7776794,3.034712,9.127679, ,-1.296143,-8.401428,-76.96484,2.580795,12.34814,8.997153,72.4448,3.602721,-14.24506,1.174943,-6.367554,1.83573,3.021928,-6.871918,0.8809353,26.79798,,,,,0.0540905,0.2314987,0.1020393,1.002478,0.1275959,0.8703384,2.145426,0.8116703,,,0.045407078,0.193572144,0.123761164,0.400034485,0.094298902,0.635267455,1.671479995,0.718981345
8.624413,8.65832,80.47251,11.92716,12.47808,11.40283,74.54033,16.36403,16.04246,151.8464,18.41231,21.95892,6.478243,8.401437,65.58166,34.65041, ,0.00036335,0.000995636,0,0.003549576,0.004210472,0.001442909,0.000427246,0.001966476,0.001077652,0,0.000768662,0.000967026,0.004229546,0.000558853,0.000984192,0.001171112, ,-8.498871,-2.014465,-7.246155,-9.931885,0.3899963,-4.958038,-2.170258,9.275377,2.782139,-6.702942,-10.87372,17.94697,-3.217712,-4.728729,65.53745,22.52263, ,0.7964479,0.7595696,-19.43542,-6.317322,1.831678,4.583896,17.24801,13.3041,6.517804,-151.8645,-12.86365,12.86568,-4.828003,-0.7764893,3.029484,9.127634, ,-1.293579,-8.400299,-76.96484,2.58005,12.34357,8.998299,72.44444,3.603564,-14.24423,1.174943,-6.367523,1.834588,3.022924,-6.870789,0.878363,26.79617,,,,,0.000995636,0,0.003549576,0.004210472,0.001442909,0.000427246,0.001966476,0.001077652,,,0.020652983,0.116795849,0.122578186,0.304977602,0.07596789,0.477482252,1.160149309,0.40442408
8.044676,8.657777,80.31885,12.32142,12.17249,11.24387,75.42769,14.40559,15.60008,151.1563,18.21173,21.22544,6.40029,8.745917,66.0918,32.59303, ,0.5797377,0.000543594,0.1536636,0.3942623,0.3055897,0.1589603,0.8873596,1.958434,0.4423809,0.6901398,0.2005825,0.7334709,0.07795334,0.3444805,0.5101395,2.057373, ,-7.915039,-2.106506,-8.767426,-9.554504,-0.1378479,-5.077026,-1.237183,8.580644,3.439354,-6.828735,-9.845398,17.54808,-3.636169,-5.883636,66.05548,20.8112, ,0.7571817,0.6118346,-19.86835,-7.314423,4.683197,4.402391,16.99101,11.3313,5.560042,-151.1486,-13.39157,12.13381,-4.369629,-1.503662,1.11661,8.425475, ,-1.278503,-8.387054,-76.28903,3.36053,11.23219,8.827641,73.57452,3.400685,-14.00601,0.7608163,-6.429352,1.840104,3.085206,-6.220245,-1.440796,25.39599,,,,,0.000543594,0.1536636,0.3942623,0.3055897,0.1589603,0.8873596,1.958434,0.4423809,,,0.011743121,0.093090464,0.215739458,0.22741916,0.091886086,0.493234417,1.078885406,0.248632323
8.044579,8.652708,80.3289,12.3199,12.17056,11.2498,75.41974,14.40369,15.59978,151.1588,18.21104,21.22578,6.40029,8.742513,66.0919,32.59393, ,9.73E-05,0.005068779,0.01005554,0.001527786,0.001933098,0.005925179,0.007949829,0.001907349,0.000301361,0.0025177,0.00069046,0.000333786,0,0.003404617,9.92E-05,0.000900269, ,-7.914917,-2.111084,-8.761292,-9.553406,-0.1377563,-5.07309,-1.23877,8.580967,3.440403,-6.829468,-9.844604,17.54806,-3.636444,-5.882263,66.05563,20.8093, ,0.7577123,0.6173263,-19.87341,-7.31369,4.684194,4.407573,16.98948,11.32892,5.561082,-151.1511,-13.39072,12.1345,-4.368378,-1.498505,1.106717,8.429432, ,-1.278046,-8.380402,-76.29968,3.359342,11.22971,8.834578,73.56638,3.399657,-14.00494,0.7603341,-6.430389,1.840271,3.086565,-6.218353,-1.448486,25.39815,,,,,0.005068779,0.01005554,0.001527786,0.001933098,0.005925179,0.007949829,0.001907349,0.000301361,,,0.016268941,0.073363397,0.332604093,0.11612013,0.111554038,0.498507193,0.960768391,0.141515199
7.374435,8.61487,80.20369,12.96657,12.28579,11.04204,76.30968,12.72219,15.50366,150.4455,17.80976,20.47613,6.546424,9.317928,66.36792,30.60003, ,0.6701436,0.03783798,0.1252136,0.6466742,0.1152382,0.2077618,0.8899384,1.681493,0.09611988,0.7132874,0.4012833,0.7496529,0.1461349,0.5754156,0.2760239,1.993904, ,-7.245941,-2.236206,-10.1713,-9.184601,-0.3141174,-5.099701,-0.3493958,8.073871,3.901789,-6.946472,-8.711365,17.0648,-4.013641,-7.036957,66.29929,18.7594, ,0.6829918,0.4699712,-20.12848,-8.510559,4.542336,4.227575,16.45959,9.537099,4.644069,-150.412,-13.7959,11.4886,-4.22049,-2.194092,-0.7873535,8.065789, ,-1.233398,-8.316101,-75.70056,4.151149,11.40151,8.653666,74.72774,3.192696,-14.11743,0.3663672,-6.210815,1.61514,3.143059,-5.57132,-3.664246,24.29777,,,,,0.03783798,0.1252136,0.6466742,0.1152382,0.2077618,0.8899384,1.681493,0.09611988,,,0.031788189,0.079768699,0.581781808,0.141864877,0.174822918,0.704886562,1.192987633,0.173054051
6.657687,8.561415,80.13134,13.87,12.47921,10.79071,77.21737,11.36282,15.69831,149.7192,17.54097,19.94598,6.892907,10.03361,66.43509,28.66892, ,0.7167482,0.05345535,0.07234955,0.9034309,0.1934156,0.2513237,0.907692,1.359373,0.1946535,0.7263641,0.2687874,0.5301476,0.3464828,0.7156849,0.06716919,1.931108, ,-6.534271,-2.384583,-11.46704,-8.7995,-0.4133301,-5.048309,0.5383933,7.800149,4.153356,-7.045471,-7.585999,16.56216,-4.353058,-8.192169,66.30659,16.54054, ,0.5769717,0.3240671,-20.23505,-9.904236,4.489875,4.061613,15.66574,7.93675,3.852055,-149.6591,-14.28793,11.27266,-4.395966,-2.730011,-2.636963,7.958566, ,-1.172119,-8.223663,-75.20978,4.971703,11.62304,8.456866,75.92818,2.92684,-14.50778,-0.02175903,-5.940369,1.460059,3.214337,-4.924011,-5.630981,23.31594,,,,,0.05345535,0.07234955,0.9034309,0.1934156,0.2513237,0.907692,1.359373,0.1946535,,,0.050861679,0.063070504,0.960919765,0.355821411,0.259464164,0.914256648,1.111267417,0.338883336
5.947096,8.506427,80.10754,14.96183,12.71399,10.51405,78.17289,10.3514,16.13515,148.9942,18.03658,20.49552,7.334713,10.83378,66.27451,26.91975, ,0.7105908,0.05498791,0.02380371,1.091834,0.2347822,0.2766628,0.9555206,1.011415,0.4368362,0.7249146,0.4956093,0.5495434,0.4418058,0.8001642,0.1605759,1.74917, ,-5.830536,-2.531036,-12.72614,-8.382904,-0.5252991,-4.974731,1.469977,7.759888,4.214241,-7.141113,-7.430634,16.97192,-4.690765,-9.346191,66.07338,14.37304, ,0.4392283,0.1734012,-20.26779,-11.40805,4.46785,3.894931,14.63753,6.528956,3.234077,-148.9098,-15.05661,11.66224,-4.709595,-3.046448,-4.28952,7.982206, ,-1.109772,-8.12384,-74.78473,5.788291,11.87413,8.241313,77.18392,2.583878,-15.12271,-0.3606262,-5.725067,1.581399,3.303767,-4.31955,-7.196686,22.42914,,,,,0.05498791,0.02380371,1.091834,0.2347822,0.2766628,0.9555206,1.011415,0.4368362,,,0.062645707,0.057005987,1.327886333,0.563011001,0.335654578,1.0996238,1.001745167,0.606802398
4.702372,8.399758,80.15003,17.42128,14.63416,9.907619,79.97926,9.81584,17.53492,147.5992,17.54334,18.8952,8.341923,12.54271,64.97935,24.15054, ,1.244724,0.1066685,0.04249573,2.459441,1.920172,0.606432,1.806366,0.5355644,1.399776,1.395004,0.4932346,1.600317,1.00721,1.708932,1.295166,2.769213, ,-4.600037,-2.75824,-15.22906,-7.21283,-1.887329,-4.802673,3.414361,8.667631,3.865739,-7.282684,-4.379181,15.11729,-5.437286,-11.61343,64.55619,10.48388, ,0.07431348,-0.08856201,-20.21005,-14.5744,-2.483307,3.556674,11.63382,4.326483,2.576526,-147.4689,-15.73267,11.4677,-5.462067,-3.157074,-7.673218,8.364562, ,-0.9758606,-7.932159,-74.02271,7.284612,14.34071,7.758541,79.55666,1.957187,-16.82629,-0.9716187,-5.863403,1.778605,3.468142,-3.237671,-9.96167,20.91837,,,,,0.1066685,0.04249573,2.459441,1.920172,0.606432,1.806366,0.5355644,1.399776,,,0.064086288,0.056904264,1.6004941,0.722752861,0.374731278,1.141451533,0.902277733,0.823461056
4.248982,8.358996,80.23677,18.72433,14.61382,9.63999,80.69125,10.32593,18.40066,146.94,17.70217,18.42554,8.737314,13.38808,63.99869,23.25678, ,0.4533901,0.04076195,0.08673859,1.303057,0.02033901,0.2676296,0.711998,0.5100937,0.8657341,0.6592407,0.1588249,0.4696617,0.3953915,0.8453722,0.9806595,0.8937588, ,-4.148376,-2.840607,-16.50363,-6.468597,-2.464966,-4.752319,4.39814,9.604052,3.524191,-7.342682,-3.252197,14.52044,-5.757599,-12.68015,63.37257,8.770251, ,-0.1314697,-0.1794434,-20.2738,-16.13425,-2.842773,3.373888,9.653577,3.492944,2.503331,-146.7892,-16.2001,11.45789,-5.72403,-2.999237,-9.69458,8.740004, ,-0.9055176,-7.855896,-73.6427,7.984459,14.18505,7.543671,80.4819,1.812633,-17.81311,-1.229523,-5.933411,1.918795,3.536691,-2.772888,-11.55582,20.412,,,,,0.04076195,0.08673859,1.303057,0.02033901,0.2676296,0.711998,0.5100937,0.8657341,,,0.047550738,0.063897028,1.398447079,0.470863398,0.302139178,0.88078903,0.870649631,0.739845178
3.921688,8.34718,80.32799,20.05724,14.57322,9.426613,81.30249,12.43735,17.98863,146.3242,17.8555,17.79378,9.052294,14.21388,62.75251,22.49963, ,0.3272939,0.01181602,0.09121704,1.332911,0.04060173,0.213377,0.6112366,2.111416,0.4120274,0.6157532,0.1533298,0.6317654,0.3149796,0.8257971,1.246174,0.7571468, ,-3.817444,-2.84726,-17.84576,-5.683929,-3.06311,-4.773132,5.461833,11.55821,2.10235,-7.384674,-2.093231,13.87656,-6.115967,-13.6907,61.95417,7.20584, ,-0.3401184,-0.269104,-20.49219,-17.62128,-3.254883,3.170504,7.611004,4.579248,0.9113863,-146.1573,-16.62421,11.23891,-5.821625,-2.706299,-11.00842,8.754484, ,-0.8205566,-7.836151,-73.16248,8.694153,13.96187,7.35765,81.21874,1.107904,-17.8266,-1.426971,-5.896576,1.85521,3.59701,-2.404816,-12.38287,20.02821,,,,,0.01181602,0.09121704,1.332911,0.04060173,0.213377,0.6112366,2.111416,0.4120274,,,0.028731667,0.071905343,1.159654492,0.241514764,0.214672311,0.621413349,1.108246707,0.512012234
3.922287,8.333467,80.35162,20.05693,14.5528,9.426696,81.30211,12.43754,17.98767,146.3253,17.85405,17.7932,9.049438,14.21233,62.75253,22.49991, ,0.000598908,0.01371384,0.02362823,0.000314713,0.02042389,8.30E-05,0.00038147,0.000189781,0.000961304,0.001037598,0.001451492,0.000574112,0.002856255,0.00154686,1.53E-05,0.00028038, ,-3.817993,-2.866119,-17.83032,-5.683899,-3.055969,-4.773102,5.463276,11.55829,2.102549,-7.384674,-2.092834,13.87701,-6.109528,-13.69034,61.95364,7.205298, ,-0.3423157,-0.2577515,-20.49539,-17.62045,-3.244263,3.170624,7.611986,4.579254,0.9135997,-146.1583,-16.62332,11.23752,-5.822144,-2.703064,-11.01379,8.756154, ,-0.8198853,-7.815308,-73.19241,8.695127,13.94395,7.35762,81.21835,1.108003,-17.82547,-1.428406,-5.895081,1.853583,3.599826,-2.402313,-12.38596,20.02806,,,,,0.01371384,0.02362823,0.000314713,0.02042389,8.30E-05,0.00038147,0.000189781,0.000961304,,,0.014461624,0.064122508,0.746521334,0.03285408,0.110613098,0.33249749,0.9891339,0.241282794
3.720927,8.340983,80.46188,21.4289,14.50267,9.276633,81.82999,14.52138,17.74881,145.7546,18.01194,17.00114,9.241429,15.01123,61.20704,21.65229, ,0.20136,0.007516861,0.1102676,1.371973,0.05012989,0.1500626,0.5278854,2.083841,0.2388611,0.5707245,0.157896,0.7920589,0.1919918,0.7988939,1.54549,0.8476181, ,-3.604858,-2.855713,-19.17331,-4.93158,-3.625488,-4.846863,6.684684,13.3554,0.7034591,-7.414001,-0.9338684,13.23833,-6.461517,-14.64743,60.31713,5.874968, ,-0.5414124,-0.3354797,-20.91263,-19.039,-3.661926,2.963468,5.719822,5.752162,-0.4596252,-145.5738,-17.00476,10.75813,-5.709564,-2.306793,-11.51334,8.262433, ,-0.7302856,-7.822235,-72.62607,9.431202,13.67753,7.212584,81.77367,0.538994,-17.7319,-1.594513,-5.749237,1.600016,3.671143,-2.073303,-12.34003,19.58813,,,,,0.007516861,0.1102676,1.371973,0.05012989,0.1500626,0.5278854,2.083841,0.2388611,,,0.010843489,0.067077624,0.76076324,0.03463512,0.087490951,0.301678961,1.140513965,0.147367908
3.720296,8.331398,80.47839,21.43382,14.47006,9.277393,81.83109,14.52035,17.74766,145.7546,18.01194,17.00114,9.238461,15.0095,61.20593,21.64993, ,0.000631332,0.009585381,0.01651001,0.004922867,0.0326128,0.000760078,0.001091003,0.001028061,0.001150131,0,0,0,0.002967834,0.001726151,0.001110077,0.002363205, ,-3.604187,-2.869965,-19.15964,-4.934845,-3.61203,-4.846191,6.684168,13.35532,0.7047622,-7.414001,-0.9338684,13.23833,-6.454895,-14.64603,60.31568,5.875942, ,-0.5405273,-0.3249512,-20.91513,-19.0423,-3.643158,2.965981,5.721395,5.749794,-0.4588623,-145.5738,-17.00476,10.75813,-5.711273,-2.305084,-11.51712,8.263145, ,-0.7307129,-7.807404,-72.64832,9.435049,13.65017,7.212932,81.77477,0.5375236,-17.73068,-1.594513,-5.749237,1.600016,3.672635,-2.073303,-12.34027,19.585,,,,,0.009585381,0.01651001,0.004922867,0.0326128,0.000760078,0.001091003,0.001028061,0.001150131,,,0.011094942,0.067127651,0.771698257,0.043588641,0.073561682,0.288393642,1.072929663,0.124723011
3.635585,8.348024,80.5798,22.82139,14.45541,9.155226,82.34836,16.4196,17.55418,145.2438,18.26745,16.16072,9.310357,15.77659,59.32035,20.54108, ,0.0847106,0.01662636,0.1014023,1.387564,0.0146513,0.1221676,0.5172729,1.899251,0.1934776,0.5108032,0.2555065,0.8404198,0.0718956,0.7670889,1.885578,1.108849, ,-3.503723,-2.828735,-20.4805,-4.239349,-4.124542,-4.931122,8.044994,14.85187,-0.6306152,-7.429443,0.18835,12.59495,-6.801788,-15.54666,58.43541,4.949971, ,-0.7217712,-0.3978882,-21.55441,-20.38849,-4.040588,2.780573,4.110075,7.029432,-1.652344,-145.0531,-17.38278,10.20671,-5.36441,-1.789276,-11.30569,7.258988, ,-0.6277161,-7.835114,-71.95493,10.19125,13.40443,7.079781,82.22904,0.06293368,-17.45645,-1.712524,-5.66333,1.347727,3.754207,-1.782349,-11.49564,18.90317,,,,,0.01662636,0.1014023,1.387564,0.0146513,0.1221676,0.5172729,1.899251,0.1934776,,,0.017171331,0.079375384,1.087268637,0.08175851,0.111002184,0.404110367,1.883058014,0.622347907
3.644403,8.357122,80.68745,24.23252,14.31093,9.039994,82.84993,18.10651,17.30076,144.7959,18.65644,15.41168,9.455413,16.55945,57.16885,19.16522, ,0.008817434,0.009098053,0.1076508,1.411127,0.1444731,0.1152315,0.5015717,1.686909,0.253418,0.4478455,0.3889942,0.7490444,0.1450558,0.7828579,2.151505,1.375866, ,-3.494476,-2.811615,-21.70319,-3.635529,-4.503174,-4.963287,9.484095,16.01645,-1.843231,-7.42334,1.245343,11.95968,-7.134888,-16.43628,56.35614,4.343978, ,-0.883606,-0.4404907,-22.43701,-21.68146,-4.282898,2.637889,2.799822,8.418554,-2.697174,-144.5997,-17.78107,9.790254,-5.12262,-1.102356,-10.69586,5.828701, ,-0.5132141,-7.847626,-71.16241,10.98484,13.06737,6.969916,82.59637,-0.3383179,-16.94852,-1.779694,-5.730438,1.220192,3.843408,-1.544556,-10.10513,17.9681,,,,,0.009098053,0.1076508,1.411127,0.1444731,0.1152315,0.5015717,1.686909,0.253418,,,0.02727106,0.079150749,1.250755874,0.281955633,0.127234135,0.466751945,2.30362524,1.080606829
3.784757,8.416902,80.73903,25.65117,14.02336,8.789523,83.40189,12.31646,21.57346,144.4118,19.10859,14.83487,9.691712,17.36418,54.71681,17.68472, ,0.1403544,0.05977917,0.05158234,1.418653,0.287571,0.2504711,0.5519638,5.790054,4.272701,0.3840637,0.4521503,0.5768118,0.2362995,0.8047295,2.452038,1.480501, ,-3.533722,-2.741821,-22.83417,-3.082245,-4.775299,-4.928833,10.97432,11.9315,2.166501,-7.399658,2.240522,11.36864,-7.560883,-17.2955,54.02871,3.956486, ,-1.279236,-0.737915,-23.53705,-22.93433,-4.341949,2.242353,1.779882,2.274938,3.67835,-144.2136,-18.15366,9.589758,-4.882965,-0.3262939,-9.734833,4.093112, ,-0.4112244,-7.906708,-70.20096,11.79278,12.63934,6.83043,82.96357,2.29945,-21.08237,-1.807648,-5.925415,1.235349,3.940189,-1.465363,-8.265381,16.89254,,,,,0.05977917,0.05158234,1.418653,0.287571,0.2504711,0.5519638,5.790054,4.272701,,,0.04002317,0.06793299,1.410525111,0.463762626,0.140509598,0.545873844,2.624248467,1.536219407
3.925678,8.361153,80.80595,27.05723,15.49049,8.736148,83.95838,12.0242,21.54176,144.0772,19.56679,14.42927,10.0553,18.1383,51.99511,16.33093, ,0.1409216,0.05574894,0.06692505,1.406065,1.467124,0.05337524,0.556488,0.2922621,0.03170013,0.3346558,0.4581985,0.4055986,0.3635902,0.7741261,2.721703,1.353788, ,-3.670868,-2.774719,-23.79736,-2.547699,-5.53894,-4.904541,12.45467,11.57137,2.281521,-7.387329,3.196157,10.84552,-7.96167,-18.07736,51.41231,3.729336, ,-1.363159,-0.6816711,-24.79956,-24.13998,-5.279266,2.17768,0.9866318,2.451584,4.04943,-143.8784,-18.47623,9.566535,-4.910278,0.4805342,-8.825012,2.246904, ,-0.2398376,-7.842163,-69.20325,12.60451,13.73752,6.803753,83.30254,2.433508,-20.95972,-1.80954,-6.16922,1.310227,4.056402,-1.491211,-6.461151,15.81704,,,,,0.05574894,0.06692505,1.406065,1.467124,0.05337524,0.556488,0.2922621,0.03170013,,,0.047102081,0.048369519,1.411388111,0.611126384,0.103396621,0.570186178,1.694200056,1.08923271
