Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z,,,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,,,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v
6.004619,7.187697,84.57752,8.099601,14.28486,12.07736,74.32533,34.72114,30.25263,154.2451,18.49466,20.43296,6.160773,15.90566,42.31611,32.55275, ,0.001173973,0.002723694,0.007781982,0.001353264,0.000109673,6.48E-05,0.001190186,0.004302979,0.002616882,0,0.000808716,0.00019455,0.008776188,0.001135826,0.001152039,0.000705719, ,-5.834015,-0.4771118,15.18826,-7.411804,4.82128,-0.6838074,-16.36536,3.208054,-9.135559,-8.685944,-15.34283,16.24234,4.721472,14.01479,41.45697,11.16915, ,0.07695536,3.119388,-3.44754,1.440397,4.504556,6.319004,23.64523,34.51027,18.93087,-154.2293,-10.05035,12.55433,-3.607391,1.727988,-9.299225,21.45584, ,1.416122,-6.471802,-83.85934,-3.029083,12.86836,10.23728,65.94115,-1.403198,-23.47714,0.7933721,-1.495972,1.211977,-1.786285,-7.130829,-2.419739,24.20621,,,,,0.002723694,0.007781982,0.001353264,0.000109673,6.48E-05,0.001190186,0.004302979,0.002616882,,,0.016871506,0.098210641,0.305668682,0.181404426,0.059949868,0.097354456,0.844674801,0.042432359
6.088794,7.180284,84.40076,8.682265,13.94908,12.22642,74.45976,33.15045,30.18213,154.1459,18.00745,20.62721,4.414351,15.22983,46.26546,37.48111, ,0.08417463,0.007413387,0.1767654,0.5826645,0.3357782,0.1490622,0.1344299,1.570694,0.07049179,0.09928894,0.4872074,0.1942463,1.746422,0.6758251,3.949352,4.92836, ,-5.921234,-0.5530701,13.89694,-8.196777,4.4619,-0.6607361,-15.68896,3.804698,-8.779419,-8.840546,-15.26874,17.76098,3.617731,12.79519,44.85926,12.64202, ,0.2496921,3.144171,-4.772308,1.012282,4.186604,6.418403,22.47299,32.91716,19.0923,-154.1552,-9.303436,10.49158,-2.453125,1.355191,-12.76373,25.69729, ,1.384262,-6.447601,-83.9335,-2.753967,12.7061,10.35373,66.86736,-0.5005493,-23.33307,1.152636,-1.338135,-0.2406311,-0.7012329,-8.01535,-5.530426,27.55519,,,,,0.007413387,0.1767654,0.5826645,0.3357782,0.1490622,0.1344299,1.570694,0.07049179,,,0.037025827,0.154463007,0.487599592,0.258168105,0.080297898,0.117379919,1.266549106,0.104049894
6.184496,7.242623,84.20884,9.397474,13.60708,12.31047,74.5839,31.42602,30.01109,154.1451,18.30807,21.59837,3.249234,14.32557,49.81822,40.29801, ,0.09570265,0.06233931,0.1919174,0.715209,0.3420019,0.08405304,0.1241379,1.724426,0.1710472,0.000717163,0.3006172,0.9711628,1.165117,0.9042673,3.552757,2.816902, ,-6.022583,-0.7677917,12.61434,-9.068909,4.154491,-0.7431641,-14.99515,4.35415,-8.378662,-8.890991,-15.27588,18.96298,2.588328,11.3191,48.036,14.3936, ,0.4587253,3.260208,-6.312683,0.5290902,3.928229,6.434773,21.40563,31.14566,19.10875,-154.1749,-9.422211,10.46046,-1.964539,1.252346,-15.14539,27.83043, ,1.306091,-6.444489,-83.93909,-2.450958,12.49632,10.43243,67.70353,0.5053005,-23.1651,1.429355,-2.644836,0.5163419,-0.07772827,-8.582275,-8.116364,29.57478,,,,,0.06233931,0.1919174,0.715209,0.3420019,0.08405304,0.1241379,1.724426,0.1710472,,,0.100290466,0.285129998,0.70164494,0.325034353,0.103789867,0.186504776,1.801706998,0.290279562
6.3361,7.390561,83.90501,10.17216,13.28426,12.27634,74.75088,29.55665,29.66309,154.1769,18.57215,22.15604,2.613123,13.25997,52.5983,41.77618, ,0.1516032,0.1479378,0.303833,0.7746811,0.3228207,0.03412724,0.1669769,1.869371,0.3480015,0.03172302,0.2640839,0.557663,0.6361108,1.065595,2.780075,1.478168, ,-6.16333,-1.000824,11.22613,-9.950562,3.878608,-0.940155,-14.27094,4.850353,-7.91095,-8.819733,-14.88745,19.2979,1.75194,9.616533,50.74447,16.89678, ,0.6833852,3.336019,-7.926605,-0.000213623,3.693239,6.306427,20.43959,29.19054,18.96184,-154.2249,-9.553436,11.09514,-1.913727,0.9513237,-16.07666,28.36522, ,1.265558,-6.548737,-83.76285,-2.114288,12.28722,10.44448,68.51951,1.501089,-22.88812,1.670708,-4.610657,2.178729,0.2839422,-9.011139,-9.938782,30.72031,,,,,0.1479378,0.303833,0.7746811,0.3228207,0.03412724,0.1669769,1.869371,0.3480015,,,0.174359656,0.451106678,0.864755078,0.375297767,0.140971933,0.321274633,2.352515111,0.542944099
6.21166,7.792731,82.88357,11.62529,12.70227,11.96084,75.453,25.399,28.40331,154.2624,16.9303,21.37752,3.079283,11.25586,57.17697,39.07178, ,0.1244397,0.4021702,1.021439,1.453133,0.581996,0.315506,0.7021255,4.157652,1.259771,0.08554077,1.641848,0.7785206,0.4661591,2.00411,4.578671,2.704403, ,-6.065002,-1.055054,7.889499,-11.47906,3.308131,-1.464447,-12.71237,5.749835,-6.803467,-8.412903,-12.40234,17.94598,0.2493219,5.750058,56.21057,19.3276, ,0.8049951,3.183474,-11.03958,-1.109131,3.120893,5.83834,18.71341,24.7207,18.31182,-154.3449,-9.020264,11.7607,-2.936157,0.08680593,-12.56796,22.88224, ,1.033415,-7.064545,-82.73166,-1.362732,11.95388,10.26635,70.40019,3.011663,-21.85596,2.145728,-6.301086,2.96127,0.8872479,-9.67569,-9.292419,29.72705,,,,,0.4021702,1.021439,1.453133,0.581996,0.315506,0.7021255,4.157652,1.259771,,,0.23511189,0.610598378,0.897226878,0.372269211,0.203797658,0.5042343,2.745124,0.836810511
6.050089,7.981722,82.33858,12.16469,12.47682,11.74265,76.05659,23.16932,27.49295,154.295,15.85785,20.866,3.795909,10.65607,59.3064,35.66033, ,0.1615705,0.1889911,0.5449829,0.5394039,0.2254438,0.2181854,0.6035843,2.229673,0.9103642,0.03256226,1.072453,0.5115185,0.7166266,0.5997858,2.129436,3.411446, ,-5.908875,-1.014099,6.106526,-12.00052,2.99731,-1.689514,-11.87943,6.09165,-6.166351,-8.179382,-11.3237,17.44475,-0.366394,3.835521,58.82987,18.60902, ,0.8447625,2.976592,-12.43936,-1.67926,2.734316,5.623892,17.97728,22.29757,17.81691,-154.3946,-8.25058,11.58253,-3.604797,-0.3309937,-9.169464,18.36992, ,0.9455277,-7.363525,-82.039,-0.9154663,11.87307,10.09085,71.52949,3.318981,-21.09927,2.407607,-6.686829,2.836656,1.143245,-9.949371,-7.304474,27.74165,,,,,0.1889911,0.5449829,0.5394039,0.2254438,0.2181854,0.6035843,2.229673,0.9103642,,,0.207412681,0.562789162,0.671604233,0.277556726,0.214290717,0.547076753,2.388575071,0.858749273
5.797621,8.155022,81.79707,12.53696,12.31092,11.44367,76.82306,20.85868,26.42875,154.2663,15.0629,20.599,4.473894,10.33746,61.04618,31.90019, ,0.2524686,0.1732993,0.5415192,0.3722639,0.165904,0.2989826,0.7664719,2.310646,1.064203,0.02864075,0.7949448,0.2669983,0.6779845,0.3186102,1.739773,3.760145, ,-5.666382,-0.9603882,4.296698,-12.3186,2.628455,-1.92395,-10.94095,6.251199,-5.476776,-7.996765,-10.46228,17.12441,-0.9411011,2.16854,60.78448,17.26064, ,0.8499078,2.704714,-13.72443,-2.244995,2.251952,5.392125,17.39454,19.81371,17.20679,-154.3804,-7.860138,11.59634,-4.168304,-0.7302856,-6.918762,14.52241, ,0.8438755,-7.65686,-81.26187,-0.4414978,11.86797,9.822742,72.77916,3.340398,-20.2312,2.644599,-6.801544,2.554434,1.359824,-10.09555,-6.028473,25.06153,,,,,0.1732993,0.5415192,0.3722639,0.165904,0.2989826,0.7664719,2.310646,1.064203,,,0.161122595,0.473709157,0.428751877,0.180165483,0.221260691,0.556333761,1.986081141,0.827454568
5.797485,8.154158,81.79666,12.5362,12.30786,11.45463,76.81429,20.85649,26.43045,154.2678,15.06374,20.59969,4.474943,10.3383,61.04634,31.90029, ,0.000135422,0.000864029,0.000404358,0.000751495,0.003058434,0.01095581,0.008766174,0.002189636,0.001701355,0.001480103,0.000833511,0.000688553,0.001049519,0.000833511,0.000164032,9.92E-05, ,-5.666473,-0.9606018,4.298852,-12.31793,2.628671,-1.921173,-10.94232,6.251855,-5.476929,-7.997375,-10.46176,17.12486,-0.9267883,2.169225,60.78456,17.25964, ,0.8494569,2.705907,-13.72589,-2.244446,2.251096,5.397305,17.39451,19.81124,17.20937,-154.3819,-7.860016,11.5968,-4.172638,-0.7287903,-6.920074,14.52466, ,0.8443981,-7.655548,-81.26147,-0.4422302,11.86487,9.833185,72.76964,3.339812,-20.23138,2.645603,-6.804108,2.557038,1.359498,-10.09634,-6.027985,25.06124,,,,,0.000864029,0.000404358,0.000751495,0.003058434,0.01095581,0.008766174,0.002189636,0.001701355,,,0.094711046,0.30131446,0.189619065,0.081847071,0.166629879,0.414647425,1.277902983,0.598357909
5.470901,8.302483,81.27005,12.74474,12.22308,11.13402,77.59505,18.53507,25.25987,154.1395,14.67406,20.6939,4.91373,10.21636,62.36488,28.35553, ,0.3265848,0.148325,0.5266113,0.2085314,0.08477688,0.32061,0.7807617,2.321415,1.17058,0.1282959,0.3896732,0.0942173,0.438787,0.1219368,1.318539,3.544756, ,-5.354156,-0.8957214,2.442895,-12.44281,2.200307,-2.169098,-9.862518,6.206913,-4.782715,-7.883118,-9.759399,16.93564,-1.415222,0.762012,62.17103,15.72923, ,0.8108256,2.411926,-14.94016,-2.767273,1.691579,5.151475,16.96702,17.3572,16.48132,-154.2609,-8.460175,12.07076,-4.455109,-1.24292,-5.912109,11.56646, ,0.742702,-7.913391,-80.41025,0.04102041,11.93755,9.536228,73.99556,3.180142,-19.31519,2.778649,-6.305817,1.802062,1.571603,-10.12033,-5.708374,22.34856,,,,,0.148325,0.5266113,0.2085314,0.08477688,0.32061,0.7807617,2.321415,1.17058,,,0.086702935,0.300691384,0.12259823,0.05103895,0.179824488,0.426980762,1.27961435,0.642396283
5.472045,8.284915,81.29942,12.74141,12.22373,11.14345,77.58758,18.53431,25.25968,154.141,14.6731,20.6939,4.914049,10.21536,62.36432,28.35374, ,0.001144409,0.01756763,0.02937317,0.003322601,0.000642777,0.009430885,0.007476807,0.00076294,0.00018692,0.001464844,0.000963211,0,0.000318527,0.000997543,0.000564575,0.001785278, ,-5.354858,-0.9175415,2.460083,-12.43994,2.197652,-2.168304,-9.860779,6.20471,-4.781738,-7.883728,-9.75882,16.93564,-1.408203,0.7635071,62.17041,15.72996, ,0.8109223,2.424558,-14.95163,-2.764954,1.690936,5.155774,16.96784,17.35728,16.48236,-154.2625,-8.458527,12.07076,-4.457123,-1.238586,-5.915375,11.56487, ,0.7452515,-7.889038,-80.44052,0.04028688,11.93873,9.545004,73.988,3.178607,-19.31412,2.779648,-6.306702,1.802062,1.573022,-10.11978,-5.706909,22.34625,,,,,0.01756763,0.02937317,0.003322601,0.000642777,0.009430885,0.007476807,0.00076294,0.00018692,,,0.07043065,0.286779608,0.070467742,0.045945378,0.181307563,0.400854322,1.235308384,0.655650457
5.091519,8.410104,80.77411,12.83879,12.25544,10.82661,78.28916,16.29858,24.05783,153.8832,14.63931,20.74074,4.967293,10.18524,63.28899,25.49201, ,0.3805261,0.1251888,0.5253143,0.09737778,0.03171349,0.3168344,0.7015839,2.235733,1.201847,0.257782,0.03378868,0.04683495,0.05324459,0.03011894,0.9246712,2.861736, ,-4.993347,-0.8049316,0.5229317,-12.42722,1.750573,-2.399536,-8.667511,6.00684,-4.075989,-7.818207,-9.023132,16.6742,-1.85199,-0.5094604,63.10454,14.20573, ,0.7239582,2.095294,-16.06769,-3.244263,1.08549,4.90778,16.61809,15.02078,15.6353,-154.0017,-9.609955,12.48491,-4.299408,-1.94104,-5.564728,9.4606, ,0.6527204,-8.12027,-79.50208,0.5491727,12.09836,9.248741,75.10857,2.983671,-18.45523,2.752677,-5.681427,0.985555,1.732836,-9.977509,-6.010345,20.2356,,,,,0.1251888,0.5253143,0.09737778,0.03171349,0.3168344,0.7015839,2.235733,1.201847,,,0.072957139,0.369102471,0.232900331,0.103544234,0.246974297,0.52312809,1.63274132,0.900950093
4.679842,8.443385,80.38547,12.82712,12.43098,10.50898,78.90096,14.29958,22.9041,153.5081,14.82772,20.3752,4.666775,10.21797,64.01884,23.53493, ,0.4116769,0.03328133,0.3886414,0.01167202,0.1755409,0.3176308,0.6118011,1.999001,1.153738,0.3751068,0.1884127,0.3655434,0.300518,0.03272724,0.7298584,1.957073, ,-4.603455,-0.7425537,-1.41507,-12.27325,1.313665,-2.592865,-7.372772,5.83056,-3.368469,-7.786652,-8.250671,16.25711,-2.207245,-1.776978,63.77736,12.69086, ,0.5922434,1.774865,-17.07721,-3.692047,0.4760168,4.664631,16.18066,12.89813,14.67503,-153.614,-10.67947,12.38998,-3.709686,-2.780273,-6.089661,8.409754, ,0.576084,-8.233246,-78.63022,1.092565,12.35794,8.951501,76.15052,2.832612,-17.75067,2.571384,-5.448914,0.5458819,1.847699,-9.628906,-7.224548,18.96969,,,,,0.03328133,0.3886414,0.01167202,0.1755409,0.3176308,0.6118011,1.999001,1.153738,,,0.048571687,0.367844474,0.417657691,0.176036729,0.272955265,0.556763545,1.667607438,0.968539102
4.260573,8.47441,80.00213,14.39257,12.03137,10.21145,79.48505,12.63305,21.87952,153.0318,15.11461,19.72713,4.383205,10.33655,64.62936,22.22588, ,0.4192686,0.03102493,0.3833389,1.565449,0.3996134,0.2975321,0.5840836,1.66653,1.02458,0.4763184,0.2868881,0.6480713,0.2835698,0.1185818,0.6105194,1.309052, ,-4.207123,-0.6721802,-3.384521,-9.899048,-0.7617798,-2.736908,-6.02652,5.88413,-2.675079,-7.801208,-7.439728,15.71329,-2.52417,-3.039734,64.24558,11.21254, ,0.4187025,1.405906,-17.91443,-9.748962,5.523302,4.428023,15.46073,11.00009,13.64953,-153.1186,-11.48627,12.03612,-3.047577,-3.697479,-7.529327,8.211906, ,0.5125763,-8.338409,-77.70758,4.736865,10.62902,8.683075,77.20197,2.668035,-17.25525,2.289267,-5.740051,0.6396096,1.954165,-9.066711,-9.323334,18.2196,,,,,0.03102493,0.3833389,1.565449,0.3996134,0.2975321,0.5840836,1.66653,1.02458,,,0.034031971,0.367764778,0.673405191,0.245890521,0.2949985,0.615656544,1.727213778,1.194864667
3.859514,8.467104,79.70413,14.78749,12.22578,9.945909,80.0817,11.42687,21.07692,152.4879,15.46766,19.13943,4.356512,10.58197,65.05212,21.25654, ,0.4010596,0.007306099,0.2979965,0.394927,0.1944113,0.2655411,0.5966568,1.206175,0.802597,0.5438385,0.3530493,0.5876923,0.02669382,0.2454138,0.42276,0.9693451, ,-3.824249,-0.6498108,-5.320282,-9.530823,-0.9962769,-2.834229,-4.632996,6.323516,-2.031677,-7.859467,-6.548981,15.1281,-2.865784,-4.270264,64.4594,9.892711, ,0.2098633,1.044323,-18.62234,-10.40048,5.23677,4.21175,14.31175,9.336651,12.617,-152.5523,-12.24353,11.84743,-2.606445,-4.535522,-9.395752,8.569472, ,0.4698905,-8.383453,-76.83124,5.426836,10.96106,8.45216,78.31123,2.461695,-17.02225,1.958439,-6.17746,0.9566171,2.060491,-8.391296,-11.67102,17.55067,,,,,0.007306099,0.2979965,0.394927,0.1944113,0.2655411,0.5966568,1.206175,0.802597,,,0.016032431,0.309393122,0.643594358,0.250175811,0.2771614,0.626157978,1.652098333,1.392191333
3.507586,8.460255,79.44286,15.24122,12.46833,9.666697,80.75186,13.32612,18.51139,151.8904,15.64355,18.69584,4.608874,10.88899,65.22771,20.35167, ,0.3519282,0.006849289,0.2612762,0.4537239,0.2425566,0.279212,0.6701584,1.899249,2.565525,0.5975189,0.1758881,0.4435883,0.2523627,0.3070192,0.1755829,0.9048729, ,-3.480377,-0.6705933,-7.217529,-9.056274,-1.18634,-2.907501,-3.192413,7.764829,-2.327942,-7.951294,-5.555054,14.58687,-3.216736,-5.449646,64.42607,8.816896, ,-0.005706787,0.7137658,-19.23431,-11.13596,5.051137,4.008339,12.76877,10.81717,8.720543,-151.9315,-12.86731,11.81643,-2.559967,-5.154144,-11.03085,9.047706, ,0.4360005,-8.407745,-75.95535,6.123845,11.28915,8.203724,79.4975,1.739053,-16.35739,1.628681,-6.377441,1.105366,2.157539,-7.658691,-13.54126,16.70761,,,,,0.006849289,0.2612762,0.4537239,0.2425566,0.279212,0.6701584,1.899249,2.565525,,,0.015088398,0.268326633,0.612639967,0.227047622,0.260599878,0.657990356,2.106645778,1.939733444
3.233295,8.446911,79.23018,15.79877,12.6768,9.439986,81.47703,15.44592,16.72341,151.2567,15.56582,18.33801,5.101658,11.18382,65.19964,19.36868, ,0.2742908,0.01334381,0.212677,0.5575504,0.2084675,0.2267103,0.7251663,2.119801,1.787983,0.6337585,0.07773304,0.3578358,0.4927835,0.294838,0.02806854,0.9829845, ,-3.199951,-0.7641602,-9.04303,-8.500763,-1.316559,-2.963623,-1.712891,9.375764,-2.646851,-8.069641,-4.478027,14.10724,-3.630005,-6.575989,64.24654,7.841504, ,-0.2184448,0.4507464,-19.76196,-11.97794,4.946266,3.83405,11.09031,12.33026,4.999602,-151.2744,-13.23611,11.83227,-2.871765,-5.48819,-12.15295,9.342366, ,0.4157727,-8.40329,-75.1076,6.819363,11.54469,8.005279,80.6683,1.015711,-15.86008,1.312258,-6.382446,1.128778,2.240011,-6.891724,-14.64407,15.73419,,,,,0.01334381,0.212677,0.5575504,0.2084675,0.2267103,0.7251663,2.119801,1.787983,,,0.018712149,0.215406623,0.482255599,0.169904193,0.218463992,0.609948051,2.36143974,2.045485514
3.048368,8.489834,79.00375,16.48095,12.78719,9.214258,82.16074,10.50234,20.2787,150.6004,15.37164,17.92197,5.678768,11.4575,64.98338,18.32352, ,0.1849265,0.04292297,0.2264252,0.6821842,0.1103878,0.225728,0.6837082,4.943583,3.555286,0.6562347,0.1941757,0.4160423,0.5771098,0.2736759,0.2162628,1.045164, ,-2.991913,-0.8668518,-10.8548,-7.862854,-1.376953,-3.053284,-0.1653137,8.924699,-0.598877,-8.183075,-3.352875,13.59462,-4.020111,-7.710022,63.97669,6.798157, ,-0.4346313,0.2109926,-20.18188,-12.93008,4.88103,3.64538,9.448456,5.451353,9.818896,-150.5952,-13.37976,11.78871,-3.358093,-5.498322,-12.62494,9.258392, ,0.4018043,-8.444519,-74.22375,7.519603,11.68383,7.79844,81.69783,1.510065,-17.80634,1.018048,-6.422638,1.219661,2.316508,-6.100494,-14.85562,14.86572,,,,,0.04292297,0.2264252,0.6821842,0.1103878,0.225728,0.6837082,4.943583,3.555286,,,0.029924498,0.178641424,0.492812676,0.115349246,0.180494396,0.524768401,2.346587002,1.890848873
3.049139,8.468307,79.03098,16.48005,12.78375,9.224882,82.15109,10.50062,20.2775,150.6019,15.37052,17.92109,5.678216,11.45408,64.98271,18.32296, ,0.00077033,0.02152729,0.02722931,0.000905991,0.003435135,0.01062393,0.009643555,0.00171566,0.00120163,0.001464844,0.001123428,0.00087738,0.000551224,0.003421783,0.000663757,0.000558853, ,-2.992523,-0.8873901,-10.84103,-7.862091,-1.372894,-3.049988,-0.1681824,8.923447,-0.5977478,-8.183838,-3.352295,13.59596,-4.021393,-7.708588,63.97595,6.798366, ,-0.4358521,0.2235741,-20.18625,-12.92963,4.885845,3.650563,9.446463,5.450342,9.817377,-150.5968,-13.3782,11.78576,-3.355225,-5.493896,-12.62704,9.258506, ,0.4036136,-8.420532,-74.2551,7.518985,11.67866,7.809671,81.68805,1.50899,-17.80573,1.019014,-6.423523,1.218805,2.316745,-6.100128,-14.85489,14.86484,,,,,0.02152729,0.02722931,0.000905991,0.003435135,0.01062393,0.009643555,0.00171566,0.00120163,,,0.034524388,0.127598229,0.395916408,0.058049521,0.122802189,0.355017759,1.367253248,1.035334599
2.950769,8.532267,78.84357,17.29817,12.74314,9.031497,82.68311,10.64688,20.48538,149.9443,15.25044,17.41586,6.249239,11.76373,64.4353,17.21408, ,0.09836984,0.06396008,0.1874084,0.8181248,0.04061794,0.1933851,0.5320129,0.1462517,0.2078876,0.657608,0.1200809,0.5052261,0.5710225,0.3096533,0.5474091,1.108877, ,-2.852112,-1.003357,-12.65234,-7.223938,-1.368042,-3.146301,1.448473,9.615579,-0.245636,-8.276123,-2.220306,13.02897,-4.376434,-8.863831,63.49104,5.689931, ,-0.6543884,0.03583528,-20.57312,-13.95169,4.800625,3.45046,7.879664,4.49303,9.021084,-149.9171,-13.48209,11.65828,-3.858002,-5.22879,-12.31198,8.726435, ,0.3968498,-8.47345,-73.36823,8.217521,11.67132,7.638768,82.46344,1.327876,-18.42899,0.7453462,-6.533936,1.358471,2.394765,-5.320251,-14.08398,14.16653,,,,,0.06396008,0.1874084,0.8181248,0.04061794,0.1933851,0.5320129,0.1462517,0.2078876,,,0.042495729,0.115275053,0.453110386,0.047536321,0.111229353,0.313440094,0.606002231,0.586371629
2.949708,8.513239,78.86993,17.29581,12.74148,9.039908,82.67348,10.64754,20.48546,149.9443,15.25476,17.41627,6.245855,11.76133,64.43519,17.21527, ,0.001061201,0.01902771,0.02635193,0.002361298,0.001661301,0.008411407,0.009620667,0.00066185,7.63E-05,0,0.004323006,0.000406265,0.003384113,0.002398491,0.000114441,0.001186371, ,-2.851471,-1.022644,-12.63898,-7.222229,-1.368011,-3.14209,1.44534,9.616925,-0.2470093,-8.276123,-2.218536,13.02681,-4.368683,-8.86319,63.49032,5.689204, ,-0.6531067,0.04828569,-20.57648,-13.9491,4.801466,3.45582,7.877389,4.491792,9.019893,-149.9171,-13.48639,11.66132,-3.860443,-5.226013,-12.31769,8.726677, ,0.3959506,-8.452087,-73.39926,8.218076,11.66919,7.647894,82.45377,1.327595,-18.42975,0.7453462,-6.535797,1.358433,2.395686,-5.319092,-14.08725,14.16815,,,,,0.01902771,0.02635193,0.002361298,0.001661301,0.008411407,0.009620667,0.00066185,7.63E-05,,,0.045265199,0.094952044,0.501914565,0.080638991,0.093435061,0.284339884,0.05424765,0.368279881
2.953155,8.579787,78.72826,18.23071,12.55608,8.882798,83.17617,10.71447,19.38962,149.3056,15.18823,16.76183,6.655922,12.16579,63.6037,15.921, ,0.003447771,0.06654835,0.1416626,0.9349003,0.1853924,0.1571102,0.5026855,0.06692696,1.09584,0.6387177,0.06652737,0.6544361,0.4100671,0.4044542,0.8314896,1.294264, ,-2.794495,-1.155121,-14.45197,-6.63205,-1.323303,-3.243011,3.094841,10.0331,-1.377838,-8.339325,-1.089417,12.43301,-4.733307,-10.05246,62.78828,4.510725, ,-0.8741455,-0.07336426,-21.00613,-15.02924,4.672926,3.258584,6.483503,3.68249,2.570621,-149.2566,-13.62469,11.33138,-4.066833,-4.740356,-11.51816,7.81096, ,0.4071334,-8.500854,-72.48965,8.872641,11.52843,7.511151,83.09721,1.170151,-19.20203,0.4769804,-6.510223,1.318681,2.492627,-4.562103,-12.67484,13.44598,,,,,0.06654835,0.1416626,0.9349003,0.1853924,0.1571102,0.5026855,0.06692696,1.09584,,,0.066556719,0.095920136,0.867859477,0.180057105,0.110885279,0.384617248,0.083206924,0.696494511
3.037564,8.647547,78.63812,19.2339,12.29077,8.778731,83.62733,10.65629,20.09525,148.7077,15.17598,15.92682,6.93956,12.67699,62.48449,14.46414, ,0.084409,0.06775951,0.0901413,1.003191,0.2653112,0.1040668,0.4511566,0.05817032,0.7056332,0.5979004,0.01225376,0.8350115,0.283638,0.5112,1.119209,1.456861, ,-2.811279,-1.299408,-16.2561,-6.030884,-1.320068,-3.339264,4.730445,10.20187,-1.195679,-8.370636,0.02671373,11.8129,-5.028137,-11.22696,61.81627,3.435677, ,-1.080933,-0.1398315,-21.46576,-16.15689,4.4746,3.089803,5.259562,2.992768,2.183369,-148.6406,-13.76563,10.75958,-4.116882,-4.097076,-10.49313,6.598897, ,0.423095,-8.546844,-71.56866,9.462393,11.32273,7.42058,83.60027,1.054374,-19.96487,0.2568946,-6.407501,1.108751,2.625729,-3.858215,-10.94678,12.61309,,,,,0.06775951,0.0901413,1.003191,0.2653112,0.1040668,0.4511566,0.05817032,0.7056332,,,0.086896793,0.094765561,1.272072544,0.254067,0.10251604,0.397738963,0.105597926,0.829630078
3.372184,8.809378,78.65602,21.41071,11.801,8.670436,84.12726,10.37213,21.45688,147.6215,15.51165,14.22166,7.30486,13.93051,59.16232,11.93531, ,0.3346198,0.1618309,0.01789856,2.176805,0.4897738,0.1082954,0.4999313,0.2841654,1.361624,1.086136,0.3356762,1.705161,0.3653002,1.253523,3.322174,2.528831, ,-3.038727,-1.598663,-19.7634,-4.596893,-1.685181,-3.503418,7.925432,10.13467,-2.513062,-8.351471,2.097929,10.59767,-5.702637,-13.39304,58.77035,2.145452, ,-1.415955,-0.1348267,-22.47015,-18.53351,3.884407,2.848206,3.20904,1.963892,-2.957489,-147.53,-14.09326,9.538046,-3.72348,-2.537537,-8.13089,3.479919, ,0.4045517,-8.660522,-69.76822,10.51885,10.9608,7.317622,83.995,1.202121,-21.04227,-0.04043579,-6.413574,0.7750846,2.837106,-2.601257,-6.959381,11.28114,,,,,0.1618309,0.01789856,2.176805,0.4897738,0.1082954,0.4999313,0.2841654,1.361624,,,0.105022543,0.112231787,1.703722589,0.277027672,0.102787098,0.397178633,0.133495974,0.859792122
3.568212,8.912384,78.89301,19.1974,11.66232,8.599215,84.33858,10.29911,21.89164,147.1366,15.80955,13.58146,7.65082,14.72281,57.01181,11.11337, ,0.1960275,0.1030064,0.2369919,2.213308,0.1386757,0.07122135,0.2113266,0.0730238,0.4347668,0.4849396,0.2978935,0.6402006,0.3459601,0.792304,2.150501,0.8219433, ,-3.203308,-1.719666,-24.39777,-4.351624,-2.13623,-3.544434,9.433879,10.11214,-2.272095,-8.294556,3.000895,10.08804,-6.075806,-14.43472,56.7493,1.935915, ,-1.539886,-0.1015015,-24.62442,-16.34903,3.510748,2.767869,2.302541,1.532668,-3.022064,-147.038,-14.23694,9.140828,-3.742676,-1.644928,-6.668304,1.658853, ,0.3639995,-8.743195,-66.84216,9.759723,10.85136,7.24647,84.0722,1.358794,-21.50677,-0.1347351,-6.591064,0.8076335,2.969058,-2.196686,-4.649139,10.84603,,,,,0.1030064,0.2369919,2.213308,0.1386757,0.07122135,0.2113266,0.0730238,0.4347668,,,0.091056199,0.144874569,1.824823111,0.19777405,0.095371123,0.331722678,0.105713639,0.600309667
