Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z
6.116509,10.31902,76.82877,13.12434,14.9308,10.0006,81.98611,11.26964,15.26314,31.32526,13.29554,16.70602,7.851113,13.10999,66.60902,22.62024, ,-3.623291,-3.180176,-10.32599,-5.695709,4.394226,-1.424103,8.766616,6.894964,-5.718109,-4.021149,-7.225677,15.12891,-5.463593,-11.10422,65.87881,7.0146, ,-3.05304,0.0111689,-16.81006,-10.3623,1.757,2.383809,8.23415,8.935946,7.510256,30.89526,-8.666992,7.167437,-4.256073,-4.476807,-8.093658,7.893278, ,3.967496,-9.818359,-73.12189,6.252941,14.23262,9.578769,81.88876,0.5466967,-12.39136,2.423155,-6.523132,1.148731,3.910972,-4.938995,-13.68246,20.5249
6.030125,10.29332,76.83525,13.68108,14.81936,9.760839,82.55616,10.90115,14.99171,31.69216,12.57786,15.85626,8.089149,13.94594,66.26201,21.70909, ,-3.492157,-3.278137,-11.53754,-5.245972,4.667572,-1.45575,10.41911,6.773869,-5.172058,-4.122314,-5.96759,14.36489,-5.749237,-12.4653,65.61307,5.850488, ,-2.970428,-0.06307983,-17.10358,-11.06039,1.700205,2.203569,7.863921,8.560997,7.218886,31.28576,-8.696899,6.777649,-4.299988,-4.09671,-7.833557,7.366989, ,4.010322,-9.756744,-72.71188,6.656917,14.03587,9.36966,82.42252,0.5567873,-12.42288,2.100055,-6.427856,1.175285,3.953815,-4.315491,-12.83661,19.96869
5.976123,10.28548,76.84042,14.3738,14.6586,9.508714,83.15504,10.55237,14.81613,32.04428,11.84867,14.88874,8.275075,14.81459,65.60431,20.2674, ,-3.439941,-3.377716,-12.67279,-4.83847,4.879131,-1.511261,12.04959,6.626148,-4.70462,-4.224274,-4.64859,13.54163,-6.04126,-13.7695,65.09912,4.935857, ,-2.888519,-0.1183472,-17.43936,-11.8602,1.586442,2.02316,7.443138,8.23072,6.983299,31.65464,-8.691833,6.239338,-4.235901,-3.539398,-6.967163,6.378762, ,4.03074,-9.71228,-72.28503,7.063783,13.8038,9.141418,82.94801,0.5502447,-12.49359,1.812739,-6.242645,1.056957,3.981879,-3.777222,-11.19382,18.88678
5.962218,10.25495,76.82794,15.18756,14.43862,9.293257,83.68559,10.31842,14.7298,32.37675,11.23627,13.91253,8.430015,15.72215,64.62414,20.38222, ,-3.455475,-3.491058,-13.71884,-4.489044,4.996978,-1.551941,13.64877,6.54867,-4.323944,-4.305634,-3.356567,12.71811,-6.328156,-15.01767,64.26585,3.208779, ,-2.790344,-0.1277466,-17.88055,-12.74463,1.427373,1.88851,6.874178,7.990383,6.801618,32.00066,-8.683777,5.680225,-4.114532,-2.894867,-5.908417,5.232108, ,4.064095,-9.639252,-71.80917,7.476194,13.53806,8.941214,83.36073,0.5921096,-12.59998,1.566923,-6.050171,0.9093195,3.993171,-3.2995,-9.245728,19.59286
5.977433,10.23261,76.80827,16.09382,14.19769,9.082106,84.15819,10.2297,14.74247,32.69079,10.81451,13.02921,8.631132,16.70353,63.33784,19.17785, ,-3.543793,-3.593872,-14.6991,-4.175293,5.033937,-1.577881,15.18073,6.640497,-4.057404,-4.369324,-2.123962,11.94212,-6.626923,-16.24103,63.11016,2.610372, ,-2.675751,-0.1107788,-18.45578,-13.68726,1.234645,1.772397,6.081569,7.79622,6.67238,32.32489,-8.674072,5.240527,-4.05014,-2.206299,-4.804779,3.755258, ,4.08645,-9.578278,-71.27692,7.9077,13.2767,8.742867,83.66187,0.6610172,-12.7536,1.371001,-5.947388,0.8360165,4.012362,-2.936768,-7.163239,18.71536
6.030125,10.20116,76.76122,17.07266,13.95229,8.883063,84.55535,10.23001,14.85575,32.98001,10.60653,12.26906,8.961216,17.69933,61.72371,18.02377, ,-3.694611,-3.692444,-15.60742,-3.866669,5.002108,-1.546173,16.55197,6.889356,-3.925201,-4.403473,-0.9610901,11.22257,-6.945923,-17.40805,61.58427,2.200446, ,-2.554077,-0.07373047,-19.14853,-14.67618,1.022459,1.702449,5.116559,7.574756,6.606948,32.62393,-8.677704,4.975105,-4.203766,-1.494904,-4.032623,2.19036, ,4.108056,-9.508453,-70.6713,8.361088,13.03369,8.557878,83.83913,0.7577671,-12.95248,1.217996,-5.956238,0.8772528,4.062685,-2.621155,-5.334229,17.79867
6.118174,10.16391,76.70718,18.1161,13.71465,8.68443,84.86702,10.25472,15.06254,33.25403,10.58093,11.60382,9.296545,18.71564,59.88486,16.93661, ,-3.902313,-3.775391,-16.45816,-3.526184,4.915885,-1.49231,17.78988,7.188526,-3.848053,-4.422394,0.1547299,10.55659,-7.298584,-18.53506,59.79436,1.874259, ,-2.412903,-0.03295898,-19.93875,-15.70142,0.793776,1.638162,4.063765,7.317842,6.58035,32.90641,-8.658478,4.808749,-4.298828,-0.8292847,-3.605225,0.5795351, ,4.13203,-9.437286,-70.01331,8.852845,12.81684,8.376215,83.88708,0.9253521,-13.22464,1.102865,-6.097321,1.033441,4.122041,-2.338104,-3.871704,16.83291
6.240838,10.09668,76.64369,19.222,13.47749,8.477275,85.14465,10.29987,15.36071,33.49044,10.66703,11.02086,9.720293,19.65847,57.73867,15.79678, ,-4.151306,-3.827911,-17.2569,-3.142365,4.772309,-1.41214,18.92204,7.527995,-3.792175,-4.434784,1.221478,9.955006,-7.66626,-19.54089,57.67533,1.720044, ,-2.286621,0.01198565,-20.80316,-16.76166,0.5610278,1.571382,2.95477,7.019905,6.610948,33.15045,-8.618378,4.682745,-4.5466,-0.1739197,-3.282104,-1.111023, ,4.14554,-9.345062,-69.30469,9.381002,12.61892,8.190938,83.86109,1.112441,-13.56802,1.000946,-6.26474,1.215725,4.203051,-2.120819,-2.508484,15.6477
6.236194,10.10366,76.64222,19.22364,13.47563,8.466641,85.14801,10.29941,15.36117,33.49044,10.66681,11.0193,9.720938,19.65847,57.74047,15.81357, ,-4.148285,-3.823547,-17.25726,-3.143402,4.771357,-1.409943,18.91652,7.530391,-3.795044,-4.434784,1.22243,9.952791,-7.664856,-19.54089,57.67725,1.708746, ,-2.292908,0.004634059,-20.80322,-16.76294,0.5623305,1.563727,2.950487,7.016937,6.614103,33.15045,-8.617126,4.683856,-4.549072,-0.1739197,-3.278168,-1.114227, ,4.138067,-9.354218,-69.30295,9.381918,12.61729,8.181972,83.86484,1.110524,-13.56644,1.000946,-6.265961,1.215485,4.204777,-2.120819,-2.50769,15.66572
6.394781,10.0222,76.53659,20.39361,13.2537,8.293041,85.39692,10.38444,15.72045,33.72085,10.8525,10.46766,10.07508,20.51348,55.28078,14.88463, ,-4.436554,-3.86087,-17.99225,-2.740845,4.609801,-1.361145,20.01991,7.906839,-3.735718,-4.462555,2.280923,9.402445,-8.042114,-20.41663,55.22304,1.627053, ,-2.143463,0.03898365,-21.68619,-17.86246,0.3228311,1.488164,1.781619,6.703449,6.664729,33.3826,-8.55545,4.51168,-4.615692,0.446326,-3.064484,-2.808563, ,4.161706,-9.251678,-68.53433,9.934214,12.43837,8.026889,83.75885,1.282717,-13.96902,0.9508469,-6.4552,1.369496,4.287297,-2.033752,-1.278656,14.48857
6.396006,10.02369,76.53621,20.39288,13.25601,8.295497,85.39964,10.38444,15.72115,33.73006,10.86477,10.46818,10.07609,20.51191,55.28078,14.89559, ,-4.43869,-3.861389,-17.99283,-2.742859,4.612435,-1.366882,20.0214,7.908995,-3.732513,-4.465363,2.280648,9.403796,-8.043823,-20.41385,55.22304,1.619384, ,-2.139221,0.04023946,-21.68695,-17.86203,0.3223369,1.485756,1.777998,6.701077,6.662346,33.39078,-8.562439,4.510145,-4.615234,0.4424877,-3.064484,-2.809784, ,4.163464,-9.253174,-68.53336,9.933249,12.43987,8.028853,83.76083,1.281108,-13.97159,0.9619577,-6.467194,1.369637,4.286855,-2.046265,-1.278656,14.50059
6.554912,9.973055,76.39478,21.63611,13.04335,7.982801,85.50738,10.4526,16.11415,33.91377,11.11033,9.910151,10.40864,21.26694,52.55774,14.20117, ,-4.7341,-3.887299,-18.65082,-2.312531,4.428907,-1.008453,20.79606,8.283469,-3.674255,-4.507629,3.35729,8.879921,-8.43634,-21.16672,52.48137,1.604589, ,-1.998505,0.03916917,-22.55899,-19.00415,0.07714621,0.883012,1.155375,6.327458,6.732163,33.57225,-8.4617,4.267459,-4.600494,0.9961289,-3.11853,-4.332214, ,4.154764,-9.187378,-67.7312,10.52473,12.27422,7.861929,83.62284,1.399706,-14.40091,0.9342203,-6.63089,1.470485,4.363881,-2.014893,-0.408905,13.37188
6.720206,9.97384,76.22586,22.94812,12.86558,7.815414,85.70995,10.46758,16.50781,34.09089,11.4761,9.372762,10.79696,21.90107,49.56424,13.82195, ,-5.041046,-3.915833,-19.23376,-1.844513,4.246035,-1.017883,21.77676,8.591318,-3.574371,-4.579803,4.450655,8.388023,-8.85379,-21.78757,49.45319,1.772922, ,-1.888306,-0.002960205,-23.39893,-20.18863,-0.1684875,0.7320496,0.02247618,5.912672,6.787335,33.73868,-8.35141,4.002491,-4.672852,1.401401,-3.431488,-5.584717, ,4.108656,-9.174683,-66.91687,11.14503,12.14009,7.707828,83.42519,1.476401,-14.84229,0.9693308,-6.835419,1.553399,4.432038,-2.03891,-0.01330566,12.43795
6.89904,9.910862,76.04107,24.31072,12.73107,7.65123,86.01028,10.41534,16.8884,34.25025,11.9242,8.867173,11.12993,22.41707,46.4839,13.5187, ,-5.311279,-3.928375,-19.74707,-1.328796,4.057587,-1.02774,22.70733,8.813457,-3.414764,-4.678589,5.575785,7.9233,-9.265747,-22.29639,46.30644,2.050816, ,-1.778625,-0.02850342,-24.18808,-21.40582,-0.4084778,0.6452007,-1.059174,5.463926,6.79596,33.88135,-8.227539,3.761129,-4.640137,1.583889,-4.324524,-6.243286, ,4.113153,-9.099854,-66.11414,11.76958,12.04834,7.548759,83.31102,1.510915,-15.29459,1.031638,-7.01413,1.600615,4.465743,-2.059906,-0.3847046,11.70932
7.058173,9.898995,75.83462,25.71472,12.63528,7.509883,86.33855,10.32024,17.26366,34.41301,12.47406,8.376223,11.56857,22.7665,43.38917,13.03318, ,-5.567902,-3.957214,-20.17676,-0.7800293,3.859656,-1.117706,23.66421,8.978168,-3.251343,-4.818176,6.766234,7.473463,-9.706329,-22.65472,43.0705,2.493949, ,-1.678192,-0.0284729,-24.94229,-22.65216,-0.6539001,0.5434507,-2.109253,4.991966,6.799664,34.01897,-8.103729,3.548058,-4.797577,1.470618,-5.759308,-6.196075, ,4.084498,-9.074402,-65.32037,12.38354,11.99393,7.401228,83.19019,1.482724,-15.73758,1.123232,-7.15683,1.571418,4.515322,-2.046356,-1.310364,11.06408
7.224108,9.85337,75.61365,27.13706,12.58204,7.404748,86.65868,10.19586,17.65002,34.56372,13.14459,7.904408,11.96471,22.95729,40.10886,12.43432, ,-5.821167,-3.992615,-20.57132,-0.2214661,3.670158,-1.231873,24.59296,9.096507,-3.10199,-5.024109,8.052669,7.031493,-10.18048,-22.86884,39.60929,3.198292, ,-1.563782,-0.05715942,-25.56995,-23.91483,-0.9076233,0.4591734,-3.099976,4.495207,6.775944,34.13371,-8.037506,3.410913,-4.815826,0.9678385,-6.891327,-5.784546, ,4.064456,-9.007874,-64.57123,12.96548,11.97379,7.28239,83.047,1.442481,-16.19604,1.211973,-7.192749,1.419781,4.505786,-1.987335,-2.077026,10.37783
7.377727,9.925243,75.31072,28.56977,12.5672,7.320283,86.93384,10.068,18.02616,34.73132,14.02879,7.515304,12.44775,22.97935,36.61926,11.60213, ,-6.077057,-4.093628,-20.85379,0.3502058,3.476539,-1.378418,25.42605,9.214433,-3.025146,-5.281281,9.400735,6.607682,-10.69177,-22.90417,35.95208,3.743987, ,-1.454895,-0.08685303,-26.10352,-25.18921,-1.176788,0.3673496,-4.057892,3.935399,6.741538,34.25257,-8.155365,3.45042,-4.971741,0.08787203,-7.480988,-5.172699, ,4.002449,-9.04007,-63.81799,13.50878,11.98572,7.175765,82.85966,1.370075,-16.63303,1.339995,-7.205353,1.183523,4.498026,-1.885651,-2.511383,9.52466
7.514887,9.939603,74.98862,30.0023,12.59811,7.26853,87.22204,9.923821,18.38424,34.8802,15.07223,7.268745,12.91177,22.82688,32.81475,10.54234, ,-6.264557,-4.15686,-21.08295,0.9161147,3.280809,-1.455231,26.18029,9.278435,-3.028229,-5.575745,10.77022,6.248377,-11.27423,-22.72748,32.07731,4.09695, ,-1.404999,-0.1388245,-26.55475,-26.46808,-1.454865,0.2780439,-4.91095,3.381793,6.649328,34.34546,-8.430237,3.647116,-4.997009,-1.023865,-7.313019,-4.612213, ,3.98591,-9.024567,-63.10168,14.01197,12.03654,7.112698,82.71059,1.304159,-17.05862,1.447027,-7.210205,0.9372038,4.368646,-1.687256,-2.405212,8.390121
7.509674,9.951973,74.9902,30.00225,12.59992,7.252673,87.2272,9.927769,18.38561,34.88384,15.07655,7.267237,12.90989,22.83015,32.8163,10.56455, ,-6.263733,-4.152832,-21.08386,0.9163555,3.283542,-1.451111,26.16975,9.287599,-3.03183,-5.575745,10.77038,6.246144,-11.27264,-22.73013,32.08271,4.0912, ,-1.404449,-0.1517639,-26.55222,-26.46832,-1.455505,0.2644269,-4.919098,3.370727,6.654617,34.34874,-8.43335,3.648217,-4.998413,-1.029816,-7.294037,-4.626373, ,3.977292,-9.039337,-63.10437,14.01135,12.03755,7.09798,82.717,1.294527,-17.05774,1.451908,-7.216461,0.9366837,4.365285,-1.690308,-2.410065,8.412335
7.639551,10.01031,74.65474,31.41969,12.67061,7.248677,87.49099,9.75578,18.70043,35.03168,16.24515,7.169149,13.36633,22.58354,28.84182,9.541456, ,-6.442902,-4.241669,-21.24973,1.48203,3.064769,-1.540161,26.83333,9.304973,-3.15271,-5.919861,12.13251,6.003457,-11.90021,-22.38785,28.16636,4.257431, ,-1.349487,-0.145752,-26.96991,-27.7323,-1.739227,0.2016571,-5.652039,2.776783,6.550038,34.42863,-8.776947,3.883772,-4.928925,-2.282135,-6.470703,-4.073029, ,3.956117,-9.062775,-62.41418,14.48107,12.1263,7.077927,82.58298,1.201865,-17.423,1.559659,-7.34256,0.7753322,4.141342,-1.525818,-1.890015,7.35886
7.641396,10.01188,74.65418,31.42116,12.66832,7.251917,87.49496,9.760278,18.70161,35.04051,16.25574,7.167729,13.36457,22.58354,28.843,9.555243, ,-6.444946,-4.242249,-21.24832,1.481384,3.063118,-1.545929,26.82875,9.31388,-3.156342,-5.922577,12.13434,6.001218,-11.89859,-22.38638,28.16948,4.24864, ,-1.345306,-0.1445007,-26.97156,-27.73346,-1.738037,0.199369,-5.660126,2.765829,6.555531,34.43614,-8.785828,3.884878,-4.930359,-2.287781,-6.461517,-4.08252, ,3.957713,-9.064301,-62.41336,14.48225,12.1245,7.080037,82.58633,1.192097,-17.42197,1.569871,-7.355072,0.7747802,4.138044,-1.53537,-1.893524,7.376175
7.734921,10.03049,74.36005,32.80836,12.77977,7.267992,87.71548,9.534226,18.94889,35.16135,17.38353,7.160295,13.81485,22.33491,24.89039,8.776946, ,-6.589539,-4.280243,-21.42474,2.031792,2.822828,-1.604309,27.39159,9.245863,-3.32785,-6.262238,13.44442,5.847094,-12.48651,-21.96805,24.34117,4.267284, ,-1.302826,-0.1626587,-27.30283,-28.9715,-2.021088,0.1211223,-6.245819,2.148681,6.399103,34.48655,-9.045807,4.115741,-4.901978,-3.557831,-5.36322,-3.463745, ,3.91362,-9.06601,-61.80505,14.91532,12.25142,7.086349,82.46658,1.0913,-17.7215,1.666769,-7.502075,0.6594517,3.904449,-1.377075,-1.323364,6.718255
7.7871,10.19663,73.67532,35.44777,13.0083,7.277253,88.13985,8.923542,19.12636,35.40509,19.24616,7.481042,15.02628,21.53646,17.19056,7.928649, ,-6.76889,-4.213623,-21.67346,3.13534,2.303032,-1.674072,28.26346,8.850488,-3.676788,-6.940186,15.8627,6.152331,-13.83725,-20.84515,16.92598,4.906204, ,-1.215179,-0.2001953,-27.76389,-31.32602,-2.5802,0.01250245,-7.074432,0.858481,5.963558,34.57879,-8.929199,4.247934,-5.315125,-5.224457,-3.04306,-2.801605, ,3.728186,-9.277893,-60.6297,15.65271,12.49029,7.082242,82.3719,0.8211659,-18.00116,1.859066,-7.685272,0.6026294,3.22609,-0.8433838,-0.6491089,5.446724
7.735327,10.24195,73.39205,36.67873,13.09526,7.267129,88.3376,8.583257,19.04074,35.53126,20.01197,7.751613,15.64591,21.02382,13.78478,7.898857, ,-6.787231,-4.056,-21.83984,3.709805,2.053761,-1.685822,28.55062,8.557036,-3.78064,-7.198212,16.97177,6.471894,-14.41782,-20.39587,13.57707,5.586387, ,-1.174225,-0.2243042,-27.83676,-32.42511,-2.846283,-0.01208496,-7.421936,0.2006912,5.657813,34.64182,-8.760529,4.272787,-5.739777,-4.940521,-2.39624,-2.868622, ,3.592711,-9.395935,-60.17233,15.93723,12.56726,7.069314,82.37359,0.6564364,-17.98196,1.952635,-7.498718,0.3922482,2.895666,-0.744873,-0.5079041,4.656386
7.669634,10.25717,73.11581,39.94521,11.83364,7.318571,88.43674,8.306351,18.86876,35.62719,20.76278,8.083047,16.2653,20.42915,10.88726,8.203483, ,-6.772095,-3.900879,-21.95804,5.476602,1.130335,-1.676788,28.7466,8.276617,-3.82428,-7.431091,18.04231,6.893109,-14.94632,-20.04813,10.58827,6.35236, ,-1.10318,-0.2261353,-27.77704,-35.08752,-1.239136,0.009849942,-7.7966,-0.4165649,5.284375,34.67841,-8.536133,4.2318,-6.239166,-3.666687,-2.538727,-3.019714, ,3.495237,-9.477875,-59.8237,16.96481,11.7024,7.124006,82.28941,0.5371205,-17.8927,2.03735,-7.314789,0.2485776,2.593913,-0.9514465,-0.4620361,4.061569
7.586772,10.30489,72.87144,40.69108,12.01898,7.350073,88.46059,8.127021,18.61793,35.74024,21.64622,8.411873,16.79194,19.71061,8.615325,8.729778, ,-6.741516,-3.747131,-22.02048,5.832649,1.117274,-1.636139,28.84635,8.053665,-3.853363,-7.756256,19.22762,7.338201,-15.34622,-19.5567,7.929726,7.144563, ,-1.070221,-0.2428284,-27.62033,-35.77472,-1.806427,-0.01834106,-8.222351,-0.959137,4.836473,34.70584,-8.295959,4.121082,-6.763611,-1.850983,-3.369324,-3.164642, ,3.377206,-9.590149,-59.59747,17.04944,11.81288,7.166157,82.13889,0.4554171,-17.73331,2.148526,-7.152832,0.1214877,2.264913,-1.348083,-0.4874573,3.704303
7.546713,10.2889,72.69082,41.3333,12.23245,7.423763,88.44666,8.452473,18.14419,35.84188,22.60066,8.808043,17.2496,19.01049,7.364552,9.239394, ,-6.735199,-3.595551,-22.0329,6.141001,1.193734,-1.569336,28.84619,8.393365,-4.4617,-8.147034,20.50544,7.835214,-15.59616,-18.93036,5.745789,7.793839, ,-1.005066,-0.1937561,-27.40927,-36.37714,-2.370361,-0.02618408,-8.625336,-0.9606934,3.860737,34.70744,-7.995483,4.024681,-7.405579,-0.2308044,-4.609589,-3.162201, ,3.314539,-9.633759,-59.50311,17.09419,11.9175,7.256545,81.98914,0.2141065,-17.31702,2.217525,-6.880646,-0.03240967,1.92925,-1.698486,-0.4444275,3.620028
7.546298,10.29614,72.68974,41.33215,12.23232,7.416375,88.44975,8.451083,18.14684,35.85049,22.60826,8.806621,17.24946,19.01177,7.36019,9.243464, ,-6.736877,-3.594208,-22.03494,6.138305,1.197531,-1.570404,28.84163,8.391931,-4.455444,-8.149658,20.50738,7.832986,-15.5947,-18.93063,5.751531,7.787311, ,-1.005463,-0.1999512,-27.40878,-36.37717,-2.3703,-0.03250122,-8.628632,-0.960022,3.854013,34.71441,-8.005463,4.025873,-7.408264,-0.2389832,-4.595154,-3.174194, ,3.310022,-9.641693,-59.50107,17.09319,11.91692,7.248773,81.99303,0.2161744,-17.32248,2.227063,-6.893005,-0.03314209,1.931379,-1.707306,-0.4497986,3.632834
7.509153,10.27526,72.56001,41.87513,12.49748,7.470984,88.41876,8.699392,17.7318,35.91154,23.43855,9.329525,17.6995,18.27493,7.023245,9.313134, ,-6.736572,-3.438904,-21.97363,6.405791,1.342812,-1.467865,28.75938,8.636333,-5.036957,-8.440948,21.65309,8.45548,-15.72342,-18.228,4.110703,7.906204, ,-0.9309387,-0.1146545,-27.12436,-36.9024,-2.926514,-0.03451538,-8.912231,-1.047607,2.98601,34.70571,-7.596405,3.940701,-8.220276,0.4274939,-5.677124,-2.955017, ,3.241536,-9.680115,-59.54669,17.09034,12.04298,7.325984,81.89391,-0.01226807,-16.87643,2.217515,-6.546631,-0.07119751,1.565737,-1.313416,-0.709137,3.742596
7.511239,10.27694,72.5594,41.87513,12.49748,7.47088,88.42191,8.69597,17.73228,35.92014,23.44484,9.331456,17.70066,18.27562,7.0151,9.316247, ,-6.738586,-3.439514,-21.97217,6.405791,1.342812,-1.467773,28.75634,8.63331,-5.038422,-8.443573,21.65402,8.456835,-15.72433,-18.22818,4.116694,7.903057, ,-0.9267273,-0.1134033,-27.12604,-36.9024,-2.926514,-0.03479004,-8.915131,-1.043793,2.990648,34.71263,-7.607605,3.942047,-8.221161,0.4191678,-5.662018,-2.964752, ,3.243138,-9.681641,-59.54584,17.09034,12.04298,7.325879,81.89742,-0.01034546,-16.87598,2.227008,-6.558197,-0.07235718,1.562466,-1.322174,-0.7150574,3.748495
7.470775,10.26068,72.45973,42.32955,12.83024,7.508735,88.39275,7.815615,16.95631,35.92091,24.12535,9.994405,18.13345,18.52413,7.101757,8.788453, ,-6.739929,-3.301514,-21.7995,6.635536,1.511732,-1.388702,28.62746,7.496323,-5.027985,-8.625763,22.64713,9.227326,-15.74307,-18.45053,4.204528,7.41863, ,-0.8273621,-0.00302124,-26.74399,-37.35571,-3.473053,-0.03170776,-9.015533,-2.195374,2.251753,34.68076,-7.065277,3.843376,-9.113525,-0.2553101,-5.717834,-2.770386, ,3.165822,-9.716278,-59.73914,17.05264,12.2149,7.379717,81.87907,0.1671648,-16.14185,2.122519,-6.124756,-0.008850098,1.101402,-1.596222,0.140361,3.640401
7.310969,10.18863,72.353,43.01505,13.65497,7.449146,88.40143,7.502369,16.64408,35.80098,25.23912,11.75633,18.55762,17.08871,8.709383,7.272623, ,-6.667725,-2.946503,-21.13098,6.994628,1.730915,-1.29715,28.27016,7.029208,-5.010895,-8.818848,24.30669,11.17349,-15.06772,-17.07385,4.298289,5.916551, ,-0.6345215,0.1113644,-25.72754,-38.03491,-4.524628,-0.04693604,-8.768646,-2.621094,1.82943,34.5495,-5.864655,3.674473,-10.84229,-0.05386353,-7.471741,-2.909302, ,2.969732,-9.756561,-60.52423,16.98978,12.70241,7.335915,82.10026,0.04242482,-15.85217,1.792567,-5.021393,0.1755837,-0.1571655,0.7213747,-1.568787,2.925667
7.258934,10.08822,72.36987,43.25431,14.10437,7.372629,88.47025,7.316537,16.58153,35.73906,25.74748,12.8565,18.69303,17.00632,9.298736,7.013649, ,-6.670624,-2.745239,-20.63544,7.12937,1.729801,-1.33905,28.06493,6.819218,-4.965546,-8.901764,25.03673,12.35502,-14.53192,-16.95715,5.733449,5.538998, ,-0.5118408,0.09557581,-25.10938,-38.24634,-5.005554,0.02134481,-8.632111,-2.651947,1.688107,34.48426,-5.306946,3.575973,-11.60773,-0.7045593,-7.206573,-3.353058, ,2.848363,-9.710236,-61.12125,17.01299,13.00167,7.249979,82.29236,0.01635236,-15.8092,1.62745,-4.327545,0.1536666,-1.06076,1.199127,-1.716644,2.541699
7.251809,9.971248,72.23875,45.67681,14.53748,7.412361,88.41277,7.116409,16.59441,35.70924,26.18388,14.12638,18.69795,16.97719,9.74493,7.034499, ,-6.725677,-2.590973,-18.09665,7.791476,1.666196,-1.260223,27.6707,6.639502,-4.911621,-8.957611,25.66077,13.70395,-13.69421,-16.74844,7.371041,5.379118, ,-0.3786926,0.06636669,-23.35406,-40.39102,-5.46283,0.2548443,-8.673706,-2.560394,1.632617,34.4574,-4.798096,3.435663,-12.33417,-2.161896,-6.154938,-3.957001, ,2.709238,-9.630859,-63.03906,17.69453,13.29493,7.29743,82.35585,0.03635008,-15.84222,1.472851,-3.493103,-0.01226807,-2.115784,2.106789,-2.118958,2.037226
7.370929,9.990955,72.24306,45.95475,14.95192,7.630728,88.17302,6.940011,16.65493,35.62802,26.49061,15.58699,18.59782,17.09735,9.645679,9.299326, ,-6.899658,-2.748596,-16.92792,7.841173,1.630543,-1.358246,27.18632,6.527113,-4.909241,-8.952087,26.13858,15.24206,-12.51785,-16.37817,8.371604,6.74311, ,-0.3008118,-0.03701782,-22.56854,-40.64343,-5.913452,0.3110687,-8.685028,-2.354889,1.694201,34.39293,-4.188416,3.211488,-13.02802,-4.283081,-4.279205,-6.217804, ,2.59574,-9.605408,-63.90744,17.77671,13.55838,7.49902,82.26411,0.06354868,-15.90283,1.318137,-2.47583,-0.3250122,-3.293396,3.122426,-2.501038,1.224168
7.528424,10.09055,72.1844,46.01657,15.36669,7.926476,87.86435,6.760755,16.70132,35.57637,26.69511,17.23884,18.45602,17.35404,9.653556,13.57273, ,-7.091125,-2.944061,-15.64716,7.829852,1.69212,-1.512085,26.7196,6.439184,-4.91684,-8.897247,26.47218,16.96306,-10.95013,-15.87927,9.421038,10.44715, ,-0.2959595,-0.09448242,-21.81253,-40.75024,-6.388184,0.209776,-8.477722,-2.054199,1.817689,34.3767,-3.54007,2.905949,-13.69247,-6.448669,-0.6691895,-7.950623, ,2.531146,-9.649658,-64.69238,17.70391,13.78685,7.775617,82.16057,0.09109656,-15.94116,1.114297,-1.312714,-0.682373,-4.665527,3.826152,-2.055176,2.824647
7.529777,10.09808,72.1832,46.01536,15.36398,7.921731,87.86454,6.760755,16.70104,35.58508,26.69866,17.24049,18.45845,17.35372,9.6581,13.57632, ,-7.093048,-2.942871,-15.64938,7.827277,1.693281,-1.518555,26.7266,6.439184,-4.920715,-8.899902,26.47401,16.96451,-10.953,-15.87833,9.425122,10.44231, ,-0.289032,-0.1009216,-21.81158,-40.75031,-6.387146,0.2013244,-8.477051,-2.054199,1.823764,34.38392,-3.552826,2.906993,-13.69339,-6.455017,-0.6575928,-7.959656, ,2.530297,-9.657684,-64.69061,17.70278,13.78411,7.769818,82.1586,0.09109656,-15.93933,1.124245,-1.325226,-0.6832275,-4.665283,3.816535,-2.061066,2.832139
