Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,Spine_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_Q_w,RightShoulder_Q_w,RightArm_Q_w,RightForeArm_Q_w,RightHand_Q_w,LeftShoulder_Q_w,LeftArm_Q_w,LeftForeArm_Q_w,LeftHand_Q_w,Hip_Q_w,Spine_Q_w,RightUpLeg_Q_w,RightLeg_Q_w,RightFoot_Q_w,LeftUpLeg_Q_w,LeftLeg_Q_w,LeftFoot_Q_w, ,Head_Q_x,RightShoulder_Q_x,RightArm_Q_x,RightForeArm_Q_x,RightHand_Q_x,LeftShoulder_Q_x,LeftArm_Q_x,LeftForeArm_Q_x,LeftHand_Q_x,Hip_Q_x,Spine_Q_x,RightUpLeg_Q_x,RightLeg_Q_x,RightFoot_Q_x,LeftUpLeg_Q_x,LeftLeg_Q_x,LeftFoot_Q_x, ,Head_Q_y,RightShoulder_Q_y,RightArm_Q_y,RightForeArm_Q_y,RightHand_Q_y,LeftShoulder_Q_y,LeftArm_Q_y,LeftForeArm_Q_y,LeftHand_Q_y,Hip_Q_y,Spine_Q_y,RightUpLeg_Q_y,RightLeg_Q_y,RightFoot_Q_y,LeftUpLeg_Q_y,LeftLeg_Q_y,LeftFoot_Q_y, ,Head_Q_z,RightShoulder_Q_z,RightArm_Q_z,RightForeArm_Q_z,RightHand_Q_z,LeftShoulder_Q_z,LeftArm_Q_z,LeftForeArm_Q_z,LeftHand_Q_z,Hip_Q_z,Spine_Q_z,RightUpLeg_Q_z,RightLeg_Q_z,RightFoot_Q_z,LeftUpLeg_Q_z,LeftLeg_Q_z,LeftFoot_Q_z, 
5.283205,1.738613,81.13986,6.000836,15.99741,4.812467,79.50018,19.44838,15.12816,153.351,5.77353,21.55586,12.63441,11.29847,4.587592,2.34673,6.367907, ,0.9989374,0.9998849,0.7596127,0.9986292,0.9902712,0.9991183,0.7688408,0.9856322,0.9912983,0.2304664,0.998731,0.9823593,0.993928,0.9951432,0.9991987,0.9997903,0.9984564, ,-0.0126305,0.01514792,0.02365813,0.01547076,0.1208327,0.005043002,0.02678294,-0.04313447,-0.05745878,-0.01567322,-0.01154338,-0.185782,0.1093827,0.01300336,-0.01398595,0.01384329,-0.05003974, ,0.03774148,0.000615091,-0.0718772,-0.02693326,-0.04952696,0.01758059,0.2210852,0.1630504,0.03931712,-0.9717335,0.03258937,0.004838958,0.007778739,0.09060874,0.03744345,0.01208207,-0.0135933, ,0.02324182,-0.000627016,-0.6459585,-0.04213056,0.04805785,0.03779193,0.5994062,-0.009119431,-0.1117159,0.04872106,-0.03662062,-0.0207808,0.009063086,-0.03620905,0.002060289,-0.009041706,-0.01990305, 
5.465459,1.679069,81.38948,5.885952,16.30682,5.005604,79.16792,20.28778,15.56662,153.6377,5.858082,21.32845,8.496199,11.27541,4.707531,2.75628,7.497461, ,0.9988628,0.9998927,0.7581942,0.9986811,0.9898919,0.9990461,0.7706917,0.9843686,0.9907873,0.2280304,0.9986936,0.9827285,0.9972526,0.995163,0.9991563,0.9997107,0.9978604, ,-0.01290096,0.01427412,0.0266056,0.01897962,0.1266281,0.005838164,0.01900442,-0.04532735,-0.06584365,-0.01545351,-0.009815126,-0.183612,0.07259127,0.02107574,-0.007684635,0.01903692,-0.05867467, ,0.03868921,0.002744918,-0.06193078,-0.02569008,-0.04526636,0.01968133,0.2248448,0.1699618,0.03743746,-0.9724288,0.03389232,0.004642793,0.01046454,0.08610863,0.04026816,0.01264538,-0.01560226, ,0.02469596,0.001864327,-0.6485355,-0.0401984,0.04505944,0.03854215,0.5959178,-0.008774986,-0.1122652,0.04632027,-0.03696144,-0.02257625,0.01040548,-0.04233054,0.002479124,-0.007499039,-0.02425917, 
5.667036,1.705433,81.54539,5.814748,16.87127,5.20918,78.86721,21.12381,15.82459,154.0134,5.952886,20.95843,5.135767,11.42097,4.797313,3.696018,8.791484, ,0.9987774,0.9998893,0.7573063,0.9987128,0.9891813,0.9989669,0.7723612,0.9830574,0.9904799,0.2248372,0.998651,0.983321,0.9989958,0.9950374,0.9991238,0.9994799,0.9970585, ,-0.01353906,0.01346819,0.0282334,0.02185923,0.1340073,0.006354124,0.01336839,-0.04751592,-0.07109506,-0.01512154,-0.007951149,-0.1802897,0.03831978,0.0302078,-0.002678875,0.02739222,-0.0681629, ,0.03984115,0.004997512,-0.05153728,-0.02403345,-0.0423566,0.02169372,0.228876,0.1768153,0.03614482,-0.9733002,0.03529303,0.001660731,0.01985202,0.08055701,0.04166549,0.01612354,-0.01862417, ,0.02594416,0.003894357,-0.6504106,-0.03895279,0.04205107,0.03942184,0.5923643,-0.008757406,-0.1121987,0.0436627,-0.03724804,-0.02393277,0.012031,-0.0499874,0.002906692,-0.005452995,-0.02969065, 
5.767424,1.75296,81.60485,5.745115,17.10558,5.293125,78.79415,21.54238,15.84348,154.2385,6.027657,20.73421,4.15678,11.50196,4.811978,4.261125,9.47958, ,0.9987337,0.999883,0.7569674,0.9987435,0.9888793,0.9989334,0.772766,0.9823813,0.9904572,0.2229225,0.9986169,0.9836749,0.9993421,0.9949668,0.9991184,0.9993087,0.9965802, ,-0.01403204,0.01326142,0.02840234,0.02264117,0.1370838,0.006647568,0.01070719,-0.04844827,-0.07214342,-0.01501648,-0.006997953,-0.1782128,0.02237817,0.03499832,0.000257585,0.03197266,-0.07313871, ,0.0403578,0.005860264,-0.04633629,-0.02321834,-0.0412059,0.02247215,0.2306419,0.1802752,0.03570114,-0.9738051,0.0361799,0.000616305,0.02513192,0.07735831,0.04189755,0.01856169,-0.02020635, ,0.02655844,0.004881461,-0.6511886,-0.03820756,0.04034821,0.03978722,0.5912043,-0.008977464,-0.1118714,0.04223397,-0.03750236,-0.02497025,0.01352652,-0.05321563,0.002623322,-0.003916858,-0.03271561, 
5.83518,1.809211,81.64843,5.647104,17.20942,5.360883,78.7569,21.96515,15.81263,154.4825,6.112027,20.51183,3.912095,11.74192,4.884485,4.880316,10.2159, ,0.9987038,0.9998754,0.7567188,0.998786,0.9887441,0.9989059,0.7729722,0.9816852,0.9904943,0.2208468,0.9985779,0.9840223,0.9994173,0.9947548,0.9990917,0.9990932,0.9960287, ,-0.01467153,0.01319312,0.02804445,0.02313429,0.1387286,0.00691911,0.008059421,-0.04938488,-0.07220079,-0.01493297,-0.006006666,-0.1760554,0.00751956,0.04084364,0.003070858,0.03715368,-0.07847727, ,0.04063667,0.006601294,-0.04127504,-0.02229362,-0.04032328,0.02315862,0.2321533,0.18377,0.03544845,-0.9743403,0.03717312,0.000234526,0.02937766,0.07463355,0.04244803,0.02069003,-0.02223505, ,0.02691214,0.005632999,-0.6518333,-0.03734165,0.03890447,0.04003597,0.5903845,-0.009164974,-0.1115862,0.04080072,-0.03773958,-0.02654507,0.01566526,-0.0567846,0.002137095,-0.002063664,-0.03569014, 
5.804235,1.875904,81.68578,5.534504,17.16207,5.428372,78.71499,22.39123,15.77445,154.7388,6.210651,20.2624,4.359566,12.05617,5.034301,5.543551,10.95516, ,0.9987175,0.999866,0.7565057,0.9988339,0.9888058,0.9988782,0.7732043,0.98097,0.9905401,0.218664,0.9985316,0.9844075,0.9992764,0.9944705,0.9990351,0.9988301,0.9954336, ,-0.01631282,0.01329886,0.02735695,0.02340291,0.1387681,0.007262284,0.005583853,-0.05032254,-0.07165717,-0.01501746,-0.0049469,-0.1736114,-0.006178409,0.04775947,0.005905786,0.04300499,-0.08410855, ,0.0401235,0.007195193,-0.03642938,-0.02131625,-0.0396029,0.0236444,0.2334604,0.1873064,0.03536825,-0.9748927,0.03827135,0.00047339,0.03314622,0.07173864,0.0434862,0.02211386,-0.02360636, ,0.02621912,0.006280715,-0.6523984,-0.03645279,0.0379216,0.04038072,0.5895934,-0.009040534,-0.1115561,0.03930256,-0.03801826,-0.02829702,0.01760455,-0.06000818,0.001697968,-0.000298173,-0.03847772, 
5.935894,2.049004,81.77666,5.130887,16.72252,5.538464,78.59068,23.63677,15.83039,155.4007,6.533372,19.43499,6.812911,13.21511,5.792216,7.635038,13.0786, ,0.9986587,0.9998401,0.7559869,0.9989977,0.9893709,0.9988322,0.7738917,0.9788017,0.990473,0.2130241,0.9983751,0.985652,0.9982331,0.9933576,0.9987228,0.9977812,0.993494, ,-0.01944836,0.01404387,0.02485761,0.023874,0.1352782,0.00833053,-0.000273056,-0.05147255,-0.07093611,-0.0160558,-0.001706515,-0.1654667,-0.0378322,0.06708814,0.01483693,0.06305087,-0.1018871, ,0.03995968,0.008006688,-0.02435299,-0.01777482,-0.03769154,0.02411908,0.2359369,0.1980863,0.03484879,-0.9763062,0.04131878,0.003333342,0.04099552,0.06377497,0.04828605,0.02106746,-0.02583832, ,0.02656829,0.007643124,-0.6536611,-0.03343191,0.03774185,0.04102648,0.5877289,-0.007722634,-0.1127696,0.03448322,-0.03920466,-0.03316515,0.02046269,-0.06835666,0.001106112,0.003673533,-0.04383038, 
5.959854,2.107383,81.78502,4.98083,16.72327,5.552724,78.5505,24.04813,15.88526,155.5399,6.617455,19.16157,7.463851,13.36509,5.991826,8.343801,13.66749, ,0.9986478,0.9998309,0.7559391,0.9990555,0.9893699,0.9988262,0.7741138,0.9780602,0.9904069,0.2118374,0.998333,0.9860519,0.9978795,0.9932061,0.9986333,0.9973503,0.9928956, ,-0.02039596,0.01443371,0.02422012,0.0239328,0.1353911,0.008721554,-0.001301952,-0.05155164,-0.07136425,-0.01645612,-0.000656409,-0.1627869,-0.04443903,0.06815662,0.01843174,0.06946822,-0.1073596, ,0.03979438,0.008162898,-0.02136356,-0.01646429,-0.03711053,0.02407688,0.236448,0.2017113,0.03455861,-0.9766161,0.04199006,0.004021517,0.04290809,0.06204369,0.0489048,0.02096005,-0.02623634, ,0.0265141,0.007957381,-0.6538449,-0.03231632,0.03793776,0.04111677,0.5872295,-0.007299921,-0.1131682,0.03279015,-0.03959305,-0.03443657,0.02050846,-0.07104141,0.000428341,0.005219432,-0.04409006, 
6.001358,2.244089,81.80714,4.582811,16.92747,5.595847,78.49125,24.81357,15.93091,155.7688,6.766312,18.66584,7.94868,13.28615,6.478122,9.564751,14.58803, ,0.9986289,0.9998083,0.7558127,0.9992004,0.9891092,0.9988079,0.7744409,0.9766468,0.9903518,0.2098849,0.9982572,0.9867627,0.9975952,0.9932861,0.9984025,0.9965186,0.9919077, ,-0.02174545,0.01571412,0.02324379,0.02324242,0.1375223,0.009587925,-0.002228983,-0.05130057,-0.07219015,-0.0170256,0.001181714,-0.158135,-0.0490214,0.0651691,0.02717706,0.08037463,-0.116676, ,0.03970721,0.00828472,-0.01720545,-0.01346017,-0.03574991,0.02376679,0.2366423,0.2085222,0.03447473,-0.9771396,0.0432413,0.005132366,0.0443744,0.06032009,0.04951662,0.02042602,-0.02582416, ,0.02628317,0.008240254,-0.654149,-0.02961813,0.03837426,0.041546,0.5867169,-0.006912006,-0.1131523,0.02926967,-0.04014141,-0.03558572,0.02077677,-0.07414408,-0.001427194,0.008574407,-0.04288241, 
5.995353,2.318206,81.83408,4.332726,17.00064,5.609124,78.49067,25.152,15.89968,155.8663,6.827953,18.45819,8.028594,13.33871,6.749393,10.07796,14.89011, ,0.9986317,0.9997954,0.7556587,0.9992853,0.989015,0.9988022,0.7744442,0.9760081,0.9903895,0.2090525,0.9982253,0.9870549,0.9975466,0.9932329,0.9982659,0.9961352,0.9915696, ,-0.02201724,0.01650443,0.02271568,0.02262594,0.1383399,0.009998671,-0.002405435,-0.05086895,-0.07222327,-0.01717884,0.001886528,-0.1562207,-0.04923235,0.06415308,0.03209992,0.08493941,-0.1202566, ,0.03965557,0.008287893,-0.01587807,-0.01145969,-0.03507533,0.02347662,0.236051,0.2116012,0.03472182,-0.9773675,0.04383308,0.005315951,0.04486349,0.06037645,0.04928326,0.01990288,-0.02438321, ,0.0260304,0.008252623,-0.654379,-0.02802915,0.03848507,0.04174925,0.5869501,-0.00674769,-0.1127243,0.02747302,-0.04026544,-0.03590813,0.02154676,-0.07568026,-0.002460366,0.01019619,-0.04163692, 
5.979529,2.396893,81.87362,4.074032,17.01685,5.612752,78.51509,25.46007,15.82067,155.9507,6.889384,18.2923,7.935463,13.06492,7.060059,10.56232,15.09601, ,0.9986389,0.9997813,0.7554327,0.9993681,0.9889941,0.9988007,0.7743093,0.9754192,0.9904847,0.2083322,0.9981933,0.9872861,0.9976032,0.9935076,0.9981027,0.995755,0.9913352, ,-0.02201836,0.01737563,0.02208226,0.02192879,0.1386176,0.01038713,-0.002420224,-0.05035986,-0.07177439,-0.0173,0.002316894,-0.154661,-0.04815295,0.06372901,0.03704861,0.08932083,-0.1231158, ,0.03962367,0.008214375,-0.01484139,-0.009298779,-0.03436234,0.02299156,0.2349052,0.2144266,0.03514452,-0.9775629,0.04444172,0.00513603,0.04617107,0.05989607,0.04904496,0.01886848,-0.02221584, ,0.02579915,0.008251389,-0.6546859,-0.02638547,0.03866519,0.04196105,0.5875873,-0.006531334,-0.1120421,0.02586931,-0.04037056,-0.0363291,0.01837026,-0.07275838,-0.003618694,0.01173618,-0.0400451, 
5.85621,2.577535,81.98871,3.525838,16.91944,5.590387,78.61002,25.91783,15.62135,156.0734,7.005939,18.00719,7.156575,12.8482,7.778042,11.52035,15.23329, ,0.9986944,0.999747,0.7547742,0.9995267,0.9891195,0.9988102,0.7737849,0.9745311,0.9907225,0.2072854,0.9981316,0.9876785,0.9980505,0.9937209,0.9976973,0.9949507,0.9911771, ,-0.02077903,0.01958391,0.02041048,0.02012424,0.1378807,0.01173509,-0.002703279,-0.04887772,-0.07045039,-0.01734909,0.002309417,-0.1517863,-0.0389732,0.06151202,0.0467594,0.09789108,-0.126548, ,0.03910962,0.007553963,-0.01333246,-0.004299908,-0.03318575,0.02135246,0.231104,0.2187989,0.03607738,-0.9778597,0.04581996,0.004502379,0.04518795,0.05957623,0.04877561,0.01671334,-0.01758668, ,0.02545926,0.008082327,-0.6555315,-0.0228673,0.03911763,0.04224396,0.5897802,-0.005224962,-0.1104721,0.02285209,-0.04035483,-0.03783968,0.01828659,-0.07201165,-0.005891133,0.0145303,-0.03527442, 
5.800861,2.76167,82.12439,2.958716,16.85558,5.647936,78.743,26.08733,15.41163,156.1409,7.058395,17.90218,5.843628,12.42947,8.34089,14.41284,16.87742, ,0.998719,0.9997096,0.753997,0.9996667,0.9892014,0.9987856,0.7730492,0.9741983,0.9909696,0.206709,0.9981036,0.9878215,0.9987,0.9941232,0.9973521,0.9921007,0.9891734, ,-0.01909721,0.02140732,0.01854429,0.01710361,0.1374628,0.01363163,-0.00387165,-0.04645921,-0.06947886,-0.01689753,0.000568032,-0.149801,-0.02540322,0.05671407,0.05402467,0.1236179,-0.1435527, ,0.03927074,0.007756121,-0.01246919,0.000997611,-0.03201367,0.02056568,0.2260211,0.2208396,0.03655349,-0.9780124,0.04642307,0.004485377,0.03925354,0.05738185,0.04793272,0.01223743,-0.009788521, ,0.0255647,0.007890069,-0.6564977,-0.01931257,0.03949529,0.04264445,0.5927011,-0.002999408,-0.108701,0.02185375,-0.04042178,-0.04181258,0.02030024,-0.07218027,-0.008517104,0.01747293,-0.02885681, 
5.888612,2.922246,82.25655,2.530026,16.85977,5.789106,78.81465,26.17365,15.04961,156.345,7.190748,17.92381,4.328749,13.54183,8.549694,15.92332,16.61825, ,0.9986799,0.9996749,0.7532389,0.9997563,0.989196,0.9987242,0.7726524,0.9740281,0.9913883,0.2049659,0.9980318,0.9877921,0.9992866,0.9930255,0.997218,0.990361,0.9895028, ,-0.0195344,0.0226542,0.01662581,0.01384373,0.1376451,0.01568347,-0.004536383,-0.04400335,-0.06759676,-0.01566633,-0.004190359,-0.1491468,-0.01246603,0.06010005,0.05565173,0.1367171,-0.1431341, ,0.03976046,0.008503957,-0.01207468,0.005729394,-0.03060061,0.02050338,0.218974,0.2221102,0.03644087,-0.9783131,0.04722735,0.00363949,0.02970603,0.06707675,0.04810826,0.009739929,-0.002860013, ,0.02599841,0.008044507,-0.657426,-0.01621762,0.04010968,0.04340239,0.5958508,-0.000411503,-0.1060758,0.02543801,-0.04104356,-0.04481965,0.01971247,-0.07608624,-0.01203395,0.01996914,-0.01971539, 
5.867831,2.872264,82.30071,2.375571,16.85837,5.766746,78.82464,26.19277,14.81608,156.6176,7.400622,17.80865,4.19409,14.47038,8.608138,16.84201,16.38508, ,0.9986892,0.9996859,0.7529854,0.9997851,0.9891978,0.998734,0.7725971,0.9739903,0.9916531,0.202637,0.9979153,0.9879482,0.9993303,0.9920375,0.9971798,0.9892187,0.9897948, ,-0.02057069,0.02258846,0.0157014,0.01196909,0.1377397,0.01605155,-0.003988244,-0.04339489,-0.06610519,-0.01525896,-0.00691018,-0.1484026,-0.009591305,0.08375672,0.05484015,0.1447295,-0.1418267, ,0.03918714,0.0077575,-0.01244923,0.007868707,-0.02985596,0.01933786,0.2152895,0.2223945,0.03637618,-0.9787203,0.04900828,0.006076526,0.03194975,0.06317419,0.04924344,0.008928941,0.001064628, ,0.02571061,0.007596983,-0.6577322,-0.0149855,0.04030069,0.04357523,0.5972674,0.000748327,-0.1045517,0.02849656,-0.04141976,-0.04356864,0.01504253,-0.06968059,-0.01414431,0.02049481,-0.0137959, 
5.857146,2.779188,82.32105,2.233251,16.84187,5.814344,78.76769,26.14734,14.65721,156.7121,7.569615,17.92964,3.395318,15.06848,8.453771,17.92228,15.98764, ,0.998694,0.9997059,0.7528685,0.9998101,0.9892189,0.998713,0.7729125,0.97408,0.9918309,0.2018293,0.997819,0.9877842,0.9995611,0.9913667,0.99728,0.9877942,0.9902831, ,-0.02208663,0.0222728,0.01523184,0.009412388,0.1376573,0.01640529,-0.003093325,-0.04301679,-0.06489078,-0.01528252,-0.009634125,-0.1491478,-0.008050807,0.08825025,0.05267123,0.15404,-0.1387994, ,0.03843836,0.006768926,-0.01405697,0.009999181,-0.02927533,0.01773265,0.2120404,0.2220696,0.036447,-0.9787684,0.04989899,0.009938381,0.02413313,0.07374547,0.04879708,0.009072084,0.004064572, ,0.02539662,0.006798391,-0.6578445,-0.01382921,0.04049009,0.04459536,0.5980263,0.001703929,-0.103597,0.03230818,-0.04212423,-0.0440289,0.01518312,-0.06297331,-0.01664941,0.02125943,-0.007589666, 
5.963663,2.730888,82.11016,2.130654,16.68142,5.637529,79.06743,25.68687,14.74673,156.6549,7.73168,18.11914,1.955976,17.34104,8.444406,20.64616,14.70548, ,0.9986461,0.999716,0.7540786,0.9998271,0.989423,0.9987901,0.7712502,0.9749811,0.9917309,0.2023181,0.9977247,0.9875252,0.9998543,0.9885716,0.997286,0.9838129,0.9917771, ,-0.02668171,0.0230211,0.01570477,0.002783626,0.1362766,0.01536252,-0.001464851,-0.04063061,-0.06566553,-0.01561401,-0.01155869,-0.1510325,0.004082076,0.09215639,0.0498503,0.1775205,-0.127219, ,0.03708578,0.005262347,-0.02309149,0.01425286,-0.02881861,0.01403701,0.2046859,0.2185238,0.03678333,-0.9785629,0.05061892,0.007252208,-0.006058956,0.1062693,0.0499196,0.003755492,0.01031635, ,0.02487463,0.003207818,-0.6561903,-0.01161284,0.04050156,0.04455718,0.6027228,0.002882876,-0.103946,0.03519001,-0.04300752,-0.04393995,0.0154265,-0.05422403,-0.0210624,0.02417811,0.009339571, 
6.114461,2.877709,81.66707,2.375901,16.32597,5.42361,79.65746,24.92443,15.1873,156.049,7.590797,17.729,3.242723,17.36522,8.514712,24.57924,13.23095, ,0.9985768,0.9996847,0.7566125,0.9997851,0.9898682,0.9988801,0.7679625,0.9764385,0.9912302,0.2074931,0.9978068,0.9880555,0.9995996,0.9885398,0.9972407,0.9770842,0.9933417, ,-0.03119304,0.02493532,0.01768016,-0.004851229,0.1331068,0.01488292,-0.000613429,-0.03741071,-0.06849448,-0.01801101,-0.008274036,-0.1477183,0.02400249,0.08611384,0.04995276,0.2107039,-0.1079223, ,0.03579642,0.001711659,-0.03613117,0.01814358,-0.02860168,0.01184118,0.194363,0.2125047,0.03685749,-0.9776219,0.04902914,-0.01182015,-0.009956015,0.1166526,0.04736595,-0.007598989,0.0223988, ,0.02429151,-0.002401745,-0.6526252,-0.008777947,0.04031897,0.04332229,0.610292,0.003155932,-0.1068306,0.02962788,-0.04369476,-0.04226007,0.01119495,-0.04202142,-0.02779065,0.0292028,0.03351807, 
6.313938,2.845431,81.9352,3.388626,16.34371,5.417544,80.25026,23.97432,15.52567,156.5043,7.829533,17.25369,4.502848,16.80017,8.326131,29.74188,12.75101, ,0.9984824,0.9996917,0.7550805,0.9995628,0.9898462,0.9988827,0.7646388,0.9781942,0.9908357,0.2036053,0.9976667,0.9886862,0.9992281,0.9892721,0.9973615,0.9665064,0.9938155, ,-0.03373028,0.02470735,0.02212643,-0.01539643,0.1320364,0.01561712,0.001344361,-0.03721236,-0.0684753,-0.01730607,-0.009268734,-0.1424,0.03499817,0.07764367,0.03841028,0.2535711,-0.07868341, ,0.03632193,0.000354956,-0.0499514,0.02450916,-0.03184364,0.01386433,0.1835426,0.2043009,0.03630293,-0.9784579,0.05166079,-0.01280514,-0.01282426,0.1208355,0.04895595,-0.01881116,0.04204788, ,0.02399651,-0.002419341,-0.653352,-0.006042902,0.04191672,0.04239455,0.6177684,0.003543981,-0.1106251,0.02942062,-0.0436628,-0.04536361,0.01240919,-0.02666345,-0.03739116,0.03483269,0.0661195, 
6.38375,2.796316,82.10842,4.19633,16.55223,5.46503,80.46308,23.40985,15.56294,156.9096,8.041073,16.84304,4.817345,16.61192,8.168075,32.59999,13.28899, ,0.9984487,0.9997023,0.7540885,0.9993296,0.9895859,0.998863,0.7634406,0.9792054,0.9907917,0.200141,0.997539,0.9892174,0.9991165,0.9895108,0.9974607,0.9598053,0.9932832, ,-0.03416927,0.02430198,0.02344765,-0.020989,0.1322979,0.01623012,0.003317975,-0.03756742,-0.06737263,-0.01663736,-0.01158311,-0.1383983,0.03467466,0.07240511,0.02794689,0.2771907,-0.05787295, ,0.03695625,-3.85E-05,-0.05615762,0.02954027,-0.03622363,0.0154209,0.1791302,0.199322,0.03574181,-0.9790955,0.05347392,-0.006334129,-0.0198145,0.1232725,0.04924256,-0.02449608,0.0544135, ,0.02381195,-0.002202769,-0.6539474,-0.005230338,0.04364552,0.04208981,0.620532,0.004031929,-0.1118719,0.03223228,-0.04384481,-0.04748391,0.01308943,-0.02073375,-0.04320286,0.03659251,0.0841337, 
6.445887,2.736328,82.25185,3.415088,15.83982,5.523033,80.55924,22.78342,15.48161,157.3984,8.291152,16.45491,4.964298,16.26004,8.171144,35.47797,14.52127, ,0.9984183,0.9997149,0.7532659,0.9995559,0.9904616,0.9988387,0.7628983,0.9802998,0.9908875,0.1959598,0.9973836,0.9897078,0.9990618,0.9899497,0.9974588,0.9524544,0.9919815, ,-0.03426316,0.02378022,0.02368699,-0.02076133,0.1278981,0.01691044,0.005690962,-0.0370668,-0.0658014,-0.01644794,-0.01398932,-0.13398,0.03253677,0.06788081,0.01613114,0.3009525,-0.03042677, ,0.03785297,-0.000396751,-0.06162211,0.02105019,-0.02805348,0.01688473,0.1754906,0.1939404,0.03501771,-0.9798335,0.0554626,0.001774511,-0.02499036,0.123128,0.04860202,-0.0303104,0.06921782, ,0.02353724,-0.002121765,-0.6543945,-0.003723134,0.0429056,0.04183511,0.6222193,0.005058992,-0.1121874,0.03543115,-0.04420627,-0.05024778,0.01387487,-0.01520878,-0.04953417,0.03660088,0.1012712, 
6.566967,2.672947,82.37487,3.758397,15.75158,5.496316,80.46828,21.37932,14.93085,158.4103,8.693086,15.65684,4.568953,15.20094,8.424901,40.24682,19.49758, ,0.9983584,0.999728,0.7525594,0.9994622,0.9905674,0.9988499,0.7634113,0.9826463,0.9915234,0.1872928,0.9971239,0.9906804,0.9992052,0.9912145,0.9972985,0.9389538,0.9855596, ,-0.03419887,0.02309651,0.02106962,-0.02685235,0.1260758,0.0178779,0.01089916,-0.03089738,-0.06083237,-0.01731046,-0.01664519,-0.1254701,0.03165177,0.0559785,-0.00584303,0.340936,0.04165057, ,0.0400881,-0.001656981,-0.07060731,0.01818682,-0.02905841,0.01852244,0.1696311,0.1826817,0.03304645,-0.9813843,0.05903093,0.01012506,-0.0216223,0.1196538,0.04262038,-0.03656657,0.09986138, ,0.02245094,-0.002808671,-0.6543891,-0.004859273,0.04512906,0.04044903,0.6231451,0.00889211,-0.1099485,0.03881478,-0.04452272,-0.05203077,0.01093457,-0.006580959,-0.05953999,0.02813106,0.1302505, 
6.803594,2.729741,82.25937,4.087844,15.61934,5.302731,80.24306,19.93237,13.95021,159.0531,8.795136,14.86146,4.323864,14.83185,8.658682,44.0918,20.84732, ,0.998238,0.9997163,0.7532227,0.9993638,0.9907249,0.9989295,0.7646793,0.9849101,0.992599,0.1817802,0.997056,0.9916019,0.9992882,0.9916353,0.9971466,0.9268835,0.9834968, ,-0.0358502,0.02294207,0.01641628,-0.03262195,0.1241695,0.01783664,0.01503974,-0.01778086,-0.05237676,-0.01905768,-0.01726381,-0.1179281,0.03307975,0.0441356,-0.02569302,0.3740511,0.06559643, ,0.04251719,-0.004402156,-0.07941648,0.01199665,-0.03118869,0.01792449,0.1647052,0.1716662,0.03086799,-0.9823152,0.06001205,0.008910527,-0.01667661,0.1212698,0.02964443,-0.0148889,0.09763747, ,0.02069085,-0.004655188,-0.6527474,-0.007994911,0.04553362,0.0387348,0.6228255,0.01291342,-0.105124,0.04061589,-0.04449584,-0.05233699,0.007120001,-0.002286526,-0.06449606,0.02740755,0.1374703, 
7.169914,2.95342,81.94434,4.81897,15.41769,5.034457,80.17081,18.75869,12.86461,159.3038,8.560134,13.873,4.246033,15.25826,9.463282,47.49329,16.64743, ,0.9980432,0.9996679,0.7550282,0.9991159,0.9909625,0.9990351,0.7650855,0.986631,0.9937049,0.1796278,0.9972112,0.9926806,0.9993136,0.9911482,0.996592,0.9153351,0.989466, ,-0.03904989,0.02335141,0.01262888,-0.04014135,0.1217187,0.01662987,0.01766819,-0.003080994,-0.03959701,-0.01989302,-0.01636415,-0.1083545,0.0303138,0.03531538,-0.04553368,0.4016259,0.04802152, ,0.04514502,-0.007993753,-0.09135355,0.003132932,-0.03444717,0.01616312,0.1590478,0.1622107,0.02980955,-0.9826488,0.05828696,0.00788376,-0.02066603,0.1279767,0.01637135,0.006183822,0.06340344, ,0.01862622,-0.007414399,-0.6491745,-0.01209541,0.04462435,0.03729758,0.6237275,0.01541213,-0.100469,0.0417057,-0.0436446,-0.05274779,0.005141472,-0.000240618,-0.06680655,0.02863903,0.1209591, 
7.372736,3.134709,81.71383,5.36643,15.28432,4.878069,80.19157,18.31399,12.42208,159.2433,8.306633,13.36051,4.105806,15.20357,10.11917,49.02116,14.78086, ,0.9979309,0.9996259,0.7563456,0.9989036,0.991118,0.9990941,0.7649688,0.987256,0.9941301,0.1801478,0.9973738,0.9932108,0.9993582,0.9912114,0.9961035,0.9098847,0.9916927, ,-0.04088689,0.02375802,0.01149902,-0.04453168,0.1200638,0.01561641,0.01874195,0.002869346,-0.03240566,-0.01956132,-0.01561291,-0.1035301,0.02879026,0.03107889,-0.0558993,0.4138246,0.04128787, ,0.04642665,-0.01000856,-0.09890431,-0.001846627,-0.03647673,0.01507478,0.155496,0.1582928,0.02996711,-0.9825408,0.05635401,0.006728744,-0.0208419,0.12858,0.0111158,0.009600829,0.05007483, ,0.01751122,-0.009140495,-0.6465502,-0.01432263,0.04403761,0.03660559,0.624734,0.01615027,-0.09877823,0.04216126,-0.04273023,-0.05261797,0.0044766,0.001135343,-0.06730247,0.027693,0.1110569, 
