Head_Q,RightShoulder_Q,RightArm_Q,RightForeArm_Q,RightHand_Q,LeftShoulder_Q,LeftArm_Q,LeftForeArm_Q,LeftHand_Q,Hip_Q,RightUpLeg_Q,RightLeg_Q,RightFoot_Q,LeftUpLeg_Q,LeftLeg_Q,LeftFoot_Q, ,Head_v,RightShoulder_v,RightArm_v,RightForeArm_v,RightHand_v,LeftShoulder_v,LeftArm_v,LeftForeArm_v,LeftHand_v,Hip_v,RightUpLeg_v,RightLeg_v,RightFoot_v,LeftUpLeg_v,LeftLeg_v,LeftFoot_v, ,Head_x,RightShoulder_x,RightArm_x,RightForeArm_x,RightHand_x,LeftShoulder_x,LeftArm_x,LeftForeArm_x,LeftHand_x,Hip_x,RightUpLeg_x,RightLeg_x,RightFoot_x,LeftUpLeg_x,LeftLeg_x,LeftFoot_x, ,Head_y,RightShoulder_y,RightArm_y,RightForeArm_y,RightHand_y,LeftShoulder_y,LeftArm_y,LeftForeArm_y,LeftHand_y,Hip_y,RightUpLeg_y,RightLeg_x,RightFoot_y,LeftUpLeg_y,LeftLeg_y,LeftFoot_y, ,Head_z,RightShoulder_z,RightArm_z,RightForeArm_z,RightHand_z,LeftShoulder_z,LeftArm_z,LeftForeArm_z,LeftHand_z,Hip_z,RightUpLeg_z,RightLeg_z,RightFoot_z,LeftUpLeg_z,LeftLeg_z,LeftFoot_z
124.314,90.63041,119.6648,119.7756,114.3421,167.2292,120.0112,119.9314,125.8701,0,120.9782,120.9761,104.0982,119.741,120.9757,104.0983, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2.507974,-18.0849,-0.0008850098,0.01482764,0.1946084,18.08493,0.0008869514,-0.01412964,-12.46912,0.2035418,0.0008413267,-0.0008544922,0,-0.04852295,-0.0003051758,0.0005078462, ,-0.4538574,-89.66211,-0.3009644,-0.1200256,-9.766083,90.33521,0.3010052,0.1193154,-2.533997,-90,179.7968,-0.0001831055,-0.0002746582,-178.0719,0.0001424579,0.0001451358, ,10.41623,-0.89151,-0.07754517,-0.05050659,0.04181916,0.8906842,-0.07757568,-0.04901123,0.1205967,-90,1.282995,1.885294,-30.64862,1.280523,1.884869,-30.64859
124.314,90.63041,119.6648,119.7756,114.3421,167.2292,120.0112,119.9314,125.8701,0,120.9782,120.9761,104.0982,119.741,120.9757,104.0983, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, ,2.507974,-18.0849,-0.0008850098,0.01482764,0.1946084,18.08493,0.0008869514,-0.01412964,-12.46912,0.2035418,0.0008413267,-0.0008544922,0,-0.04852295,-0.0003051758,0.0005078462, ,-0.4538574,-89.66211,-0.3009644,-0.1200256,-9.766083,90.33521,0.3010052,0.1193154,-2.533997,-90,179.7968,-0.0001831055,-0.0002746582,-178.0719,0.0001424579,0.0001451358, ,10.41623,-0.89151,-0.07754517,-0.05050659,0.04181916,0.8906842,-0.07757568,-0.04901123,0.1205967,-90,1.282995,1.885294,-30.64862,1.280523,1.884869,-30.64859
122.6018,94.43382,93.69785,116.1086,119.0266,167.694,160.1479,118.487,125.3088,3.924482,106.5635,119.449,110.2871,140.4505,124.0887,108.0786, ,1.712189,3.803406,25.96694,3.667076,4.684471,0.4647827,40.13673,1.444397,0.5613327,3.924482,14.41466,1.527054,6.18898,20.70943,3.113075,3.980309, ,5.46185,-18.08463,-4.17099,8.012368,-5.877197,18.08519,14.89375,-8.634308,-11.63101,0.5229573,0.007257614,5.967721,4.358612,0.8714007,-5.409454,-2.954834, ,-0.3224182,-89.68045,-80.50873,0.09168257,-8.792236,90.35353,76.28345,-0.3843994,-2.580627,-93.76138,-179.9864,1.567484,0.9583463,-176.3477,-1.475616,1.336362, ,10.39616,3.010407,2.919796,1.272864,1.221131,-2.999847,-18.32373,-10.65445,0.08358055,-88.95001,-25.64685,3.77668,-14.52988,33.71289,3.126398,-27.17932
122.829,93.84843,92.93626,115.935,118.8442,167.6199,160.5473,118.7644,125.2339,3.600752,108.5482,133.89,102.7529,134.276,137.68,103.3022, ,0.2271729,0.5853882,0.7615891,0.1735535,0.182457,0.07403564,0.3993225,0.2774811,0.07480621,0.32373,1.984634,14.44105,7.534286,6.174423,13.59123,4.77636, ,5.067221,-18.08478,-4.6745,7.978528,-5.670807,18.08504,14.65223,-8.61969,-11.5206,1.742655,2.092534,4.619143,1.125942,-0.458313,-4.925934,-0.6186218, ,-0.3399353,-89.67514,-80.40729,0.1386303,-8.850555,90.34824,76.64816,-0.3968506,-2.588623,-93.0607,178.0842,1.737946,-0.1324768,-179.3385,-1.749817,0.598695, ,10.39847,2.409855,2.078873,0.8779581,1.172248,-2.402618,-17.46674,-10.1409,0.07886039,-88.94193,-26.62561,26.53909,-32.37091,24.0243,25.02464,-34.20892
123.0845,93.18143,91.90836,115.6099,118.4558,167.5368,161.0386,119.1331,125.1348,3.173426,110.9513,135.3766,101.007,123.9414,152.0105,100.8762, ,0.2555161,0.6669998,1.027901,0.3250809,0.3883133,0.08314514,0.491333,0.3686295,0.09912872,0.427326,2.403099,1.486572,1.745872,10.33464,14.33054,2.425995, ,4.624338,-18.08487,-5.440582,8.055378,-5.206268,18.08495,14.27393,-8.591522,-11.3757,1.722252,1.932341,4.316658,0.6545201,-0.986084,-3.988403,0.6008257, ,-0.3596191,-89.67041,-80.32788,0.2026757,-8.952209,90.34348,77.04125,-0.4099426,-2.601013,-92.55936,177.9486,1.553561,-0.5543823,179.2346,-1.396149,0.776594, ,10.40116,1.725608,0.9334881,0.2996162,1.069719,-1.721313,-16.26263,-9.456451,0.07282169,-88.94043,-21.62561,28.69928,-36.20459,6.80161,46.80025,-39.33945
123.2089,92.86936,91.38782,115.4566,118.2925,167.4983,161.2881,119.3245,125.0826,2.962154,112.0873,135.2196,100.47,120.9178,155.674,100.7714, ,0.1243744,0.3120651,0.520546,0.1533737,0.1633224,0.03848267,0.2494812,0.191452,0.05220032,0.211272,1.136024,0.1569824,0.5370178,3.02359,3.663513,0.104805, ,4.409145,-18.0849,-5.819489,8.063959,-5.012512,18.08492,14.06192,-8.586975,-11.30005,1.69468,1.830764,4.266217,0.5283863,-1.147675,-3.786835,0.7921075, ,-0.3691711,-89.66858,-80.29181,0.2321063,-8.998199,90.34165,77.22369,-0.415741,-2.608337,-92.31219,177.8798,1.504124,-0.6509399,178.9273,-1.282928,0.8344603, ,10.40254,1.405481,0.352237,-0.001708984,1.027371,-1.402313,-15.65689,-9.113281,0.06971071,-88.93994,-19.31204,28.42805,-37.45566,1.477471,52.21344,-39.54385
123.3249,92.58127,90.89453,115.3083,118.1503,167.4629,161.5297,119.5176,125.0328,2.76337,113.1045,134.9935,100.0448,118.5106,158.4631,100.8443, ,0.1160202,0.2880936,0.4932861,0.1483002,0.1422348,0.03538513,0.2416229,0.1930466,0.04981995,0.1987834,1.017227,0.2261047,0.425209,2.407158,2.789093,0.07283783, ,4.20864,-18.08493,-6.172943,8.060718,-4.845215,18.0849,13.85548,-8.587128,-11.22806,1.659707,1.74001,4.223557,0.4218708,-1.284058,-3.641815,0.9041724, ,-0.3781128,-89.66696,-80.24976,0.2596708,-9.039673,90.34007,77.39746,-0.420105,-2.61554,-92.0788,177.8205,1.46344,-0.7159119,178.7093,-1.200287,0.8775106, ,10.40387,1.109913,-0.2006531,-0.304718,0.9901375,-1.107727,-15.0838,-8.774353,0.06676096,-88.93942,-17.27029,28.05045,-38.48761,-2.881561,56.3095,-39.33212
123.4595,92.25134,90.30324,115.1174,117.955,167.4227,161.8248,119.7239,124.9461,2.543911,114.2971,134.4027,99.63841,116.1923,160.8244,101.1517, ,0.1345673,0.3299255,0.5912933,0.190834,0.1952591,0.04017639,0.2950897,0.2063522,0.08673859,0.2194598,1.192619,0.5908661,0.4063492,2.318375,2.361237,0.3074188, ,3.976343,-18.08493,-6.605957,8.087689,-4.609039,18.08491,13.58061,-8.56488,-11.10168,1.627776,1.625251,4.241224,0.380146,-1.452454,-3.542511,0.9645427, ,-0.3884583,-89.66559,-80.20651,0.2889577,-9.091278,90.33866,77.58977,-0.430542,-2.627228,-91.80554,177.7579,1.454705,-0.7597351,178.5298,-1.132233,0.916629, ,10.40541,0.7714663,-0.8661499,-0.6581421,0.9397562,-0.7701721,-14.39291,-8.384003,0.06170428,-88.94034,-14.89496,27.13747,-39.46332,-7.156921,59.74472,-38.55338
123.5961,91.91838,89.69612,114.9026,117.7465,167.3824,162.1361,119.9439,124.848,2.334357,115.5266,133.6902,99.25996,114.0485,162.9137,101.5458, ,0.1365662,0.332962,0.6071167,0.2148514,0.20858,0.04032898,0.3112946,0.2200241,0.09809875,0.209554,1.229469,0.7124939,0.3784561,2.143806,2.08934,0.3941422, ,3.740896,-18.08493,-7.05127,8.125941,-4.354797,18.0849,13.29083,-8.534149,-10.9585,1.598429,1.507569,4.282927,0.3664699,-1.632813,-3.468323,1.000775, ,-0.3989258,-89.66431,-80.14868,0.3175644,-9.144897,90.3374,77.78938,-0.4408264,-2.640259,-91.52762,177.6941,1.458686,-0.7929382,178.3776,-1.072998,0.9519084, ,10.40703,0.4298765,-1.554352,-1.045135,0.8857775,-0.4293518,-13.68039,-7.962708,0.05595072,-88.94171,-12.48431,26.04474,-40.37479,-11.21637,62.76481,-37.57632
123.7527,91.55777,88.98392,114.6589,117.5143,167.3391,162.5022,120.2027,124.7311,2.104409,116.9368,132.5433,98.92549,112.6719,163.2229,101.5937, ,0.1566391,0.360611,0.712204,0.2436829,0.2321167,0.04327393,0.3661194,0.2587967,0.11689,0.2299471,1.410179,1.146912,0.334465,1.376526,0.3091583,0.04784393, ,3.471215,-18.08493,-7.576172,8.160036,-4.067719,18.08491,12.93217,-8.510437,-10.79016,1.545214,1.357187,4.369938,0.399618,-1.749237,-3.415466,1.06075, ,-0.4109192,-89.66336,-80.08313,0.3462168,-9.203003,90.33645,78.00603,-0.4507141,-2.658661,-91.21362,177.6116,1.482989,-0.8315125,178.3452,-1.02655,1.02365, ,10.40894,0.05993138,-2.365631,-1.491516,0.827228,-0.05999756,-12.85379,-7.483276,0.04949222,-88.94281,-9.758423,24.28472,-41.12543,-13.82123,63.2426,-37.54318
